url,STRING : publisher,STRING : developer,STRING : genre,STRING : esrb
videogame/www.metacritic.com/xbox360_newrallyx.html,Namco Bandai Games,Namco Bandai Games,"Racing, Driving",E (Everyone)
videogame/www.metacritic.com/xbox360_brainchallenge.html,Microsoft Game Studios,Gameloft,"Trivia, Edutainment",E (Everyone)
videogame/www.metacritic.com/xbox360_spongebobunderpantsslam.html,THQ,Blitz Games,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_wingcommanderarena.html,Electronic Arts,Gaia Industries,"Space Combat, Simulation",E (Everyone)
videogame/www.metacritic.com/psx_crashbash.html,Sony Computer Entertainment,Eurocom,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_armoredcore4.html,Sega,From Software,"Action, Mech Simulation",T (Teen)
videogame/www.metacritic.com/xbox360_ageofconanhyborianadventures.html,Funcom / Eidos Interactive,Funcom,Massively-Multiplayer Online Role-Playing Game,M (Mature)
videogame/www.metacritic.com/psx_007racing.html,Electronic Arts,Eutechnyx,Racing,T (Teen)
videogame/www.metacritic.com/psx_harvestmoonbacktonature.html,Natsume,Victor Interactive Software,Role-Playing Game,E (Everyone)
videogame/www.metacritic.com/psx_bugsbunnytaztimebusters.html,Infogrames,Artificial Mind + Movement,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_openseason.html,Ubisoft,Ubisoft Montreal,"Action, Adventure",E (Everyone)
videogame/www.metacritic.com/xbox360_ultimatemortalkombat3.html,Midway,Digital Eclipse,Fighting,M (Mature)
videogame/www.metacritic.com/xbox360_lordoftheringsthebattleformiddleearth2.html,Electronic Arts,Electronic Arts LA,Real-Time Strategy,T (Teen)
videogame/www.metacritic.com/xbox360_exit.html,Taito Corporation,Taito Corporation,"Puzzle, Action",E (Everyone)
videogame/www.metacritic.com/xbox360_mutantstormreloaded.html,PomPom,PomPom,Shooter,E (Everyone)
videogame/www.metacritic.com/psx_digimonworld2.html,Bandai,Bandai,"Role-Playing Game, Fighting",E (Everyone)
videogame/www.metacritic.com/xbox360_assaultheroes.html,Sierra Online,Wanako Studios,"Action, Adventure, Shoot 'em Up",T (Teen)
videogame/www.metacritic.com/psx_thunderforce5perfectsystem.html,Working Designs,Tecno Soft,Action,E (Everyone)
videogame/www.metacritic.com/psx_mtvsportsskateboardingandy.html,THQ,Darkblack,Sports,E (Everyone)
videogame/www.metacritic.com/psx_castlevaniasymphony.html,Konami,Konami,"Action, Adventure",T (Teen)
videogame/www.metacritic.com/psx_rpgmaker.html,Agetec,Ascii Entertainment,Role-Playing Game,E (Everyone)
videogame/www.metacritic.com/xbox360_lmamanager2007.html,Codemasters,Codemasters,Sports Management Simulation,RP (Rating Pending)
videogame/www.metacritic.com/xbox360_bulletwitch.html,Atari,Cavia Inc,"Third-Person Shooter, Action, Adventure",M (Mature)
videogame/www.metacritic.com/xbox360_silenthill5.html,Konami,Double Helix Games,"Third-Person Adventure, Survival Horror",M (Mature)
videogame/www.metacritic.com/xbox360_worldseriesofpoker2008.html,Activision,Left Field Productions,Card Games,T (Teen)
videogame/www.metacritic.com/psx_oddworldabesexoddus.html,GT Interactive,Oddworld Inhabitants,"Action, Adventure",T (Teen)
videogame/www.metacritic.com/psx_digimonworld3.html,Bandai,Bandai,Role-Playing Game,E (Everyone)
videogame/www.metacritic.com/xbox360_roogoo.html,SouthPeak Games,SpiderMonk Entertainment,"Puzzle, Action",E (Everyone)
videogame/www.metacritic.com/xbox360_centipedeandmillipede.html,Atari,Stainless Games,"Action, Compilation",E (Everyone)
videogame/www.metacritic.com/xbox360_soltriosolitaire.html,Silver Creek Entertainment,Silver Creek Entertainment,Card Games,E (Everyone)
videogame/www.metacritic.com/xbox360_darksector.html,D3 Publisher of America,Digital Extremes,Third-Person Shooter,M (Mature)
videogame/www.metacritic.com/xbox360_meettherobinsons.html,Buena Vista Games,Buena Vista Games,"Action, Adventure",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_granturismo.html,Sony Computer Entertainment America,Polyphony Digital,"Racing, Driving",E (Everyone)
videogame/www.metacritic.com/psx_motocrossmania.html,Take 2 Interactive,Deibus Studios,"Racing, Driving",E (Everyone)
videogame/www.metacritic.com/psx_nascar2001.html,EA Sports,Black Box Games,Sports,E (Everyone)
videogame/www.metacritic.com/psx_grandia.html,Sony Computer Entertainment America,Game Arts,Role-Playing Game,E (Everyone)
videogame/www.metacritic.com/xbox360_soulcalibur4.html,Namco Bandai Games,Project Soul,"Fighting, Action",T (Teen)
videogame/www.metacritic.com/psx_issproevolution2.html,Konami,KCET,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_hailtothechimp.html,Gamecock Media,Wideload Games,Party,T (Teen)
videogame/www.metacritic.com/xbox360_tnaimpact.html,Midway,Midway Studios - Los Angeles,Wrestling,T (Teen)
videogame/www.metacritic.com/psx_sheep.html,Take 2 Interactive,Mind's Eye,Strategy,E (Everyone)
videogame/www.metacritic.com/xbox360_asteroidsasteroidsdeluxe.html,Atari,Stainless Games,Shooter,E (Everyone)
videogame/www.metacritic.com/xbox360_worldchampionshippokerallin.html,Crave Entertainment,Point of View,Card Games,T (Teen)
videogame/www.metacritic.com/psx_davemirrafreebmx.html,Acclaim,Z-Axis,Racing,E (Everyone)
videogame/www.metacritic.com/xbox360_1942jointstrike.html,Capcom,Backbone Entertainment,Shooter,E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_mspacman.html,Namco Bandai Games,Namco Bandai Games,"Arcade, Action",E (Everyone)
videogame/www.metacritic.com/psx_espnmlsgamenight.html,Konami,KCEO,Sports,E (Everyone)
videogame/www.metacritic.com/psx_dukenukemlandbabes.html,GT Interactive,n-Space,Action,M (Mature)
videogame/www.metacritic.com/xbox360_timepilot.html,Konami,Digital Eclipse,"Action, Shoot-'em-up",E (Everyone)
videogame/www.metacritic.com/xbox360_chroniclesofnarniaprincecaspian.html,Disney Interactive Studios,Traveller's Tales,"Action, Adventure",T (Teen)
videogame/www.metacritic.com/psx_peterpanreturntoneverland.html,Sony Computer Entertainment America,Doki Denki Studio,Platformer,E (Everyone)
videogame/www.metacritic.com/xbox360_triggerheartexelica.html,Warashi Inc.,Warashi Inc.,Shooter,E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_xmentheofficialgame.html,Activision,Z-Axis,"Action, Adventure, Beat-'Em-Up",T (Teen)
videogame/www.metacritic.com/xbox360_virtuafighter5.html,Sega,Sega - AM2,"Fighting, Action",T (Teen)
videogame/www.metacritic.com/psx_grinch.html,Konami,Universal Interactive Studios,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_aloneinthedark.html,Atari,Eden Studios,"Action, Adventure, Survival Horror",M (Mature)
videogame/www.metacritic.com/xbox360_switchball.html,Sierra Online,Atomic Elbow,Puzzle,E (Everyone)
videogame/www.metacritic.com/psx_lunar2eternalblue.html,Working Designs,Game Arts,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/psx_dragonballzultimatebattle22.html,Infogrames,Bandai,"Action, Card Battle",T (Teen)
videogame/www.metacritic.com/xbox360_doubleddodgeball.html,Yuke's Company of America,"Yuke's Co., Ltd.",Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_lostodyssey.html,Microsoft Game Studios,Mistwalker,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/xbox360_cabelasalaskanadventures.html,Activision Value,Activision Value,Hunting,T (Teen)
videogame/www.metacritic.com/psx_medalofhonorunderground.html,EA,DreamWorks Interactive,"First-Person Shooter, Action",T (Teen)
videogame/www.metacritic.com/psx_fordracing.html,Take 2 Interactive,Empire Interactive,Racing,E (Everyone)
videogame/www.metacritic.com/psx_patrioticpinball.html,Take 2 Interactive / Gotham Games,Wildfire Studios,"Pinball, Puzzle",E (Everyone)
videogame/www.metacritic.com/xbox360_deadspace.html,Electronic Arts,EA Redwood Shores,"Third-Person Action, Survival Horror",M (Mature)
videogame/www.metacritic.com/psx_pipedreams3d.html,Take 2 Games,Empire Interactive,Puzzle,E (Everyone)
videogame/www.metacritic.com/psx_breathoffire4.html,Capcom Entertainment,Capcom Entertainment,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/psx_contender2.html,BAM Entertainment,Victor Interactive,"Action, Sports",T (Teen)
videogame/www.metacritic.com/xbox360_walle.html,THQ,Heavy Iron Studios,"Action, Adventure",E (Everyone)
videogame/www.metacritic.com/psx_medalofhonor.html,Electronic Arts,Dreamworks Interactive,Action,T (Teen)
videogame/www.metacritic.com/psx_mummy.html,Konami,Universal Interactive Studios,Action,E (Everyone)
videogame/www.metacritic.com/psx_tripleplaybaseball.html,EA Sports,Treyarch,Sports,E (Everyone)
videogame/www.metacritic.com/psx_metalslugx.html,Agetec,SNK,"Action, Side-Scrolling Shooter",T (Teen)
videogame/www.metacritic.com/xbox360_legostarwarsthecompletesaga.html,LucasArts,Traveller's Tales,"Action, Compilation",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_thrillvilleofftherails.html,LucasArts,Frontier Developments,"Simulation, Tycoon",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_needforspeedhighstakes.html,Electronic Arts,EA Canada,"Racing, Driving",E (Everyone)
videogame/www.metacritic.com/xbox360_armoredcoreforanswer.html,Ubisoft,From Software,"Mech Sim, Action",T (Teen)
videogame/www.metacritic.com/psx_nascarheat.html,Hasbro Interactive,Digital Illusions,"Action, Racing",E (Everyone)
videogame/www.metacritic.com/psx_nbahoopz.html,Midway,Midway,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_superstreetfighter2turbohdremix.html,Capcom,Backbone Entertainment,Fighting,RP (Rating Pending)
videogame/www.metacritic.com/psx_legacyofkainsoulreaver.html,Eidos Interactive,Crystal Dynamics,"Action, Adventure",M (Mature)
videogame/www.metacritic.com/xbox360_coffeetimecrosswords.html,Konami,"Voltex, Inc.","Action, Puzzle",E (Everyone)
videogame/www.metacritic.com/xbox360_goldencompass.html,Sega,Shiny Entertainment,"Action, Adventure",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_frogger.html,Konami,Backbone Vancouver,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_tempest.html,Atari,Stainless Games,"Action, Shoot-'Em-Up",E (Everyone)
videogame/www.metacritic.com/xbox360_midnightclublosangeles.html,Rockstar Games,Rockstar San Diego,"Racing, Driving",T (Teen)
videogame/www.metacritic.com/xbox360_nbaballerschosenone.html,Midway,Midway,"Sports, Basketball",E (Everyone)
videogame/www.metacritic.com/xbox360_elementsofdestruction.html,THQ,Frozen Codebase,"Strategy, Simulation",T (Teen)
videogame/www.metacritic.com/xbox360_streetsofrage2.html,Sega,Backbone Entertainment,"Action, Beat-'Em-Up",E (Everyone)
videogame/www.metacritic.com/psx_syphonfilter3.html,Sony Computer Entertainment,Sony Bend,Action,M (Mature)
videogame/www.metacritic.com/xbox360_incrediblehulk2008.html,Sega,Edge of Reality,Third-Person Action,T (Teen)
videogame/www.metacritic.com/psx_ready2rumbleboxingrd2.html,Midway,Point of View,Action,T (Teen)
videogame/www.metacritic.com/xbox360_dancedancerevolutionuniverse2.html,Konami,Konami,"Rhythm Action, Dancing, Music",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_highlander.html,Eidos Interactive,Widescreen Games,Action,RP (Rating Pending)
videogame/www.metacritic.com/xbox360_outpostkalokix.html,NinjaBee,NinjaBee,"Real-Time Strategy, Business Simulation",E (Everyone)
videogame/www.metacritic.com/psx_specopscovertassault.html,Take 2 Games,Runecraft,"Action, Shooter",T (Teen)
videogame/www.metacritic.com/xbox360_nfltour.html,Electronic Arts,EA Tiburon,"Sports, Football, Arcade",E (Everyone)
videogame/www.metacritic.com/psx_nflblitz2001.html,Midway,Midway,Sports,E (Everyone)
videogame/www.metacritic.com/psx_roadsters.html,Interplay,Titus,"Racing, Driving, Simulation",E (Everyone)
videogame/www.metacritic.com/xbox360_startreklegacy.html,Bethesda Softworks,Mad Doc Software,"Action, Real-Time Strategy",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_tabletennis.html,Rockstar Games,Rockstar San Diego,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_mutantstormempire.html,Microsoft,PopPom Software,"Action, Shoot-'Em-Up",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_jewelquest.html,"iWin, Inc.","iWin, Inc.","Puzzle, Action",E (Everyone)
videogame/www.metacritic.com/xbox360_grid.html,Codemasters,Codemasters,"Racing, Driving",E (Everyone)
videogame/www.metacritic.com/xbox360_boomboomrocket.html,Electronic Arts,Bizarre Creations,"Rhythm Action, Music",E (Everyone)
videogame/www.metacritic.com/psx_toystory2buzzlightyear.html,Activision,Traveller's Tales,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_narutoriseofaninja.html,Ubisoft,Ubisoft Montreal,"Action, Adventure, Fighting",T (Teen)
videogame/www.metacritic.com/xbox360_wolfofthebattlefieldcommando3.html,Capcom Entertainment,Backbone Entertainment,Action,T (Teen)
videogame/www.metacritic.com/xbox360_uefachampionsleague20062007.html,Electronic Arts,EA Canada,"Sports, Soccer",E (Everyone)
videogame/www.metacritic.com/xbox360_happytreefriendsfalsealarm.html,Sega,Stainless Games,"Puzzle, Action",M (Mature)
videogame/www.metacritic.com/psx_polarissnocross.html,Vatical Entertainment,Vicarious Visions,Racing,E (Everyone)
videogame/www.metacritic.com/xbox360_collegehoops2k7.html,2K Sports,Visual Concepts,"Sports, Basketball",E (Everyone)
videogame/www.metacritic.com/xbox360_collegehoops2k6.html,2K Sports,Visual Concepts,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_collegehoops2k8.html,2K Sports,Visual Concepts,"Sports, Basketball",E (Everyone)
videogame/www.metacritic.com/xbox360_madtracks.html,D3Publisher of America,Load Inc.,"Action, Arcade, Party",E (Everyone)
videogame/www.metacritic.com/xbox360_spyglassboardgames.html,Microsoft,Freeverse - Strange Flavour,Board,E (Everyone)
videogame/www.metacritic.com/psx_harrypotterchamber.html,Electronic Arts,Argonaut,"Action, Adventure, Platform",E (Everyone)
videogame/www.metacritic.com/psx_nhlfaceoff2001.html,Sony Computer Entertainment America,989 Sports,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_phantasystaruniverse.html,Sega,Sega,"Action, Role-Playing Game",T (Teen)
videogame/www.metacritic.com/xbox360_saintsrow2.html,THQ,Volition,"Action, Adventure",M (Mature)
videogame/www.metacritic.com/xbox360_bankshotbilliards2.html,PixelStorm,PixelStorm,Billiards,E (Everyone)
videogame/www.metacritic.com/psx_staroceanthesecondstory.html,Enix Corporation,Tri-Ace,"Third-Person Action, Role-Playing Game",E (Everyone)
videogame/www.metacritic.com/xbox360_nhl08.html,Electronic Arts,EA Canada,"Sports, Hockey",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_nhl07.html,Electronic Arts,EA Canada,"Sports, Hockey",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_metalslug3.html,SNK Playmore,SNK Playmore,Action,T (Teen)
videogame/www.metacritic.com/xbox360_nhl09.html,Electronic Arts,EA Canada,"Hockey, Sports",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_kengolegendofthe9.html,Majesco Games,Genki,"Action, Adventure, Fighting",M (Mature)
videogame/www.metacritic.com/psx_hoshigami.html,Atlus Software,MaxFive,"Turn-Based Strategy, Simulation, Role-Playing Game",E (Everyone)
videogame/www.metacritic.com/psx_maritangothicunification.html,Take 2 Interactive,Creative Reality,"Action, Adventure, Survival Horror",M (Mature)
videogame/www.metacritic.com/psx_monsterrancher.html,Tecmo,Tecmo,"Simulation, Strategy",K-A (Kids to Adult)
videogame/www.metacritic.com/psx_deadoralive.html,Tecmo,Tecmo,"Fighting, Action",T (Teen)
videogame/www.metacritic.com/psx_vanishingpoint.html,Acclaim,Clockwork Games,Racing,E (Everyone)
videogame/www.metacritic.com/xbox360_devilmaycry4.html,Capcom Entertainment,Capcom Production Studio 1,Action,M (Mature)
videogame/www.metacritic.com/psx_disneysliloandstich.html,Sony Computer Entertainment America,Blitz Games,"Action, Platform",E (Everyone)
videogame/www.metacritic.com/psx_disneysdinosaur.html,Ubi Soft,Sandbox Studios,Adventure,E (Everyone)
videogame/www.metacritic.com/xbox360_unrealtournament2007.html,Midway,Epic Games,"First-Person Shooter, Action",M (Mature)
videogame/www.metacritic.com/xbox360_earthdefenseforce2017.html,D3 Publisher of America,Sandlot,Third-Person Shooter,T (Teen)
videogame/www.metacritic.com/xbox360_blazingangelssquadronsofww2.html,Ubisoft,Ubisoft,"Flight Combat Simulation, Action, Shooter",T (Teen)
videogame/www.metacritic.com/xbox360_skate.html,Electronic Arts,EA Black Box,Extreme Sports,T (Teen)
videogame/www.metacritic.com/xbox360_forzamotorsport2.html,Microsoft,Microsoft Game Studios - Turn 10 Studios,"Racing, Driving",E (Everyone)
videogame/www.metacritic.com/xbox360_tenchuz.html,Microsoft,K2 - From Software,"Action, Adventure",M (Mature)
videogame/www.metacritic.com/xbox360_clivebarkersjericho.html,Codemasters,Codemasters,"Action, Adventure, Horror",M (Mature)
videogame/www.metacritic.com/xbox360_blazingangelssecretmissions.html,Ubisoft,Ubisoft,"Flight Combat Simulation, Action, Shooter",T (Teen)
videogame/www.metacritic.com/psx_mtvsportstjlavinsultimatebmx.html,THQ,Blue Shift,Sports,T (Teen)
videogame/www.metacritic.com/psx_finalfantasyorigins.html,Square Electronic Arts,Squaresoft,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/psx_technu2birth.html,Activision,Acquire,Action,E (Everyone)
videogame/www.metacritic.com/psx_weakestlink.html,Activision,BBC Interactive,"Gameshow, Puzzle",E (Everyone)
videogame/www.metacritic.com/xbox360_burnoutparadise.html,Electronic Arts,Criterion Games,"Racing, Driving",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_tickettoride.html,"Playful Entertainment, Inc.",Next Level Games,"Card Games, Board Game",E (Everyone)
videogame/www.metacritic.com/xbox360_wwesmackdownvsraw2008.html,THQ,Yuke's,Wrestling,T (Teen)
videogame/www.metacritic.com/xbox360_wwesmackdownvsraw2009.html,THQ,Yuke's,Wrestling,T (Teen)
videogame/www.metacritic.com/xbox360_zoidsassault.html,Atlus USA,Takara Tomy,"Strategy, Role-Playing Game",T (Teen)
videogame/www.metacritic.com/xbox360_enemyterritoryquakewars.html,Activision / id Software,Nerve Software,"First-Person Shooter, Action",T (Teen)
videogame/www.metacritic.com/xbox360_bandofbugs.html,NinjaBee,NinjaBee,"Strategy, Action",E (Everyone)
videogame/www.metacritic.com/xbox360_historychannelbattleforthepacific.html,Activision,Cauldron,"First-Person Shooter, Action",T (Teen)
videogame/www.metacritic.com/psx_darkstone.html,Take 2 Interactive,Delphine,Action,T (Teen)
videogame/www.metacritic.com/xbox360_wwesmackdownvsraw2007.html,THQ,Yuke's,Wrestling,T (Teen)
videogame/www.metacritic.com/xbox360_golfteeitup.html,Activision,Housemarque,"Golf, Sports",E (Everyone)
videogame/www.metacritic.com/xbox360_mirrorsedge.html,Electronic Arts,EA DICE Stockholm,"First-Person Action, Adventure",T (Teen)
videogame/www.metacritic.com/xbox360_arkadianwarriors.html,Sierra Online,Wanako Games,Action,E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_allstarslammindball.html,Agetec,"Tommo, Inc.",Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_club.html,Sega,Bizarre Creations,Third-Person Shooter,M (Mature)
videogame/www.metacritic.com/psx_talesofdestiny2.html,Namco,Namco,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/xbox360_cyberball2072.html,Midway,Digital Eclipse,"Action, Sports",E (Everyone)
videogame/www.metacritic.com/xbox360_warriorsorochi.html,Koei,Omega Force,"Action, Beat-'Em-Up",T (Teen)
videogame/www.metacritic.com/psx_finalfantasy8.html,Squaresoft,Squaresoft,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/psx_finalfantasy9.html,Square Electronic Arts,Square Soft,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/psx_finalfantasy7.html,Sony Computer Entertainment America,Squaresoft,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/xbox360_mercenaries2worldinflames.html,Electronic Arts,Pandemic Studios,"Action, Adventure, Third-Person Shooter",T (Teen)
videogame/www.metacritic.com/psx_puttergolf.html,Agetec,Amedio,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_crystalquest.html,Stainless Games,Stainless Games,"Shooter, Action",E (Everyone)
videogame/www.metacritic.com/xbox360_virtuatennis3.html,Sega,Sumo Digital Ltd.,"Sports, Tennis",E (Everyone)
videogame/www.metacritic.com/xbox360_juiced2hotimportnights.html,THQ,Juice Games,"Racing, Driving",T (Teen)
videogame/www.metacritic.com/xbox360_tmnt.html,Ubisoft,Ubisoft Montreal,"Action, Platform",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_r4ridgeracertype4.html,Namco,Namco,"Racing, Driving",E (Everyone)
videogame/www.metacritic.com/xbox360_scramble.html,Konami,Digital Eclipse,"Action, Shoot-'em-up",E (Everyone)
videogame/www.metacritic.com/xbox360_zumadeluxe.html,Oberon Media,PopCap Games,Puzzle,E (Everyone)
videogame/www.metacritic.com/xbox360_eternalsonata.html,Namco Bandai Games,Tri-Crescendo,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/psx_supercross2001.html,EA Sports,EA Sports,Racing,E (Everyone)
videogame/www.metacritic.com/xbox360_trackandfield.html,Konami,Digital Eclipse,"Sports, Action",E (Everyone)
videogame/www.metacritic.com/xbox360_crashbandicootmindovermutant.html,Vivendi Games / Sierra Entertainment,Radical Entertainment,Platform,E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_crashbandicoot3warped.html,Sony Computer Entertainment America,Naughty Dog,"Platformer, Action, Adventure",E (Everyone)
videogame/www.metacritic.com/xbox360_bigs.html,2K Sports,Blue Castle Games,"Sports, Baseball",E (Everyone)
videogame/www.metacritic.com/xbox360_spiderman3.html,Activision,Treyarch,"Action, Adventure",T (Teen)
videogame/www.metacritic.com/xbox360_warriorsorochi2.html,Koei,Omega Force,"Action, Beat-'Em-Up",T (Teen)
videogame/www.metacritic.com/xbox360_jumper.html,Brash Entertainment,Red Tribe - Collision Studios,Action,T (Teen)
videogame/www.metacritic.com/psx_chamionshipmotocross2001ricky.html,THQ,Funcom,Racing,E (Everyone)
videogame/www.metacritic.com/xbox360_prey.html,2K Games,Human Head Studios,"First-Person Shooter, Action",M (Mature)
videogame/www.metacritic.com/xbox360_brothersinarmshellshighway.html,Ubisoft,Gearbox Software,"First-Person Shooter, Action",M (Mature)
videogame/www.metacritic.com/xbox360_tomclancysghostreconadvancedwarfighter2.html,Ubisoft,Ubisoft Paris - Red Storm Entertainment,"First-Person Shooter, Action",T (Teen)
videogame/www.metacritic.com/xbox360_lost.html,Ubisoft,Ubisoft Montreal,Adventure,T (Teen)
videogame/www.metacritic.com/xbox360_smashcourttennis3.html,Atari,Namco Bandai Games,"Tennis, Sports",E (Everyone)
videogame/www.metacritic.com/psx_legendofdragoon.html,Sony Computer Entertainment,Sony Computer Entertainment,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/psx_megamanlegends2.html,Capcom,Capcom,"Adventure, Action",E (Everyone)
videogame/www.metacritic.com/psx_spyroyearofthedragon.html,Sony Computer Entertainment,Insomniac Games,"Action, Adventure",E (Everyone)
videogame/www.metacritic.com/xbox360_yaris.html,Microsoft,Backbone Entertainment,"Racing, Driving",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_startrekinvasion.html,Activision,Warthog,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_princeofpersiaclassic.html,Ubisoft,Gameloft,"Action, Adventure",T (Teen)
videogame/www.metacritic.com/xbox360_hourofvictory.html,Midway,nFusion,First-Person Shooter,T (Teen)
videogame/www.metacritic.com/xbox360_godfather.html,Electronic Arts,EA Redwood Shores,"Action, Adventure",M (Mature)
videogame/www.metacritic.com/xbox360_mafia2.html,2K Games,Illusion Softworks,Action,RP (Rating Pending)
videogame/www.metacritic.com/xbox360_tomclancysrainbowsixvegas.html,Ubisoft,Ubisoft Montreal,Tactical Shooter,M (Mature)
videogame/www.metacritic.com/psx_worldisnotenough.html,EA,Black Ops,"First-Person Shooter, Action",T (Teen)
videogame/www.metacritic.com/xbox360_goldenaxe.html,Sega,Secret Level,"Action, Role-Playing Game",M (Mature)
videogame/www.metacritic.com/psx_nbalive2003.html,EA Sports,EA Canada,Sports,E (Everyone)
videogame/www.metacritic.com/psx_nbalive2001.html,Electronic Arts,EA Canada,Sports,E (Everyone)
videogame/www.metacritic.com/psx_nbalive2002.html,Electronic Arts,EA Sports,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_mxvsatvuntamed.html,THQ,Rainbow Studios,Racing,E (Everyone)
videogame/www.metacritic.com/xbox360_left4dead.html,Valve Software,Turtle Rock Studios,"First-Person Shooter, Action",M (Mature)
videogame/www.metacritic.com/xbox360_hexic2.html,Microsoft,Carbonated Games,Puzzle,E (Everyone)
videogame/www.metacritic.com/xbox360_pennyarcadeadventuresepisode1.html,Hothead Games,Hothead Games,Adventure,M (Mature)
videogame/www.metacritic.com/psx_timecrisisprojecttitan.html,Namco,Flying Tiger Development,Action,T (Teen)
videogame/www.metacritic.com/psx_granturismo2.html,Sony (SCEA),Polyphony Digital,Racing,E (Everyone)
videogame/www.metacritic.com/xbox360_marathondurandal.html,Microsoft,Freeverse Software - Bungie Software,First-Person Shooter,M (Mature)
videogame/www.metacritic.com/psx_runabout2.html,Hot B,Climax Graphics,Action,T (Teen)
videogame/www.metacritic.com/xbox360_sbk08superbikeworldchampionship.html,Black Bean Games,Milestone,Racing,RP (Rating Pending)
videogame/www.metacritic.com/psx_parasiteeve.html,Square Electronic Arts,Square Soft,"Role-Playing Game, Adventure",M (Mature)
videogame/www.metacritic.com/psx_blade.html,Activision,HammerHead,Action,T (Teen)
videogame/www.metacritic.com/psx_italianjob.html,Rockstar Games / SCI,Pixelogic,"Racing, Driving",T (Teen)
videogame/www.metacritic.com/psx_apeescape.html,Sony Computer Entertainment,Sony Computer Entertainment,"Platform, Adventure",E (Everyone)
videogame/www.metacritic.com/psx_sydney2000.html,Eidos,Attention to Detail,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_shadowrun.html,Microsoft,FASA Studio,First-Person Shooter,M (Mature)
videogame/www.metacritic.com/xbox360_outfit.html,THQ,Relic,Third-Person Action,M (Mature)
videogame/www.metacritic.com/xbox360_totemball.html,Microsoft,Strange Flavour,"Rhythm Action, Music",E (Everyone)
videogame/www.metacritic.com/xbox360_commandandconquer3tiberiumwars.html,Electronic Arts,EA Los Angeles,Real-Time Strategy,T (Teen)
videogame/www.metacritic.com/xbox360_geometrywarsretroevolved2.html,Activision,Bizarre Creations,Shooter,E (Everyone)
videogame/www.metacritic.com/xbox360_pacman.html,Namco Bandai Games,Namco Bandai Games,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_tomclancyssplintercellconviction.html,Ubisoft,Ubisoft Montreal,"Action, Adventure",RP (Rating Pending)
videogame/www.metacritic.com/psx_animorphsshatteredreality.html,Infogrames,Singletrac,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_pacmanchampionshipedition.html,Namco Bandai Games,Namco Bandai Games,"Action, Arcade",E (Everyone)
videogame/www.metacritic.com/xbox360_allprofootball2k8.html,2K Sports,Visual Concepts,"Sports, Football",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_tonyhawksproskater4.html,Activision,Neversoft Entertainment,Extreme Sports,T (Teen)
videogame/www.metacritic.com/xbox360_needforspeedmostwanted.html,Electronic Arts,EA Canada,"Racing, Driving",T (Teen)
