url,STRING : publisher,STRING : genre,STRING : developer,STRING : esrb
videogame/games.teamxbox.com/2030_Double-D-Dodgeball.html,Yuke's Company of America,Xbox Live Arcade,Yuke's Media Creations,Rating Pending (RP)
videogame/games.teamxbox.com/1728_Double-Dragon.html,Microsoft,Xbox Live Arcade,10tacle,Everyone 10+ (E10+)
videogame/games.teamxbox.com/506_Dr-Muto.html,Midway,Action,Midway Entertainment,Teen (T)
videogame/games.teamxbox.com/2150_Dragon-Age-Origins.html,Electronic Arts,RPG,BioWare Corp.,Rating Pending (RP)
videogame/games.teamxbox.com/1921_Dragon-Ball-Z-Burst-Limit.html,"Atari, Inc.",Fighting,Dimps,Teen (T)
videogame/games.teamxbox.com/1047_Dragon-Ball-Z-Sagas.html,"Atari, Inc.",Action,Bandai,Teen (T)
videogame/games.teamxbox.com/44_Dragons-Lair-3D.html,Ubisoft Entertainment,Adventure,Dragonstone Software,Teen (T)
videogame/games.teamxbox.com/358_Dragonkind.html,TBA,Action/Adventure,TriLunar,Rating Pending (RP)
videogame/games.teamxbox.com/698_Drake.html,Majesco Entertainment,Action/Shooter,Idol FX,Teen (T)
videogame/games.teamxbox.com/1304_Dreamfall-The-Longest-Journey.html,Aspyr,Adventure,Funcom,Rating Pending (RP)
videogame/games.teamxbox.com/1332_Driver-Parallel-Lines.html,"Atari, Inc.",Racing/Driving,Reflections Interactive,Teen (T)
videogame/games.teamxbox.com/251_Duality.html,TBA,First Person Shooter,Phantagram Ltd,Rating Pending (RP)
videogame/games.teamxbox.com/2104_Duke-Nukem-3D.html,3D Realms,Xbox Live Arcade,3D Realms,Mature (M)
videogame/games.teamxbox.com/1904_Duke-Nukem-Forever.html,Take-Two Interactive,First Person Shooter,3D Realms,Rating Pending (RP)
videogame/games.teamxbox.com/1759_Dungeon-Hero.html,Gamecock Media Group,Action,Sandbox Studios,Rating Pending (RP)
videogame/games.teamxbox.com/475_Dungeons-Dragons-Heroes.html,"Atari, Inc.",Action/Adventure,"Atari, Inc.",Teen (T)
videogame/games.teamxbox.com/536_Dynasty-Warriors-3.html,KOEI Corporation,Action/Adventure,Omega Force,Teen (T)
videogame/games.teamxbox.com/693_Dynasty-Warriors-4.html,KOEI Corporation,Action,Omega Force,Teen (T)
videogame/games.teamxbox.com/1184_Dynasty-Warriors-5.html,KOEI Corporation,Action,Omega Force,Teen (T)
videogame/games.teamxbox.com/1414_Dynasty-Warriors-5-Empires.html,KOEI Corporation,Action/Strategy,KOEI Corporation,Teen (T)
videogame/games.teamxbox.com/1822_Dynasty-Warriors-6.html,KOEI Corporation,Action,Omega Force,Teen (T)
videogame/games.teamxbox.com/2138_Dynasty-Warriors-6-Empires.html,KOEI Corporation,Action/Strategy,KOEI Corporation,Rating Pending (RP)
videogame/games.teamxbox.com/1736_Dynasty-Warriors-Gundam.html,Namco Bandai,Action/Adventure,KOEI Corporation,Teen (T)
videogame/games.teamxbox.com/2119_Dynasty-Warriors-Gundam-2.html,Namco Bandai,Action/Strategy,Omega Force,Rating Pending (RP)
videogame/games.teamxbox.com/639_ESPN-College-Hoops.html,Sega,Sports,Visual Concepts,Everyone (E)
videogame/games.teamxbox.com/946_ESPN-College-Hoops-2K5.html,Sega,Sports,Visual Concepts,Everyone (E)
videogame/games.teamxbox.com/308_ESPN-Intl-Winter-Sports-2002.html,Konami Digital Entertainment,Sports,Konami Computer Entertainment,Everyone (E)
videogame/games.teamxbox.com/337_ESPN-MLS-EXTRA-TIME-2002.html,Konami Digital Entertainment,Sports,Konami Computer Entertainment,Everyone (E)
videogame/games.teamxbox.com/792_ESPN-Major-League-Baseball.html,Visual Concepts,Sports,Blue Shift,Everyone (E)
videogame/games.teamxbox.com/908_ESPN-NBA-2K5.html,ESPN Videogames,Sports,Visual Concepts,Everyone (E)
videogame/games.teamxbox.com/188_ESPN-NBA-2Night-2002.html,Konami Digital Entertainment,Sports,Konami Computer Entertainment,Everyone (E)
videogame/games.teamxbox.com/636_ESPN-NBA-Basketball.html,Sega,Sports,Visual Concepts,Everyone (E)
videogame/games.teamxbox.com/909_ESPN-NFL-2K5.html,ESPN Videogames,Sports,Visual Concepts,Everyone (E)
videogame/games.teamxbox.com/637_ESPN-NFL-Football.html,Sega,Sports,Visual Concepts,Everyone (E)
videogame/games.teamxbox.com/189_ESPN-NFL-Primetime-2002.html,Konami Digital Entertainment,Sports,Konami Computer Entertainment,Everyone (E)
videogame/games.teamxbox.com/910_ESPN-NHL-2K5.html,ESPN Videogames,Sports,Kush Games,Everyone (E)
videogame/games.teamxbox.com/638_ESPN-NHL-Hockey.html,ESPN Videogames,Sports,Kush Games,Everyone (E)
videogame/games.teamxbox.com/120_ESPN-XGames-Snowboarding.html,Konami Digital Entertainment,Extreme Sports,Konami Computer Entertainment,Teen (T)
videogame/games.teamxbox.com/1621_Earth-Defense-Force-2017.html,D3 Publisher,Shooter,Sandlot,Teen (T)
videogame/games.teamxbox.com/2133_Eat-Lead-The-Return-of-Matt-Hazard.html,D3 Publisher,Action/Shooter,Vicious Cycle,Rating Pending (RP)
videogame/games.teamxbox.com/1830_Ecco-the-Dolphin.html,Sega,Xbox Live Arcade,Sega,Rating Pending (RP)
videogame/games.teamxbox.com/1289_Ed-Edd-n-Eddy-The-MisEdventures.html,Midway,Action/Adventure,Midway Entertainment,Rating Pending (RP)
videogame/games.teamxbox.com/1833_Edge-of-Twilight.html,TBA,First Person Shooter,TBA,Rating Pending (RP)
videogame/games.teamxbox.com/1653_Eets-Chowdown.html,Klei Entertainment Inc.,Xbox Live Arcade,King of the Jungle,Everyone (E)
videogame/games.teamxbox.com/512_Egg-Mania-Eggstreme-Madness.html,Kemco Games,Puzzle,HotGen Studios Ltd.,Everyone (E)
videogame/games.teamxbox.com/177_Elder-Scrolls-III-Morrowind.html,Bethesda Softworks,RPG,Bethesda Softworks,Teen (T)
videogame/games.teamxbox.com/1914_Elements-of-Destruction.html,THQ,Xbox Live Arcade,Frozen Codebase,Teen (T)
videogame/games.teamxbox.com/1292_Elveon.html,TBA,Action/RPG,10tacle,Rating Pending (RP)
videogame/games.teamxbox.com/2056_Sarahs-Emergency-Room.html,1C Company,Xbox Live Arcade,G.rev,Rating Pending (RP)
videogame/games.teamxbox.com/907_Emergency-Mayhem.html,Acclaim,Action/Adventure,Acclaim Entertainment,Rating Pending (RP)
videogame/games.teamxbox.com/1281_Enchanted-Arms.html,Ubisoft Entertainment,RPG,FROM Software,Rating Pending (RP)
videogame/games.teamxbox.com/47_Enclave.html,Conspiracy Entertainment,Action,Starbreeze Studios,Rating Pending (RP)
videogame/games.teamxbox.com/1661_Enemy-Territory-Quake-Wars.html,Activision,First Person Shooter,Nerve Software,Teen (T)
videogame/games.teamxbox.com/838_England-International-Football.html,Codemasters,Sports,Codemasters Software Company,Rating Pending (RP)
videogame/games.teamxbox.com/553_Enter-The-Matrix.html,"Atari, Inc.",Action/Adventure,Shiny Entertainment,Teen (T)
videogame/games.teamxbox.com/1484_Eragon.html,Vivendi Games,Adventure,Stormfront Studios,Rating Pending (RP)
videogame/games.teamxbox.com/1485_Eragon.html,Vivendi Games,Adventure,Stormfront Studios,Rating Pending (RP)
videogame/games.teamxbox.com/1558_Eternal-Sonata.html,Namco Bandai,RPG,tri-Crescendo,Teen (T)
videogame/games.teamxbox.com/1675_Every-Extend-Extra-Extreme.html,Microsoft,Xbox Live Arcade,Q Entertainment,Rating Pending (RP)
videogame/games.teamxbox.com/1317_Everyparty.html,Microsoft,Party,Game Republic,Everyone (E)
videogame/games.teamxbox.com/1164_Evil-Dead-Regeneration.html,THQ,Action,Cranky Pants Games,Rating Pending (RP)
videogame/games.teamxbox.com/421_Evil-Dead-Fistfull-of-Boomstick.html,THQ,Survival/Horror,VIS Entertainment,Mature (M)
videogame/games.teamxbox.com/448_ExChaser.html,TBA,Action/RPG,TBA,Rating Pending (RP)
videogame/games.teamxbox.com/1875_Exit.html,Taito,Xbox Live Arcade,Taito Corporation,Everyone (E)
videogame/games.teamxbox.com/1245_Extreme-4x4.html,GMX Media,Racing/Driving,TBA,Rating Pending (RP)
videogame/games.teamxbox.com/1465_FEAR.html,Vivendi Games,First Person Shooter,Day 1 Studios,Rating Pending (RP)
videogame/games.teamxbox.com/1809_Project-Origin.html,Warner Bros. Interactive Entertainment,Shooter,Monolith Productions,Mature (M)
videogame/games.teamxbox.com/1798_FEAR-Files.html,Vivendi Games,Shooter,TBA,Rating Pending (RP)
videogame/games.teamxbox.com/215_F1-2001.html,Electronic Arts,Racing/Driving,EA Sports,Everyone (E)
videogame/games.teamxbox.com/294_F1-2002.html,Electronic Arts,Racing/Driving,EA Sports,Rating Pending (RP)
videogame/games.teamxbox.com/560_F1-Career-Challenge.html,Electronic Arts,Racing/Driving,EA Sports,Rating Pending (RP)
videogame/games.teamxbox.com/328_FIFA-2002-World-Cup.html,Electronic Arts,Sports,EA Sports,Everyone (E)
videogame/games.teamxbox.com/1037_FIFA-STREET.html,Electronic Arts,Sports,EA Canada,Everyone (E)
videogame/games.teamxbox.com/1220_FIFA-Soccer-06-Road-to-FIFA-World-Cup.html,Electronic Arts,Sports,EA Canada,Everyone (E)
videogame/games.teamxbox.com/1270_FIFA-Soccer-06.html,Electronic Arts,Sports,EA Sports,Everyone (E)
videogame/games.teamxbox.com/1530_FIFA-Soccer-07.html,Electronic Arts,Sports,EA Sports,Rating Pending (RP)
videogame/games.teamxbox.com/1549_FIFA-Soccer-07.html,Electronic Arts,Sports,EA Canada,Rating Pending (RP)
videogame/games.teamxbox.com/1756_FIFA-Soccer-08.html,Electronic Arts,Sports,EA Canada,Rating Pending (RP)
videogame/games.teamxbox.com/2051_FIFA-Soccer-09.html,Electronic Arts,Sports,EA Canada,Everyone (E)
videogame/games.teamxbox.com/705_FIFA-Soccer-2004.html,Electronic Arts,Sports,EA Sports,Everyone (E)
videogame/games.teamxbox.com/922_FIFA-Soccer-2005.html,Electronic Arts,Sports,EA Canada,Everyone (E)
videogame/games.teamxbox.com/1335_FIFA-Street-2.html,Electronic Arts,Sports,EA Sports,Everyone (E)
videogame/games.teamxbox.com/1877_FIFA-Street-3.html,Electronic Arts,Sports,EA Canada,Rating Pending (RP)
videogame/games.teamxbox.com/182_Fable.html,Microsoft,Action/RPG,LionHead Studios,Mature (M)
videogame/games.teamxbox.com/1501_Fable-II.html,Microsoft,RPG,LionHead Studios,Mature (M)
videogame/games.teamxbox.com/1320_Fable-The-Lost-Chapters.html,Microsoft,Action/RPG,LionHead Studios,Mature (M)
videogame/games.teamxbox.com/1930_FaceBreaker.html,Electronic Arts,Fighting,EA Chicago,Teen (T)
videogame/games.teamxbox.com/758_Fairly-Odd-Parents-Breakin-Da-Rules.html,THQ,Platformer,Blitz Games,Everyone (E)
videogame/games.teamxbox.com/1878_Fairy-Tales-Three-Heroes.html,TBA,Action/Adventure,TBA,Rating Pending (RP)
videogame/games.teamxbox.com/1925_Faith-and-a-45.html,TBA,Action/Shooter,Deadline Games,Rating Pending (RP)
videogame/games.teamxbox.com/1757_Fallout-3.html,Bethesda Softworks,RPG,Bethesda Softworks,Mature (M)
videogame/games.teamxbox.com/575_Fallout-Brotherhood-of-Steel.html,Interplay,Action/Adventure,Interplay Entertainment Corp.,Mature (M)
videogame/games.teamxbox.com/1422_Family-Guy.html,2K Games,Action/Adventure,High-Voltage Software,Rating Pending (RP)
videogame/games.teamxbox.com/1103_Fantastic-Four.html,Activision,Action/Adventure,7 Studios,Teen (T)
videogame/games.teamxbox.com/1616_Fantastic-Four-Rise-of-the-Silver-Surfer.html,2K Games,Action/Adventure,Visual Concepts,Teen (T)
videogame/games.teamxbox.com/2008_Fantasy-Football.html,Electronic Arts,Sports,EA Sports,Rating Pending (RP)
videogame/games.teamxbox.com/1542_Fantasy-Lab.html,TBA,Other,"Fantasy Lab, Inc.",Rating Pending (RP)
videogame/games.teamxbox.com/1911_Far-Cry-2.html,Ubisoft Entertainment,First Person Shooter,Ubisoft Entertainment,Mature (M)
videogame/games.teamxbox.com/869_Far-Cry-Instincts.html,Ubisoft Entertainment,First Person Shooter,Ubisoft Montreal,Mature (M)
videogame/games.teamxbox.com/1387_Far-Cry-Instincts-Evolution.html,Ubisoft Entertainment,First Person Shooter,Ubisoft Entertainment,Mature (M)
videogame/games.teamxbox.com/1386_Far-Cry-Instincts-Predator.html,Ubisoft Entertainment,First Person Shooter,Ubisoft Montreal,Mature (M)
videogame/games.teamxbox.com/1318_Far-East-of-Eden-Ziria.html,TBA,RPG,"Hudson Soft Co., LTD",Rating Pending (RP)
videogame/games.teamxbox.com/494_Fatal-Frame.html,"Tecmo, Ltd.",Adventure,"Tecmo, Ltd.",Teen (T)
videogame/games.teamxbox.com/913_Fatal-Frame-2-Crimson-Butterfly-Directors-Cut.html,"Tecmo, Ltd.",Survival/Horror,"Tecmo, Ltd.",Mature (M)
videogame/games.teamxbox.com/1845_Fatal-Fury-Special.html,SNK Playmore USA,Xbox Live Arcade,Milestone,Rating Pending (RP)
videogame/games.teamxbox.com/1779_Fatal-Inertia.html,KOEI Corporation,Racing/Driving,Koei Canada,Everyone 10+ (E10+)
videogame/games.teamxbox.com/959_Fate-of-Ages.html,TBA,Action/RPG,Onisoft,Rating Pending (RP)
videogame/games.teamxbox.com/1098_Fear-Respect.html,Midway,Action/Shooter,Edge of Reality,Rating Pending (RP)
videogame/games.teamxbox.com/1437_Feeding-Frenzy.html,Oberon Media,Xbox Live Arcade,Sprout Games,Everyone (E)
videogame/games.teamxbox.com/2125_Feeding-Frenzy-2-Shipwreck-Showdown.html,PopCap Games,Xbox Live Arcade,Gastronaut Studios,Everyone (E)
videogame/games.teamxbox.com/805_Fight-Club.html,Vivendi Games,Fighting,Genuine Games,Mature (M)
videogame/games.teamxbox.com/1060_Fight-Night-Round-2.html,Electronic Arts,Sports,EA Chicago,Teen (T)
videogame/games.teamxbox.com/1298_Fight-Night-Round-3.html,Electronic Arts,Sports,EA Chicago,Teen (T)
videogame/games.teamxbox.com/1373_Fight-Night-Round-3.html,Electronic Arts,Sports,EA Chicago,Teen (T)
videogame/games.teamxbox.com/2006_Fight-Night-Round-4.html,Electronic Arts,Sports,EA Canada,Rating Pending (RP)
videogame/games.teamxbox.com/1178_Final-Fantasy-XI.html,Square Enix USA,RPG,Square Enix,Teen (T)
videogame/games.teamxbox.com/2066_Final-Fantasy-XIII.html,Square Enix USA,RPG,Square Enix,Rating Pending (RP)
videogame/games.teamxbox.com/1168_Final-Fight-Streetwise.html,Capcom,Fighting,Capcom,Mature (M)
videogame/games.teamxbox.com/596_Finding-Nemo.html,THQ,Action/Adventure,Traveller's Tales,Everyone (E)
videogame/games.teamxbox.com/453_Fireblade.html,Midway,Action,Midway Entertainment,Rating Pending (RP)
videogame/games.teamxbox.com/513_FlatOut.html,Vivendi Games,Racing/Driving,Bugbear Entertainment Ltd.,Teen (T)
videogame/games.teamxbox.com/1411_FlatOut-2.html,Empire Interactive,Racing/Driving,Bugbear Entertainment Ltd.,Teen (T)
videogame/games.teamxbox.com/1655_FlatOut-Ultimate-Carnage.html,Empire Interactive,Racing/Driving,Bugbear Entertainment Ltd.,Rating Pending (RP)
videogame/games.teamxbox.com/449_Flight-Academy.html,TBA,Simulation,TBA,Rating Pending (RP)
videogame/games.teamxbox.com/2063_Flock.html,Capcom,Xbox Live Arcade,Proper Games,Everyone (E)
videogame/games.teamxbox.com/1290_Football-Manager-2006.html,Sega,Sports,TBA,Rating Pending (RP)
videogame/games.teamxbox.com/1514_Football-Manager-2007.html,Sega,Sports,Sega,Rating Pending (RP)
videogame/games.teamxbox.com/1954_Football-Manager-2008.html,Sega,Sports,Sports Interactive,Rating Pending (RP)
videogame/games.teamxbox.com/1587_Ford-Bold-Moves-Street-Racing.html,Eidos Interactive,Racing/Driving,Empire Interactive,Everyone (E)
videogame/games.teamxbox.com/1093_Ford-Mustang-The-Legend-Lives.html,2K Games,Racing/Driving,Eutechnyx,Everyone (E)
videogame/games.teamxbox.com/1075_Ford-Racing-3.html,2K Games,Racing/Driving,Empire Interactive,Everyone (E)
videogame/games.teamxbox.com/1339_Ford-vs-Chevy.html,Global Star,Racing/Driving,TBA,Everyone (E)
videogame/games.teamxbox.com/895_Forgotten-Realms-Demon-Stone.html,"Atari, Inc.",Action/Adventure,Stormfront Studios,Teen (T)
videogame/games.teamxbox.com/902_Forza-Motorsport.html,Microsoft,Racing/Driving,Microsoft,Everyone (E)
videogame/games.teamxbox.com/1476_Forza-Motorsport-2.html,Microsoft,Racing/Driving,Microsoft,Rating Pending (RP)
videogame/games.teamxbox.com/470_Four-Horsemen-of-the-Apocalypse.html,3DO,Action,3DO,Mature (M)
videogame/games.teamxbox.com/1723_Fracture.html,LucasArts Entertainment Company,Shooter,Day 1 Studios,Teen (T)
videogame/games.teamxbox.com/1216_Frame-City-Killer.html,Namco Bandai,Action,Namco,Rating Pending (RP)
videogame/games.teamxbox.com/1261_Frankie-Dettori-Racing.html,TBA,Sports,Sidhe Interactive,Rating Pending (RP)
videogame/games.teamxbox.com/250_Freaky-Flyers.html,Midway,Flying,Midway Entertainment,Teen (T)
videogame/games.teamxbox.com/1449_FreeStyle-Street-Basketball.html,Vivendi Games,Sports,JC Entertainment Corp.,Rating Pending (RP)
videogame/games.teamxbox.com/1449_FreeStyle-Street-Basketball.html,Vivendi Games,Sports,JC Entertainment Corp.,Rating Pending (RP)
videogame/games.teamxbox.com/710_Freedom-Fighters.html,Electronic Arts,Action/Adventure,IO Interactive,Teen (T)
videogame/games.teamxbox.com/542_Freestyle-Street-Soccer.html,Acclaim,Sports,Silicon Dreams Studio,Rating Pending (RP)
videogame/games.teamxbox.com/1523_Frogger.html,Konami Digital Entertainment,Xbox Live Arcade,Konami Computer Entertainment,Everyone (E)
videogame/games.teamxbox.com/2038_Frogger-2.html,Microsoft,Xbox Live Arcade,Volition,Rating Pending (RP)
videogame/games.teamxbox.com/429_Frogger-Beyond.html,Konami Digital Entertainment,Platformer,Konami Computer Entertainment,Everyone (E)
videogame/games.teamxbox.com/1202_Frogger-Ancient-Shadow.html,Konami Digital Entertainment,Platformer,Konami Computer Entertainment,Everyone (E)
videogame/games.teamxbox.com/1147_James-Bond-007-From-Russia-With-Love.html,Electronic Arts,Action/Shooter,EA Redwood Shores,Teen (T)
videogame/games.teamxbox.com/1487_Frontlines-Fuel-of-War.html,THQ,First Person Shooter,Kaos Studios,Teen (T)
videogame/games.teamxbox.com/1301_Fuel.html,Codemasters,Racing/Driving,Asobo Studios,Rating Pending (RP)
videogame/games.teamxbox.com/377_Fuel.html,DreamCatcher,Racing/Driving,Firetoads Software,Rating Pending (RP)
videogame/games.teamxbox.com/1190_Full-Auto.html,Sega,Racing/Driving,Pseudo Interactive,Teen (T)
videogame/games.teamxbox.com/1163_Full-Spectrum-Warrior-Ten-Hammers.html,THQ,Action/Strategy,Pandemic Studios,Mature (M)
videogame/games.teamxbox.com/413_Full-Throttle-Hell-on-Wheels.html,LucasArts Entertainment Company,Action/Adventure,LucasArts,Rating Pending (RP)
videogame/games.teamxbox.com/844_Funkmaster-Flexs-Digital-Hitz-Factory.html,XS Games,Music/Dance,Jester Interactive,Teen (T)
videogame/games.teamxbox.com/583_Furious-Karting.html,"Atari, Inc.",Racing/Driving,"Atari, Inc.",Teen (T)
videogame/games.teamxbox.com/266_Futurama.html,Vivendi Games,Action/Adventure,Unique Development Studios,Teen (T)
videogame/games.teamxbox.com/847_Future-Tactics-The-Uprising.html,Crave Entertainment,Strategy,Zed Two,Teen (T)
videogame/games.teamxbox.com/50_Fuzion-Frenzy.html,Microsoft,Party,Blitz Games,Everyone (E)
videogame/games.teamxbox.com/1539_Fuzion-Frenzy-2.html,Microsoft,Party,"Hudson Soft Co., LTD",Rating Pending (RP)
videogame/games.teamxbox.com/1894_GRID.html,Codemasters,Racing/Driving,Codemasters Software Company,Everyone (E)
videogame/games.teamxbox.com/1458_GTR.html,THQ,Racing/Driving,SimBin Development Team AB,Everyone (E)
videogame/games.teamxbox.com/1231_GUN.html,Activision,Action/Shooter,Neversoft Entertainment,Mature (M)
videogame/games.teamxbox.com/1271_GUN.html,Activision,Action/Shooter,Neversoft Entertainment,Mature (M)
videogame/games.teamxbox.com/229_Gaia-Blade.html,TBA,RPG,FROM Software,Rating Pending (RP)
videogame/games.teamxbox.com/1513_Galaga.html,Namco Bandai,Xbox Live Arcade,Namco,Everyone (E)
videogame/games.teamxbox.com/2072_Galaga-Legions.html,Namco Bandai,Xbox Live Arcade,Namco Bandai,Teen (T)
videogame/games.teamxbox.com/180_Galleon.html,Atlus Software,Action/Adventure,Confounding Factor,Teen (T)
videogame/games.teamxbox.com/1368_Gauntlet-Xbox-Live-Arcade.html,N/A,Xbox Live Arcade,Midway Entertainment,Everyone (E)
videogame/games.teamxbox.com/355_Gauntlet-Dark-Legacy.html,Midway,Action,Midway Entertainment,Teen (T)
videogame/games.teamxbox.com/1097_Gauntlet-Seven-Sorrows.html,Midway,Action/Adventure,Midway Entertainment,Teen (T)
videogame/games.teamxbox.com/1167_Gears-of-War.html,Microsoft,Action/Shooter,Epic Games,Mature (M)
videogame/games.teamxbox.com/1863_Gears-of-War-PC.html,Microsoft,Shooter,Epic Games,Rating Pending (RP)
videogame/games.teamxbox.com/1942_Gears-of-War-2.html,Microsoft,Shooter,Epic Games,Mature (M)
videogame/games.teamxbox.com/1212_Gene-Troopers.html,Playlogic,First Person Shooter,Cauldron Ltd.,Rating Pending (RP)
videogame/games.teamxbox.com/153_Genma-Onimusha.html,Capcom,Action/Adventure,Capcom,Mature (M)
videogame/games.teamxbox.com/1528_Geomerics.html,TBA,Other,TBA,Rating Pending (RP)
videogame/games.teamxbox.com/1356_Geometry-Wars-Evolved.html,Bizarre Creations,Xbox Live Arcade,Bizarre Creations,Everyone (E)
videogame/games.teamxbox.com/2067_Geometry-Wars-Retro-Evolved-2.html,Activision,Xbox Live Arcade,Bizarre Creations,Everyone (E)
videogame/games.teamxbox.com/1810_Geon-Emotions.html,Eidos Interactive,Xbox Live Arcade,Strawdog Studios,Everyone (E)
videogame/games.teamxbox.com/1887_Ghostbusters-The-Video-Game.html,"Atari, Inc.",Action/Adventure,Terminal Reality,Teen (T)
videogame/games.teamxbox.com/1998_Gin-Rummy.html,Sierra Online,Xbox Live Arcade,Sierra Online Shanghai,Everyone (E)
videogame/games.teamxbox.com/655_Gladiator-Sword-of-Vengeance.html,Acclaim,Action,Acclaim Entertainment,Mature (M)
videogame/games.teamxbox.com/393_Gladius.html,LucasArts Entertainment Company,Action/RPG,LucasArts,Teen (T)
videogame/games.teamxbox.com/1980_Go-Go-Break-Steady.html,TBA,Xbox Live Arcade,TBA,Rating Pending (RP)
videogame/games.teamxbox.com/577_Goblin-Commander-Unleash-the-Horde.html,Jaleco Entertainment,Real Time Strategy,Jaleco Ltd.,Teen (T)
videogame/games.teamxbox.com/539_Godzilla-Destroy-All-Monsters-Melee.html,"Atari, Inc.",Fighting,Pipeworks Software,Teen (T)
videogame/games.teamxbox.com/894_Godzilla-Save-the-Earth.html,"Atari, Inc.",Action/Adventure,Pipeworks Software,Teen (T)
videogame/games.teamxbox.com/1489_Golden-Axe.html,Sega,Xbox Live Arcade,Secret Level,Teen (T)
videogame/games.teamxbox.com/1936_Golden-Axe-Beast-Rider.html,Sega,Action/Adventure,Secret Level,Mature (M)
videogame/games.teamxbox.com/897_GoldenEye-Rogue-Agent.html,Electronic Arts,First Person Shooter,EA Games,Teen (T)
videogame/games.teamxbox.com/2016_Golf-Tee-It-Up.html,Activision,Xbox Live Arcade,Housemarque,Everyone (E)
videogame/games.teamxbox.com/678_Grabbed-by-the-Ghoulies.html,Microsoft,Action/Adventure,Rare,Everyone (E)
videogame/games.teamxbox.com/751_Grand-Theft-Auto-Double-Pack.html,Take-Two Interactive,Action/Adventure,Rockstar Games,Mature (M)
videogame/games.teamxbox.com/1482_Grand-Theft-Auto-IV.html,Take-Two Interactive,Action/Adventure,Rockstar Games,Rating Pending (RP)
videogame/games.teamxbox.com/1077_Grand-Theft-Auto-San-Andreas.html,Rockstar Games,Action/Adventure,Rockstar North,Mature (M)
videogame/games.teamxbox.com/240_Gravity-Games-Bike.html,Midway,Extreme Sports,Midway Entertainment,Teen (T)
videogame/games.teamxbox.com/1181_Greg-Hastings-Tournament-Paintball-MAXD.html,Activision,First Person Shooter,WXP Inc.,Everyone 10+ (E10+)
videogame/games.teamxbox.com/1030_Greg-Hastings-Tournament-Paintball.html,Activision,First Person Shooter,Whole Experience,Teen (T)
videogame/games.teamxbox.com/2180_Gridrunner.html,TBA,Xbox Live Arcade,Llamasoft,Rating Pending (RP)
videogame/games.teamxbox.com/1892_GripShift.html,Sidhe Interactive,Xbox Live Arcade,Sidhe Interactive,Everyone 10+ (E10+)
videogame/games.teamxbox.com/753_Grooverider-Slot-Car-Thunder.html,Encore Software,Racing/Driving,King of the Jungle,Everyone (E)
videogame/games.teamxbox.com/537_Group-S-Challenge.html,Capcom,Racing/Driving,Capcom,Everyone (E)
videogame/games.teamxbox.com/1852_Guilty-Gear-2-Overture.html,Aksys Games,Action,Arc Systems,Teen (T)
videogame/games.teamxbox.com/929_Guilty-Gear-X2-Reload.html,Majesco Entertainment,Fighting,Arc Systems,Teen (T)
videogame/games.teamxbox.com/1567_Guitar-Hero-II.html,RedOctane,Music/Dance,"Harmonix Music Systems, Inc.",Teen (T)
videogame/games.teamxbox.com/1782_Guitar-Hero-III-Legends-of-Rock.html,RedOctane,Music/Dance,Neversoft Entertainment,Rating Pending (RP)
videogame/games.teamxbox.com/2025_Guitar-Hero-World-Tour.html,Activision,Music/Dance,Neversoft Entertainment,Teen (T)
videogame/games.teamxbox.com/1941_Guitar-Hero-Aerosmith.html,Activision,Music/Dance,Neversoft Entertainment,Teen (T)
videogame/games.teamxbox.com/2152_Guitar-Hero-Metallica.html,Activision,Music/Dance,Neversoft Entertainment,Rating Pending (RP)
videogame/games.teamxbox.com/61_Gun-Metal.html,Rage,Action,Rage Software,Rating Pending (RP)
videogame/games.teamxbox.com/921_GunGriffon-Allied-Strike.html,"Tecmo, Ltd.",Action/Shooter,Game Arts,Teen (T)
videogame/games.teamxbox.com/54_Gunvalkyrie.html,Sega,Action,Smilebit,Rating Pending (RP)
videogame/games.teamxbox.com/1709_Gyruss.html,Konami Digital Entertainment,Xbox Live Arcade,Konami Computer Entertainment,Rating Pending (RP)
videogame/games.teamxbox.com/1488_HAZE.html,Ubisoft Entertainment,First Person Shooter,Free Radical Design,Rating Pending (RP)
videogame/games.teamxbox.com/1686_HEIT.html,Codemasters,Combat Racing,InXile Entertainment,Mature (M)
videogame/games.teamxbox.com/1444_HUMMER-Badlands.html,Global Star,Racing/Driving,Eutechnyx,Everyone (E)
videogame/games.teamxbox.com/1769_Hail-to-the-Chimp.html,Gamecock Media Group,Action,Wideload Games,Teen (T)
videogame/games.teamxbox.com/1200_HalfLife-2.html,Electronic Arts,First Person Shooter,"Valve, LLC",Mature (M)
videogame/games.teamxbox.com/1532_HalfLife-2-The-Orange-Box.html,Electronic Arts,First Person Shooter,"Valve, LLC",Rating Pending (RP)
videogame/games.teamxbox.com/55_Halo.html,Microsoft,First Person Shooter,Bungie,Mature (M)
videogame/games.teamxbox.com/472_Halo-2.html,Microsoft,First Person Shooter,Bungie,Mature (M)
videogame/games.teamxbox.com/1137_Halo-2-Multiplayer-Map-Pack.html,Microsoft,First Person Shooter,Bungie,Mature (M)
videogame/games.teamxbox.com/1353_Halo-3.html,Microsoft,First Person Shooter,Bungie,Mature (M)
videogame/games.teamxbox.com/2137_Halo-3-ODST.html,Microsoft,First Person Shooter,Bungie,Rating Pending (RP)
