url,STRING : developer,STRING : publisher,STRING : genre
videogame/www.askmen.com/pc_Dungeons&Dragons-Online-Stormreach.html,Turbine,Atari,RPG
videogame/www.askmen.com/handheld_Chousouju-Mecha-MG-Ds.html,Sandlot (JP),Nintendo,Action
videogame/www.askmen.com/pc_War-Front-Turning-Point.html,Digital Reality,CDV,Strategy
videogame/www.askmen.com/pc_Portal-Pc.html,Valve,Valve,Shooter
videogame/www.askmen.com/xbox360_Carcassonne-Xbox360.html,Bizarre Creations,Microsoft,Strategy
videogame/www.askmen.com/handheld_Syphon-Filter-Logan-s-Shadow-Psp.html,Sony Bend,Sony Computer Entertainment,Shooter
videogame/www.askmen.com/handheld_Final-Fantasy-XII-Revenant-Wings-Ds.html,Square Enix,Square Enix,Strategy
videogame/www.askmen.com/xbox360_EA-Sports-Fight-Night-Round-3.html,EA Chicago,Electronic Arts,Sports
videogame/www.askmen.com/xbox360_Onechanbara-vorteX-Xbox360.html,Tamsoft,D3 Publisher,Action
videogame/www.askmen.com/ps2_Eureka-Seven-New-Vision.html,BEC,Bandai,
videogame/www.askmen.com/handheld_Geometry-Wars-Galaxies-Ds.html,Kuju Entertainment,Sierra,Shooter
videogame/www.askmen.com/xbox360_Kane-Lynch-Dead-Men-Xbox360.html,Io Interactive,Eidos Interactive,Action
videogame/www.askmen.com/xbox360_Ace-Combat-6-Fires-of-Liberation-Xbox360.html,Project Aces,Namco,Flight
videogame/www.askmen.com/xbox360_Call-of-Duty-3-Xbox.html,Treyarch,Activision,Shooter
videogame/www.askmen.com/handheld_Hannah-Montana.html,*TBA,Buena Vista Games,
videogame/www.askmen.com/xbox360_Midnight-Club-Los-Angeles-Xbox360.html,Rockstar San Diego,Rockstar Games,Racing
videogame/www.askmen.com/pc_Huxley.html,Webzen,Webzen,Shooter
videogame/www.askmen.com/ps2_Final-Fantasy-XI-Wings-of-the-Goddess-Ps2.html,Square Enix,Square Enix,RPG
videogame/www.askmen.com/ps2_Ratchet-Clank-Future-Tools-of-Destruction-Ps3.html,Insomniac Games,Sony Computer Entertainment,Action
videogame/www.askmen.com/xbox360_Bully-Scholarship-Edition-Xbox360.html,Rockstar Vancouver,Rockstar Games,Action
videogame/www.askmen.com/ps2_Beowulf-Ps3.html,Ubisoft Tiwak,Ubisoft,Action
videogame/www.askmen.com/ps2_The-Eye-of-Judgment.html,SCE Studios Japan,Sony Computer Entertainment,Card
videogame/www.askmen.com/xbox360_Dance-Dance-Revolution-Universe.html,Konami,Konami,Music
videogame/www.askmen.com/ps2_Jaws-Unleashed.html,Appaloosa Interactive,Majesco,Action
videogame/www.askmen.com/ps2_Winning-Eleven-Pro-Evolution-Soccer-2007.html,Konami,Konami,Sports
videogame/www.askmen.com/ps2_Gran-Turismo-5-Ps3.html,Polyphony Digital,Sony Computer Entertainment,Racing
videogame/www.askmen.com/ps2_Pain-Ps3.html,Idol Minds Digital Entertainment,Sony Computer Entertainment,Action
videogame/www.askmen.com/xbox360_NBA-Live-07-Xbox.html,EA Canada,Electronic Arts,Sports
videogame/www.askmen.com/xbox360_WWE-SmackDown-vs.-RAW-2007.html,Yuke's Media Creations,THQ,Wrestling
videogame/www.askmen.com/handheld_Final-Fantasy-Tactics-The-War-of-The-Lions-Psp.html,Square Enix,Square Enix,Strategy
videogame/www.askmen.com/ps2_Urban-Chaos-Riot-Response.html,Rocksteady Studios,Eidos Interactive,Shooter
videogame/www.askmen.com/xbox360_Tom-Clancy-s-EndWar-Xbox360.html,Ubisoft Shanghai,Ubisoft,Strategy
videogame/www.askmen.com/ps2_Kane-Lynch-Dead-Men-Ps3.html,Io Interactive,Eidos Interactive,Action
videogame/www.askmen.com/ps2_Calling-All-Cars-Ps3.html,Incog Inc. Entertainment,Sony Computer Entertainment,Action
videogame/www.askmen.com/xbox360_skate-Xbox360.html,Black Box,Electronic Arts,Sports
videogame/www.askmen.com/xbox360_College-Hoops-2K8-Xbox360.html,Visual Concepts,2K Sports,Sports
videogame/www.askmen.com/ps2_Nobunaga-s-Ambition-Rise-to-Power-Ps2.html,KOEI,KOEI,Strategy
videogame/www.askmen.com/handheld_Dragon-Quest-IV-Ds.html,ArtePiazza,Square Enix,RPG
videogame/www.askmen.com/xbox360_Warhammer-Battle-March-Xbox360.html,Black Hole Entertainment,Namco Bandai,Strategy
videogame/www.askmen.com/xbox360_Dance-Dance-Revolution-ULTRAMIX4.html,Konami,Konami,Music
videogame/www.askmen.com/xbox360_Switchball-Xbox360.html,Atomic Elbow,Sierra,Puzzle
videogame/www.askmen.com/handheld_Xiaolin-Showdown-Ds.html,Razorback Developments,Konami,Action
videogame/www.askmen.com/ps2_NBA-2K7.html,Visual Concepts,2K Sports,Sports
videogame/www.askmen.com/xbox360_The-Simpsons-Game-Xbox360.html,EA Redwood Shores,Electronic Arts,Action
videogame/www.askmen.com/handheld_God-of-War-Chains-of-Olympus-Psp.html,Ready At Dawn Studios,Sony Computer Entertainment,Action
videogame/www.askmen.com/handheld_Patapon-Psp.html,Pyramid (JP),Sony Computer Entertainment,Action
videogame/www.askmen.com/ps2_Tekken-6.html,Namco,Namco,Fighting
videogame/www.askmen.com/handheld_Ford-Bold-Moves-Street-Racing-Psp.html,Razorworks,Empire Interactive,Racing
videogame/www.askmen.com/pc_Battlefield-2142.html,Digital Illusions CE (DICE),Electronic Arts,Shooter
videogame/www.askmen.com/handheld_Mario-Party-DS-Ds.html,Nintendo,Nintendo,Party
videogame/www.askmen.com/pc_Crysis.html,Crytek Studios,Electronic Arts,Shooter
videogame/www.askmen.com/xbox360_Commanders-Attack-Xbox360.html,Southend Interactive,Sierra,Strategy
videogame/www.askmen.com/xbox360_NHL-08-Xbox360.html,EA Canada,Electronic Arts,Sports
videogame/www.askmen.com/ps2_The-Golden-Compass-Ps3.html,Shiny Entertainment,SEGA,Action
videogame/www.askmen.com/ps2_Ratchet-Clank-Size-Matters-Ps2.html,High Impact Games,Sony Computer Entertainment,Action
videogame/www.askmen.com/ps2_Major-League-Baseball-2K8-Ps3.html,Kush Games,2K Games,Sports
videogame/www.askmen.com/ps2_Super-DBZ.html,Craft and Master,Atari,Fighting
videogame/www.askmen.com/xbox360_Tetris-Evolution-Xbox360.html,Mass Media,THQ,Puzzle
videogame/www.askmen.com/ps2_NBA-2K6.html,Visual Concepts,2K Games,Sports
videogame/www.askmen.com/xbox360_Tiger-Woods-PGA-Tour-07.html,Electronic Arts,Electronic Arts,Sports
videogame/www.askmen.com/handheld_Brain-Assist-Ds.html,SEGA,SEGA,Educational
videogame/www.askmen.com/xbox360_FEAR.html,Day 1,Vivendi Games,Shooter
videogame/www.askmen.com/handheld_Hotel-Dusk-Room-215.html,Cing Inc.,Nintendo,Adventure
videogame/www.askmen.com/xbox360_Unreal-Tournament-III-Xbox360.html,Epic Games,Midway Games,Shooter
videogame/www.askmen.com/ps2_Naruto-Uzumaki-Chronicles-Ps2.html,Cavia,Bandai,Action
videogame/www.askmen.com/pc_Command-Conquer-Red-Alert-3-Pc.html,EA Los Angeles,Electronic Arts,Strategy
videogame/www.askmen.com/pc_Gears-of-War-Pc.html,Epic Games,Microsoft,Shooter
videogame/www.askmen.com/ps2_B-Boy-Ps2.html,FreeStyleGames,Evolved Games,Music
videogame/www.askmen.com/ps2_AND-1-Streetball.html,Black Ops,Ubisoft,Sports
videogame/www.askmen.com/handheld_Code-Lyoko-Quest-for-Infinity-Psp.html,Neko Entertainment,Game Factory,Adventure
videogame/www.askmen.com/pc_Making-History-The-Calm-The-Storm-Pc.html,Muzzy Lane,Strategy First,Strategy
videogame/www.askmen.com/ps2_Alone-in-the-Dark-(2006).html,Eden Studios,Atari,Adventure
videogame/www.askmen.com/xbox360_Forza-Motorsport-2.html,Microsoft Game Studios - Turn 10 Studios,Microsoft Game Studios,Racing
videogame/www.askmen.com/ps2_Transformers-The-Game-Ps3.html,Traveller's Tales,Activision,Action
videogame/www.askmen.com/ps2_Guitar-Hero-III-Ps3.html,Neversoft Entertainment,RedOctane,Music
videogame/www.askmen.com/ps2_LEGO-Indiana-Jones-The-Original-Adventures-Ps3.html,Traveller's Tales,LucasArts,Adventure
videogame/www.askmen.com/ps2_Call-of-Duty-3-PS3.html,Treyarch,Activision,Shooter
videogame/www.askmen.com/ps2_World-Soccer-Winning-Eleven-9.html,Konami TYO,Konami,Sports
videogame/www.askmen.com/handheld_Bounty-Hounds-Psp.html,XPEC,Namco,Action
videogame/www.askmen.com/pc_The-Lord-of-the-Rings-Online-Shadows-of-Angmar-Pc.html,Turbine,Midway Games,RPG
videogame/www.askmen.com/xbox360_The-Last-Remnant-Xbox360.html,Square Enix,Square Enix,RPG
videogame/www.askmen.com/handheld_MotoGP.html,Namco,Namco,Racing
videogame/www.askmen.com/handheld_X-Men-The-Official-Game.html,Amaze Entertainment,Activision,Action
videogame/www.askmen.com/xbox360_Tom-Clancy-s-Ghost-Recon-Advanced-Warfighter-2-Xbox360.html,Red Storm Entertainment,Ubisoft,Shooter
videogame/www.askmen.com/handheld_Yoshi-Island-2.html,,,
videogame/www.askmen.com/pc_Stronghold-Legends.html,FireFly Studios,2K Games,
videogame/www.askmen.com/ps2_The-Ant-Bully.html,*TBA,Midway Games,Action
videogame/www.askmen.com/ps2_Over-the-Hedge.html,Edge of Reality,Activision,Action
videogame/www.askmen.com/xbox360_Hellboy-Xbox360.html,Krome Studios,Konami,Action
videogame/www.askmen.com/ps2_God-Hand.html,Clover Studio,Capcom,Action
videogame/www.askmen.com/handheld_Guitar-Hero-On-Tour-Ds.html,Vicarious Visions,RedOctane,Music
videogame/www.askmen.com/ps2_SoulcaliburIII.html,Namco,Namco,Fighting
videogame/www.askmen.com/xbox360_Galaga-Xbox360.html,Namco,NAMCO BANDAI Group,Shooter
videogame/www.askmen.com/xbox360_The-Club.html,Bizarre Creations,SEGA,Action
videogame/www.askmen.com/xbox360_The-Incredible-Hulk-2008-Xbox360.html,Edge of Reality,SEGA,Action
videogame/www.askmen.com/ps2_The-Darkness.html,Starbreeze AB,2K Games,Action
videogame/www.askmen.com/xbox360_TNA-iMPACT-Xbox360.html,Midway Studios - Los Angeles,Midway Games,Wrestling
videogame/www.askmen.com/ps2_NASCAR-07-Ps2.html,Tiburon,Electronic Arts,Racing
videogame/www.askmen.com/handheld_Rockman-Rockman.html,Capcom,Capcom,Action
videogame/www.askmen.com/ps2_Star-Wars-The-Force-Unleashed-Ps2.html,Krome Studios,LucasArts,Action
videogame/www.askmen.com/xbox360_Lost-Planet-Xbox360.html,Capcom,Capcom,Action
videogame/www.askmen.com/handheld_Star-Wars-The-Force-Unleashed-Psp.html,Krome Studios,LucasArts,Action
videogame/www.askmen.com/ps2_Unreal-Tournament-2007.html,Epic Games,Midway Games,Shooter
videogame/www.askmen.com/xbox360_MX-Vs-ATV-Untamed-Xbox360.html,Rainbow Studios,THQ,Racing
videogame/www.askmen.com/handheld_Crazy-Taxi-Fare-Wars-Psp.html,Sniper Studios,SEGA,Racing
videogame/www.askmen.com/ps2_Home-Ps3.html,SCE Studios London,Sony Computer Entertainment,Productivity
videogame/www.askmen.com/xbox360_NHL-2K8-Xbox360.html,Visual Concepts,2K Sports,Sports
videogame/www.askmen.com/handheld_WWE-SmackDown-vs-Raw-2008-Psp.html,Yuke's Media Creations,THQ,Wrestling
videogame/www.askmen.com/pc_Theatre-of-War-Pc.html,Battlefront.com,1C Company,Strategy
videogame/www.askmen.com/xbox360_BlackSite-Area-51-Xbox360.html,Midway Studios - Austin,Midway Games,Action
videogame/www.askmen.com/xbox360_The-Spiderwick-Chronicles-Xbox360.html,Stormfront Studios,Sierra,Adventure
videogame/www.askmen.com/pc_Mafia-II-Pc.html,Illusion Softworks,Take-Two Interactive,Action
videogame/www.askmen.com/ps2_NCAA-Football-08-Ps3.html,Tiburon,Electronic Arts,Sports
videogame/www.askmen.com/ps2_MX-Vs-ATV-Untamed-Ps3.html,Rainbow Studios,THQ,Racing
videogame/www.askmen.com/pc_Stranger-Pc.html,Fireglow Online Games,Fireglow Games,Strategy
videogame/www.askmen.com/pc_Loki-Heroes-of-Mythology-Pc.html,Cyanide,DreamCatcher Interactive,Action
videogame/www.askmen.com/xbox360_Gears-of-War.html,Epic Games,Microsoft,Shooter
videogame/www.askmen.com/xbox360_James-Bond-007-From-Russia-With-Love.html,EA Redwood Shores,Electronic Arts,Action
videogame/www.askmen.com/pc_Mass-Effect-Pc.html,BioWare,Electronic Arts,RPG
videogame/www.askmen.com/xbox360_Samurai-Shodown-V.html,SNK Playmore,SNK Playmore,Fighting
videogame/www.askmen.com/pc_Sid-Meier-Railroads!.html,Firaxis,2K Games,Simulation
videogame/www.askmen.com/ps2_Disgaea-2.html,Nippon Ichi Software,NIS America,Strategy
videogame/www.askmen.com/handheld_Eragon-Psp.html,Stormfront Studios,Vivendi Games,Action
videogame/www.askmen.com/ps2_FIFA-Street-3-Ps3.html,EA Canada,Electronic Arts,Sports
videogame/www.askmen.com/xbox360_Command-Conquer-3-Tiberium-Wars-Xbox360.html,EA Los Angeles,Electronic Arts,Strategy
videogame/www.askmen.com/handheld_Gangs-of-London-Psp.html,SCE Studios London,Sony Computer Entertainment,Strategy
videogame/www.askmen.com/xbox360_Discs-of-TRON-Xbox360.html,Backbone Entertainment,Disney Interactive Studios,Action
videogame/www.askmen.com/ps2_Lair.html,Factor 5,Sony Computer Entertainment,Action
videogame/www.askmen.com/ps2_College-Hoops-2K8-Ps3.html,Visual Concepts,2K Sports,Sports
videogame/www.askmen.com/handheld_Summon-Night-Twin-Age-Ds.html,Banpresto,Atlus,RPG
videogame/www.askmen.com/xbox360_Lost-The-Videogame-Xbox360.html,Ubisoft Montreal,Ubisoft,Adventure
videogame/www.askmen.com/handheld_Harry-Potter-and-the-Order-of-the-Phoenix-Psp.html,EA UK,Electronic Arts,Adventure
videogame/www.askmen.com/pc_Space-Siege-Pc.html,Gas Powered Games,SEGA,Action
videogame/www.askmen.com/pc_Stacked-with-Daniel-Negreanu.html,5000ft,Myelin Media,Card
videogame/www.askmen.com/handheld_Touch-The-Dead-Ds.html,Dream On Studio,Eidos Interactive,Shooter
videogame/www.askmen.com/ps2_Eragon.html,Stormfront Studios,Vivendi Games,Adventure
videogame/www.askmen.com/ps2_MX-Vs-ATV-Untamed-Ps2.html,Incinerator Games,THQ,Racing
videogame/www.askmen.com/handheld_SNK-vs.-Capcom-Card-Fighters-DS.html,SNK Playmore,SNK Playmore,Card
videogame/www.askmen.com/xbox360_Kung-Fu-Panda-Xbox360.html,Luxoflux Corp.,Activision,Action
videogame/www.askmen.com/ps2_Call-of-Duty-4-Modern-Warfare-Ps3.html,Infinity Ward,Activision,Shooter
videogame/www.askmen.com/handheld_Brain-Age-2-More-Training-in-Minutes-a-Day-Ds.html,Nintendo,Nintendo,Educational
videogame/www.askmen.com/xbox360_The-Lord-of-the-Rings-The-Battle-for-Middle-earth-II.html,EA Los Angeles,Electronic Arts,Strategy
videogame/www.askmen.com/pc_Insecticide-Pc.html,Crackpot Entertainment,Gamecock,Action
videogame/www.askmen.com/pc_Jade-Empire.html,,,RPG
videogame/www.askmen.com/ps2_College-Hoops-2K8-Ps2.html,Visual Concepts,2K Sports,Sports
videogame/www.askmen.com/pc_MotoGP-07-Pc.html,*TBA,THQ,Racing
videogame/www.askmen.com/ps2_WWE-SmackDown-vs-Raw-2007-Ps2.html,Yuke's Media Creations,THQ,Wrestling
videogame/www.askmen.com/ps2_Ace-Combat-5-The-Unsung-War.html,Namco,Namco,Flight
videogame/www.askmen.com/xbox360_Ultimate-Mortal-Kombat-3-Xbox360.html,Digital Eclipse Software,Midway Games,Fighting
videogame/www.askmen.com/pc_John-Woo-Presents-Stranglehold.html,Midway Games,Midway Games,Action
videogame/www.askmen.com/ps2_NFL-Head-Coach.html,Tiburon,Electronic Arts,Sports
videogame/www.askmen.com/ps2_Race-Driver-Grid-Ps3.html,Codemasters,Codemasters,Racing
videogame/www.askmen.com/pc_Xpand-Rally-Pc.html,Techland (Poland),TopWare Interactive,Racing
videogame/www.askmen.com/ps2_TimeShift-Ps3.html,Saber Interactive,Sierra,Shooter
videogame/www.askmen.com/ps2_LEGO-Star-Wars-The-Complete-Saga-Ps3.html,Traveller's Tales,LucasArts,Action
videogame/www.askmen.com/pc_STALKER-Shadow-of-Chernobyl.html,GSC Game World,THQ,Shooter
videogame/www.askmen.com/ps2_Grand-Theft-Auto-IV-Ps3.html,Rockstar North,Rockstar Games,Action
videogame/www.askmen.com/handheld_Transformers-The-Game-Psp.html,Savage Entertainment,Activision,Action
videogame/www.askmen.com/xbox360_Enchanted-Arms.html,,,RPG
videogame/www.askmen.com/pc_Dungeon-Siege-II-Broken-World.html,Gas Powered Games,2K Games,RPG
videogame/www.askmen.com/handheld_Professor-Layton-and-the-Curious-Village-Ds.html,Level-5,Nintendo,Adventure
videogame/www.askmen.com/xbox360_LEGO-Batman-The-Videogame-Xbox360.html,Traveller's Tales,Warner Bros. Interactive,Action
videogame/www.askmen.com/xbox360_Assault-Heroes-Xbox360.html,Wanako Studios,Sierra On-Line,Action
videogame/www.askmen.com/xbox360_Rocketmen-Axis-of-Evil-Xbox360.html,A.C.R.O.N.Y.M. Games,Capcom,Shooter
videogame/www.askmen.com/ps2_Xenosaga-Episode-III-Also-Sprach-Zarathustra.html,Monolith Software,Namco,RPG
videogame/www.askmen.com/handheld_Pokemon-Pearl-Ds.html,Game Freak,Nintendo,RPG
videogame/www.askmen.com/xbox360_Hitman-Blood-Money.html,Io Interactive,Eidos Interactive,Action
videogame/www.askmen.com/handheld_Mega-Man-Star-Force-Ds.html,Capcom Production Studio 2,Capcom,RPG
videogame/www.askmen.com/handheld_Deal-or-No-Deal-Ds.html,Gravity I,"Destination Software, Inc. (DSI)",Trivia
videogame/www.askmen.com/ps2_Soldier-of-Fortune-Pay-Back-Ps3.html,Cauldron,Activision,Shooter
videogame/www.askmen.com/pc_Need-for-Speed-ProStreet-Pc.html,Black Box,Electronic Arts,Racing
videogame/www.askmen.com/ps2_Stuntman-Ignition-Ps3.html,Paradigm Entertainment,THQ,Racing
videogame/www.askmen.com/handheld_7-Wonders-of-the-Ancient-World-Ds.html,Hot Lava,Mumbo Jumbo,Puzzle
videogame/www.askmen.com/xbox360_Darksiders-Xbox360.html,Vigil Games,THQ,Action
videogame/www.askmen.com/handheld_New-Super-Mario-Bros.html,Nintendo,Nintendo,Platformer
videogame/www.askmen.com/handheld_Jeanne-d-Arc-Psp.html,Level-5,Sony Computer Entertainment,Strategy
videogame/www.askmen.com/ps2_Conflict-Denied-Ops-Ps3.html,Pivotal Games,Eidos Interactive,Shooter
videogame/www.askmen.com/ps2_Valkyria-Chronicles-Ps3.html,SEGA,SEGA,Action
videogame/www.askmen.com/handheld_Pokemon-Mystery-Dungeon-Explorers-of-Time-Ds.html,Chunsoft,Nintendo,RPG
videogame/www.askmen.com/ps2_Okami.html,Clover Studio,Capcom,Adventure
videogame/www.askmen.com/ps2_Gallop-Racer-2006.html,Tecmo,Tecmo,Racing
videogame/www.askmen.com/pc_First-Battalion-Pc.html,*TBA,DreamCatcher Interactive,Action
videogame/www.askmen.com/pc_Marvel-Ultimate-Alliance.html,Raven Software,Activision,Action
videogame/www.askmen.com/handheld_Ultimate-Mortal-Kombat-Ds.html,Other Ocean Interactive,Midway Games,Fighting
videogame/www.askmen.com/ps2_Dark-Sector-Ps3.html,Digital Extremes,D3 Publisher,Shooter
videogame/www.askmen.com/xbox360_WWE-SmackDown-vs-Raw-2008-Xbox360.html,Yuke's Media Creations,THQ,Wrestling
videogame/www.askmen.com/handheld_Winning-Eleven-Pro-Evolution-Soccer-2008-Psp.html,Konami,Konami,Sports
videogame/www.askmen.com/ps2_ATV-Offroad-Fury-4-Ps2.html,Climax Studios,Sony Computer Entertainment,Racing
videogame/www.askmen.com/xbox360_Grand-Theft-Auto-IV-Xbox360.html,Rockstar North,Rockstar Games,Action
videogame/www.askmen.com/handheld_Tony-Hawk-s-Proving-Ground-Ds.html,Vicarious Visions,Activision,Sports
videogame/www.askmen.com/xbox360_The-Legend-of-Spyro-A-New-Beginning-Xbox.html,Krome Studios,Sierra,Platformer
videogame/www.askmen.com/handheld_Bangai-O-Spirits-Ds.html,Treasure,D3 Publisher,Shooter
videogame/www.askmen.com/handheld_World-Rally-Championship.html,Traveller's Tales,Namco,Racing
videogame/www.askmen.com/xbox360_Phantasy-Star-Universe.html,Sonic Team,SEGA,RPG
videogame/www.askmen.com/ps2_WarDevil-(Enigma).html,Digi-Guys,*TBA,
videogame/www.askmen.com/xbox360_Tom-Clancy-s-H-A-W-X-Xbox360.html,Ubisoft Romania,Ubisoft,Flight
videogame/www.askmen.com/ps2_Siren-New-Translation-Ps3.html,SCE Studios Japan,Sony Computer Entertainment,Adventure
videogame/www.askmen.com/handheld_SOCOM-U.S.-Navy-SEALs-Fireteam-Bravo-2.html,Zipper Interactive,Sony Computer Entertainment,
videogame/www.askmen.com/xbox360_Stacked-with-Daniel-Negreanu.html,5000ft,Myelin Media,Card
videogame/www.askmen.com/pc_The-Movies-Stunts&Effects.html,Lionhead Studios,Activision,Simulation
videogame/www.askmen.com/handheld_DK-King-of-Swing.html,Paon Corporation,Nintendo,Action
videogame/www.askmen.com/xbox360_Beowulf-Xbox360.html,Ubisoft Tiwak,Ubisoft,Action
videogame/www.askmen.com/handheld_Crush-Psp.html,Zoe Mode,SEGA,Puzzle
videogame/www.askmen.com/ps2_Madden-NFL-08-Ps3.html,Tiburon,Electronic Arts,Sports
videogame/www.askmen.com/pc_Death-Track-Resurrection-Pc.html,Sky Fallen,505 Games,Racing
videogame/www.askmen.com/ps2_Mercenaries-2-World-in-Flames.html,Pandemic Studios,Electronic Arts,Shooter
videogame/www.askmen.com/xbox360_World-Soccer-Winning-Eleven-9.html,Konami TYO,Konami,Sports
videogame/www.askmen.com/xbox360_Def-Jam-Icon-Xbox360.html,EA Chicago,Electronic Arts,Fighting
videogame/www.askmen.com/xbox360_Silent-Hill-Homecoming-Xbox360.html,The Collective,Konami,Adventure
videogame/www.askmen.com/xbox360_UEFA-Champions-League-2006-2007-Xbox360.html,EA Canada,Electronic Arts,Sports
videogame/www.askmen.com/pc_Paper-Man-Pc.html,Cykan Entertainment,Cykan Entertainment,Shooter
videogame/www.askmen.com/ps2_NCAA-Football-08-Ps2.html,Tiburon,Electronic Arts,Sports
videogame/www.askmen.com/ps2_Midnight-Club-Los-Angeles-Ps3.html,Rockstar San Diego,Rockstar Games,Racing
videogame/www.askmen.com/handheld_Race-Driver-Create-Race-Ds.html,Codemasters,Codemasters,Racing
videogame/www.askmen.com/ps2_FlatOut-2.html,Bugbear Entertainment,Vivendi Games,Racing
videogame/www.askmen.com/ps2_Final-Fantasy-VII-Technical-Demo-for-PS3.html,Square Enix,Square Enix,Video
videogame/www.askmen.com/pc_Company-of-Heroes.html,Relic,THQ,Strategy
videogame/www.askmen.com/pc_Blitzkrieg-2-Fall-of-the-Reich-Pc.html,Nival Interactive,CDV,Strategy
videogame/www.askmen.com/handheld_Jackass-The-Game.html,Sidhe Interactive,Red Mile Entertainment,Action
videogame/www.askmen.com/ps2_Pirates-of-the-Caribbean-3.html,Eurocom,Disney Interactive Studios,Action
videogame/www.askmen.com/xbox360_Project-Sylpheed-Xbox360.html,Game Arts,Square Enix,Shooter
videogame/www.askmen.com/pc_Penumbra-Black-Plague-Pc.html,Frictional Games,Paradox Interactive,Action
videogame/www.askmen.com/xbox360_FlatOut-Ultimate-Carnage-Xbox360.html,Bugbear Entertainment,Warner Bros. Interactive,Racing
videogame/www.askmen.com/handheld_Valkyrie-Profile-Lenneth.html,tri-Ace,Square Enix,RPG
videogame/www.askmen.com/ps2_Metal-Gear-Solid-Online-Ps3.html,Kojima Productions,Konami,Action
videogame/www.askmen.com/xbox360_Penny-Arcade-Adventures-On-the-Rain-Slick-Precipice-of-Darkness-Episode-One-Xbox360.html,Hothead Games (2),*TBA,Adventure
videogame/www.askmen.com/ps2_Zatch-Bell!-Mamodo-Fury.html,*TBA,Bandai,
videogame/www.askmen.com/ps2_Conan-the-Barbarian-Ps3.html,Nihilistic,THQ,Action
videogame/www.askmen.com/handheld_Yu-Gi-Oh!-GX.html,Konami JPN,Konami,Strategy
videogame/www.askmen.com/pc_Legendary-The-Box-Pc.html,Spark Unlimited,Gamecock,Shooter
videogame/www.askmen.com/xbox360_Culdcept-Saga-Xbox360.html,Omiya Soft,Namco Bandai,Strategy
videogame/www.askmen.com/xbox360_Rockstar-Games-Presents-Table-Tennis.html,,,Sports
videogame/www.askmen.com/xbox360_Crusty-Demons-Freestyle-Moto-X.html,Fluent Entertainment,Red Mile Entertainment,Racing
videogame/www.askmen.com/handheld_Drone-Tactics-Ds.html,Success,Atlus,Strategy
videogame/www.askmen.com/xbox360_Trusty-Bell-Chopin-Dream-Xbox360.html,tri-Crescendo,Namco Bandai,RPG
videogame/www.askmen.com/xbox360_Rayman-Raving-Rabbids.html,,,Platformer
videogame/www.askmen.com/xbox360_Moto-GP-2006.html,Climax Studios,THQ,Racing
videogame/www.askmen.com/pc_SpellForce-2---Shadow-Wars.html,,,Strategy
videogame/www.askmen.com/ps2_SEGA-Rally-Revo.html,SEGA Driving Studio,SEGA,Racing
videogame/www.askmen.com/pc_Rush-for-Berlin.html,Stormregion,Paradox Interactive,Strategy
videogame/www.askmen.com/ps2_BlackSite-Area-51-Ps3.html,Midway Studios - Austin,Midway Games,Action
videogame/www.askmen.com/pc_Warhammer-Mark-of-Chaos.html,Black Hole Entertainment,Namco Bandai Group,Strategy
videogame/www.askmen.com/handheld_Lost-Regnum-Psp.html,Goshow,UFO Interactive,Action
videogame/www.askmen.com/ps2_Heatseeker-Ps2.html,IR Gurus Interactive Ltd.,Codemasters,Flight
videogame/www.askmen.com/handheld_Garfield-s-Nightmare-Ds.html,Shin'en,Game Factory,Action
videogame/www.askmen.com/ps2_gRimgRiMoiRe-Ps2.html,Vanillaware,Nippon Ichi Software,Action
videogame/www.askmen.com/xbox360_Prince-of-Persia-Classic-Xbox360.html,Gameloft,Ubisoft,Action
videogame/www.askmen.com/ps2_Medal-of-Honor-Airborne.html,EA Los Angeles,Electronic Arts,Shooter
videogame/www.askmen.com/ps2_MotoGP4.html,Namco,Namco,Racing
videogame/www.askmen.com/xbox360_Red-Faction-Guerrilla-Xbox360.html,Volition,THQ,Shooter
videogame/www.askmen.com/pc_SunAge-Pc.html,Vertex4,Lighthouse Interactive,
videogame/www.askmen.com/xbox360_WET-Xbox360.html,A2M (Artificial Mind and Movement),Sierra,Action
videogame/www.askmen.com/handheld_Advance-Wars-Days-of-Ruin-Ds.html,Intelligent Systems,Nintendo,Strategy
videogame/www.askmen.com/handheld_NBA-Ballers-Rebound.html,Backbone Entertainment,Midway Games,Sports
videogame/www.askmen.com/ps2_WWE-SmackDown-vs-Raw-2008-Ps3.html,Yuke's Media Creations,THQ,Wrestling
videogame/www.askmen.com/pc_Caesar-IV.html,Tilted Mill Entertainment,Vivendi Games,Strategy
videogame/www.askmen.com/ps2_Frontlines-Fuel-of-War.html,Kaos Studios,THQ,Shooter
videogame/www.askmen.com/xbox360_Rise-of-the-Argonauts-Xbox360.html,Liquid Entertainment,Codemasters,Action
videogame/www.askmen.com/handheld_Final-Fantasy-III.html,Square,Square Enix,RPG
videogame/www.askmen.com/pc_Spore.html,Maxis,Electronic Arts,Simulation
videogame/www.askmen.com/ps2_SingStar-Ps3.html,SCE Studios London,Sony Computer Entertainment,Music
videogame/www.askmen.com/ps2_Vision-GT.html,Polyphony Digital,Sony Computer Entertainment,Racing
videogame/www.askmen.com/ps2_Golden-Axe.html,Secret Level,SEGA,Action
videogame/www.askmen.com/ps2_SOCOM-Confrontation-Ps3.html,Slant Six Games,Sony Computer Entertainment,Shooter
