url,STRING : publisher,STRING : developer,STRING : esrb
videogame/videogames.yahoo.com/gc_pn03.html,Capcom,"Capcom Co., Ltd.",T (Teen)
videogame/videogames.yahoo.com/psp_the-godfather-mob-wars.html,EA,EA Redwood Shores,M (Mature)
videogame/videogames.yahoo.com/gc_dragon-ball-z-budokai-2.html,Atari,Dimps,T (Teen)
videogame/videogames.yahoo.com/gc_bratz-formal-funk-canceled.html,Ubisoft Entertainment,Ubi Soft Entertainment,E (Everyone)
videogame/videogames.yahoo.com/gc_ncaa-football-2005.html,EA,EA Games,E (Everyone)
videogame/videogames.yahoo.com/gc_pokemon-colosseum-bonus-disc.html,Nintendo,Nintendo,E
videogame/videogames.yahoo.com/gc_rocky.html,Ubisoft Entertainment,Steel Monkeys,T (Teen)
videogame/videogames.yahoo.com/gc_def-jam-vendetta.html,EA Sports Big,AKI Corporation,T (Teen)
videogame/videogames.yahoo.com/gc_defender.html,Midway,"Inevitable Entertainment, Inc.",T (Teen)
videogame/videogames.yahoo.com/gc_nfl-blitz-pro.html,Midway,Midway Home Entertainment,E (Everyone)
videogame/videogames.yahoo.com/gc_mega-man-x-command-mission.html,Capcom,"Capcom Co., Ltd.",E (Everyone)
videogame/videogames.yahoo.com/psp_downstream-panic.html,Atari,Eko System,E10+
videogame/videogames.yahoo.com/psp_dt-racer-refueled.html,,Axis Entertainment,RP
videogame/videogames.yahoo.com/gc_shadow-the-hedgehog.html,Sega,Sega Studio USA,T (Teen)
videogame/videogames.yahoo.com/psp_test-drive-unlimited.html,Atari,Eden Studios,EC (Early Childhood)
videogame/videogames.yahoo.com/psp_gurumin-a-monstrous-adventure.html,,"Big Fish Games, LLC",E10+
videogame/videogames.yahoo.com/psp_final-fantasy-ii.html,,Square Enix,T (Teen)
videogame/videogames.yahoo.com/gc_ultimate-muscle-legends-vs-new-generation.html,"Bandai America, Inc.",AKI Corporation,T (Teen)
videogame/videogames.yahoo.com/psp_the-warriors.html,,Rockstar Leeds,M (Mature)
videogame/videogames.yahoo.com/psp_peter-jacksons-king-kong-the-official-game-of-the-movie.html,Ubisoft Entertainment,Phoenix Interactive,T (Teen)
videogame/videogames.yahoo.com/gc_ncaa-football-2004.html,EA,EA Tiburon,E (Everyone)
videogame/videogames.yahoo.com/gc_drome-racers.html,EA,Attention To Detail Limited,E (Everyone)
videogame/videogames.yahoo.com/psp_luxor-wrath-of-set.html,,Mumbo Jumbo,E (Everyone)
videogame/videogames.yahoo.com/psp_crisis-core-final-fantasy-vii.html,Square Enix USA,"Square Enix Co., Ltd.",T (Teen)
videogame/videogames.yahoo.com/psp_advent-shadow-canceled.html,"Majesco Sales, Inc.",Full Fat,
videogame/videogames.yahoo.com/gc_burnout.html,Acclaim,Criterion Studios,E (Everyone)
videogame/videogames.yahoo.com/gc_gun.html,Activision,Neversoft Entertainment,M (Mature)
videogame/videogames.yahoo.com/gc_nfl-qb-club-2002.html,Acclaim,Acclaim Studios Austin,E (Everyone)
videogame/videogames.yahoo.com/gc_spiderman.html,Activision,"Treyarch Invention, LLC",E (Everyone)
videogame/videogames.yahoo.com/psp_mx-vs-atv-untamed.html,,Tantalus,E (Everyone)
videogame/videogames.yahoo.com/gc_harvest-moon-another-wonderful-life.html,Natsume Inc.,Natsume Inc.,E (Everyone)
videogame/videogames.yahoo.com/psp_kingdom-of-paradise.html,Sony,Climax Group,T (Teen)
videogame/videogames.yahoo.com/gc_haven-call-of-the-king-canceled.html,"Xicat Interactive, Ltd.",Traveller's Tales,T
videogame/videogames.yahoo.com/psp_transformers-the-game.html,,Savage Entertainment,EC (Early Childhood)
videogame/videogames.yahoo.com/gc_the-spongebob-squarepants-movie.html,THQ,Heavy Iron Studios,RP (Rating Pending)
videogame/videogames.yahoo.com/psp_activision-hits-remixed.html,Activision,Digital Eclipse Software,E (Everyone)
videogame/videogames.yahoo.com/gc_street-hoops.html,Activision,"Black Ops Entertainment, Inc.",T (Teen)
videogame/videogames.yahoo.com/gc_shrek-extra-large.html,TDK Mediactive,Digital Illusions CE AB,T (Teen)
videogame/videogames.yahoo.com/gc_lego-star-wars-ii-the-original-trilogy.html,Lucas Arts,Traveller's Tales,E10+
videogame/videogames.yahoo.com/gc_disneys-chicken-little.html,Buena Vista Games Inc.,Avalanche Software,E10+
videogame/videogames.yahoo.com/gc_resident-evil--code-veronica-x.html,Capcom,Capcom Production Studio 3,M (Mature)
videogame/videogames.yahoo.com/psp_cabelas-legendary-adventures.html,Activision,TBA,T (Teen)
videogame/videogames.yahoo.com/psp_ford-bold-moves-street-racing.html,Eidos Interactive,Eidos Interactive,E (Everyone)
videogame/videogames.yahoo.com/gc_odama-with-microphone.html,Nintendo,Vivarium,RP (Rating Pending)
videogame/videogames.yahoo.com/gc_disneys-the-haunted-mansion.html,TDK Mediactive,"High Voltage Software, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_cabelas-african-safari.html,Activision,Activision Value Publishing Inc.,T (Teen)
videogame/videogames.yahoo.com/gc_resident-evil-4.html,Capcom,Capcom Production Studio 4,M (Mature)
videogame/videogames.yahoo.com/gc_espionage-canceled.html,Midway,Midway Games,
videogame/videogames.yahoo.com/gc_hot-wheels-world-race.html,THQ,Climax Group,E (Everyone)
videogame/videogames.yahoo.com/psp_napoleon-dynamite.html,Crave,7 Studios,E10+
videogame/videogames.yahoo.com/gc_call-of-duty-finest-hour.html,Activision,Spark Unlimited,T (Teen)
videogame/videogames.yahoo.com/psp_spiderman-3.html,,Vicarious Visions,T (Teen)
videogame/videogames.yahoo.com/gc_the-polar-express.html,THQ,"THQ, Inc.",RP (Rating Pending)
videogame/videogames.yahoo.com/gc_ikaruga.html,Infogrames,Treasure,E
videogame/videogames.yahoo.com/psp_call-of-duty-3.html,Activision,"Treyarch Invention, LLC",
videogame/videogames.yahoo.com/gc_shox.html,EA,Electronic Arts,E (Everyone)
videogame/videogames.yahoo.com/gc_rayman-arena.html,Ubisoft Entertainment,Ubisoft Entertainment SA,E (Everyone)
videogame/videogames.yahoo.com/gc_wwe-day-of-reckoning-2.html,THQ,Yuke's Co. Ltd.,T (Teen)
videogame/videogames.yahoo.com/gc_tiger-woods-pga-tour-06.html,EA,EA Sports,E (Everyone)
videogame/videogames.yahoo.com/gc_espn-international-winter-sports-2002.html,Konami,Konami Computer Entertainment Osaka (KCEO),E (Everyone)
videogame/videogames.yahoo.com/gc_crushed-baseball-2004.html,BAM! Entertainment,Adrenium Games,
videogame/videogames.yahoo.com/gc_freestyle-street-soccer.html,AKA Acclaim,Silicon Dreams Studio Ltd.,T (Teen)
videogame/videogames.yahoo.com/gc_happy-feet.html,Midway,A2M (Artificial Mind and Movement),E (Everyone)
videogame/videogames.yahoo.com/psp_taito-legends-powerup.html,Destineer,Taito,E (Everyone)
videogame/videogames.yahoo.com/psp_traxion-canceled.html,Lucas Arts,Kuju Entertainment Ltd.,RP
videogame/videogames.yahoo.com/gc_the-incredibles.html,THQ,"THQ, Inc.",T (Teen)
videogame/videogames.yahoo.com/gc_cabelas-outdoor-adventures.html,Activision,Fun Labs,T (Teen)
videogame/videogames.yahoo.com/psp_aedis-eclipse-generation-of-chaos.html,,Never-Land Company,E10+
videogame/videogames.yahoo.com/gc_bratz-rock-angelz.html,THQ,Blitz Games,E (Everyone)
videogame/videogames.yahoo.com/gc_the-sum-of-all-fears.html,Ubisoft Entertainment,Ubisoft Shanghai,T (Teen)
videogame/videogames.yahoo.com/gc_geist.html,Nintendo,"n-Space, Inc.",E (Everyone)
videogame/videogames.yahoo.com/psp_need-for-speed-undercover.html,EA,Black Box,T (Teen)
videogame/videogames.yahoo.com/gc_nicktoons-unite.html,THQ,Blue Tongue Entertainment Limited,E (Everyone)
videogame/videogames.yahoo.com/gc_mario-party-6-with-microphone.html,Nintendo,"Hudson Soft Co., Ltd.",E (Everyone)
videogame/videogames.yahoo.com/gc_medal-of-honor-rising-sun.html,EA,Electronic Arts Los Angeles,T (Teen)
videogame/videogames.yahoo.com/gc_red-faction-ii.html,THQ,Cranky Pants Games,M (Mature)
videogame/videogames.yahoo.com/psp_space-invaders-extreme.html,Taito,Taito,E (Everyone)
videogame/videogames.yahoo.com/gc_charlies-angels.html,Ubisoft Entertainment,NEKO Entertainment,T (Teen)
videogame/videogames.yahoo.com/psp_steel-horizon.html,Konami,Konami,E10+
videogame/videogames.yahoo.com/gc_evolution-skateboarding.html,Konami,Konami Computer Entertainment Osaka (KCEO),T (Teen)
videogame/videogames.yahoo.com/gc_hitman-2-silent-assassin.html,Eidos Interactive,IO Interactive,M (Mature)
videogame/videogames.yahoo.com/gc_ty-the-tasmanian-tiger-3-night-of-the-quinkan.html,Activision,Krome Studios,E10+
videogame/videogames.yahoo.com/psp_greg-hastings-tournament-paintball-maxd-canceled.html,Activision,,E10+
videogame/videogames.yahoo.com/psp_cash-guns-chaos-canceled.html,Sony Online Entertainment,Sony Online Entertainment,M (Mature)
videogame/videogames.yahoo.com/gc_sphinx-and-the-cursed-mummy.html,THQ,Eurocom Developments Ltd.,T (Teen)
videogame/videogames.yahoo.com/gc_worms-blast.html,Ubisoft Entertainment,Team 17,E (Everyone)
videogame/videogames.yahoo.com/gc_wwe-day-of-reckoning.html,THQ,Yuke's Co. Ltd.,T (Teen)
videogame/videogames.yahoo.com/psp_dungeon-maker-ii-the-hidden-war.html,,Global A Entertainment,T
videogame/videogames.yahoo.com/gc_the-grim-adventures-of-billy--mandy.html,Midway,High Voltage Software,E10+
videogame/videogames.yahoo.com/gc_radio-allergy-canceled.html,,MileStone (JP),E (Everyone)
videogame/videogames.yahoo.com/gc_top-angler-real-bass-fishing.html,Xicat Interactive,Sims,E
videogame/videogames.yahoo.com/psp_pimp-my-ride.html,Activision,*TBA,T (Teen)
videogame/videogames.yahoo.com/psp_dt-racer.html,XS Games,,E
videogame/videogames.yahoo.com/psp_ultimate-ghosts-n-goblins.html,Capcom,"Capcom Co., Ltd.",M (Mature)
videogame/videogames.yahoo.com/psp_godzilla-unleashed-canceled.html,,Pipeworks Software,RP
videogame/videogames.yahoo.com/gc_xmen-the-official-game.html,Activision,"Z-AXIS, Ltd.",T (Teen)
videogame/videogames.yahoo.com/psp_hot-pixel.html,Atari,zSlide,T (Teen)
videogame/videogames.yahoo.com/psp_the-sims-2-pets.html,EA,EA Canada - Team Fusion,T (Teen)
videogame/videogames.yahoo.com/psp_swat-target-liberty.html,,3G Studios,T (Teen)
videogame/videogames.yahoo.com/gc_18wheeler-american-pro-trucker.html,Acclaim,AM2,E (Everyone)
videogame/videogames.yahoo.com/psp_the-fast-and-the-furious.html,"Namco Bandai Games America, Inc.",Glu Mobile,T (Teen)
videogame/videogames.yahoo.com/psp_mach-modified-air-combat-heroes.html,Vivendi Universal,"1st Playable Productions, LLC",E10+
videogame/videogames.yahoo.com/psp_pirates-of-the-caribbean-at-worlds-end.html,,Eurocom,T (Teen)
videogame/videogames.yahoo.com/gc_the-sims.html,EA,EA Games,T (Teen)
videogame/videogames.yahoo.com/gc_shrek-super-party.html,TDK Mediactive,Mass Media Inc.,E (Everyone)
videogame/videogames.yahoo.com/psp_spiderman-2.html,Activision,"Vicarious Visions, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_jeanne-darc.html,,Level-5,T (Teen)
videogame/videogames.yahoo.com/gc_final-fantasy-crystal-chronicles.html,Nintendo,"Square Enix Co., Ltd.",RP (Rating Pending)
videogame/videogames.yahoo.com/psp_hot-shots-golf-open-tee-2.html,Sony,Clap Hanz,E (Everyone)
videogame/videogames.yahoo.com/psp_cube.html,,Metia Interactive,E (Everyone)
videogame/videogames.yahoo.com/gc_army-men-rts.html,Global Star,Pandemic Studios,T (Teen)
videogame/videogames.yahoo.com/gc_road-trip-the-arcade-edition.html,Conspiracy Entertainment Corporation,"Takara Co., Ltd.",E (Everyone)
videogame/videogames.yahoo.com/gc_freestyle-metalx.html,Midway,Blitz Games,T (Teen)
videogame/videogames.yahoo.com/psp_ncaa-football-07.html,EA,EA Sports,E (Everyone)
videogame/videogames.yahoo.com/psp_ridge-racer.html,"Namco Bandai Games America, Inc.",Namco,E (Everyone)
videogame/videogames.yahoo.com/gc_world-series-of-poker.html,Activision,Left Field Productions,E10+
videogame/videogames.yahoo.com/psp_rush.html,,Midway Home Entertainment,T (Teen)
videogame/videogames.yahoo.com/psp_heroes-of-the-pacific-canceled.html,,*TBA,T
videogame/videogames.yahoo.com/psp_justice-league-heroes.html,Warner Brothers Interactive,"Visual Applications, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_fifa-soccer-09.html,EA,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/psp_crash-mind-over-mutant.html,Vivendi Universal,Radical Entertainment,E10+
videogame/videogames.yahoo.com/gc_harvest-moon-a-wonderful-life.html,Natsume Inc.,Natsume Inc.,RP (Rating Pending)
videogame/videogames.yahoo.com/psp_uefa-champions-league-20062007.html,,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/gc_rave-master-international.html,Konami,"Konami Computer Entertainment Japan Co., Ltd.",T (Teen)
videogame/videogames.yahoo.com/psp_pq-practical-intelligence-quotient.html,D3Publisher of America,Now Production,E (Everyone)
videogame/videogames.yahoo.com/gc_wwe-wrestlemania-xix.html,THQ,Yuke's Co. Ltd.,T (Teen)
videogame/videogames.yahoo.com/gc_mvp-baseball-2004.html,EA,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/gc_enter-the-matrix.html,Atari,"Shiny Entertainment, Inc.",T (Teen)
videogame/videogames.yahoo.com/gc_legends-of-wrestling.html,Acclaim,"Acclaim Studios Salt Lake City, Inc.",T (Teen)
videogame/videogames.yahoo.com/gc_the-scorpion-king-rise-of-the-akkadian.html,Universal Interactive,"Point of View, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_puzzle-guzzle.html,Agetec,Irem Software Engineering,E (Everyone)
videogame/videogames.yahoo.com/gc_dinotopia-the-sunstone-odyssey.html,TDK Mediactive,"Vicious Cycle Software, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_the-legend-of-heroes-iii-song-of-the-ocean.html,,Microvision,E10+
videogame/videogames.yahoo.com/psp_brothers-in-arms-dday.html,Ubisoft Entertainment,Ubisoft Shanghai,M (Mature)
videogame/videogames.yahoo.com/psp_tmnt.html,,Ubisoft Quebec City,E10+
videogame/videogames.yahoo.com/psp_grand-theft-auto-liberty-city-stories.html,Rockstar,Rockstar Leeds,M (Mature)
videogame/videogames.yahoo.com/gc_nba-live-2003.html,EA,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/psp_hannspree-ten-kate-honda-sbk-superbike-world-championship.html,,Milestone,E10+
videogame/videogames.yahoo.com/gc_fifa-street-2.html,EA Sports Big,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/gc_dora-the-explorer-journey-to-the-purple-planet.html,Global Star,Monkey Bar Games,EC (Early Childhood)
videogame/videogames.yahoo.com/gc_judge-dredd-dredd-vs-death.html,Evolved Games,(Not Specified),M (Mature)
videogame/videogames.yahoo.com/gc_nhl-hitz-pro.html,Midway,Next Level Games,E (Everyone)
videogame/videogames.yahoo.com/psp_fifa-soccer-07.html,EA,,E (Everyone)
videogame/videogames.yahoo.com/psp_mega-man-maverick-hunter-x.html,Capcom,Capcom,E10+
videogame/videogames.yahoo.com/gc_outlaw-golf.html,Simon & Schuster,"Hypnotix, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_ncaa-football-09.html,EA,EA Canada - Team Fusion,E (Everyone)
videogame/videogames.yahoo.com/gc_tube-slider.html,"NEC Interchannel, Ltd.","NDCUBE Co., Ltd.",E (Everyone)
videogame/videogames.yahoo.com/gc_jacked-canceled.html,3DO,The 3DO Company,T (Teen)
videogame/videogames.yahoo.com/gc_batman-rise-of-sin-tzu-lithograph-commemorative-edition.html,Ubisoft Entertainment,Ubisoft Montreal,T (Teen)
videogame/videogames.yahoo.com/gc_wta-tour-tennis.html,Konami,Konami Computer Entertainment Osaka (KCEO),E (Everyone)
videogame/videogames.yahoo.com/psp_toca-race-driver-2-the-ultimate-racing-simulator.html,Codemasters,Codemasters USA,
videogame/videogames.yahoo.com/gc_nba-street.html,EA Sports Big,"NuFX, Inc.",E (Everyone)
videogame/videogames.yahoo.com/psp_crash-of-the-titans.html,,SuperVillain Studios,E10+
videogame/videogames.yahoo.com/psp_fifa-soccer-08.html,EA,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/gc_the-movies-canceled.html,Activision,"Activision, Inc.",RP (Rating Pending)
videogame/videogames.yahoo.com/psp_outrun-2006-coast-2-coast.html,Sega,Sumo Digital,E (Everyone)
videogame/videogames.yahoo.com/gc_backyard-baseball-2007.html,Humongous Entertainment,Humongous Entertainment,E (Everyone)
videogame/videogames.yahoo.com/psp_madden-nfl-2006.html,EA,EA Tiburon,E (Everyone)
videogame/videogames.yahoo.com/psp_monster-hunter-freedom-2.html,,Capcom Production Studio 1,T (Teen)
videogame/videogames.yahoo.com/gc_karaoke-revolution-party-bundle.html,Konami,"Harmonix Music Systems, Inc.",E10+
videogame/videogames.yahoo.com/psp_payout-poker-and-casino.html,"Namco Bandai Games America, Inc.",BITS Studios,T (Teen)
videogame/videogames.yahoo.com/gc_fireblade.html,Midway,Kuju Entertainment Ltd.,T (Teen)
videogame/videogames.yahoo.com/psp_the-legend-of-heroes-ii-prophecy-of-the-moonlight-witch.html,"Namco Bandai Games America, Inc.",Falcom,E10+
videogame/videogames.yahoo.com/psp_pocket-racers.html,Konami,Blade Interactive,E (Everyone)
videogame/videogames.yahoo.com/gc_american-idol.html,Codemasters,Codemasters,
videogame/videogames.yahoo.com/gc_mtv-celebrity-deathmatch-canceled.html,Gotham Games,In Images,M (Mature)
videogame/videogames.yahoo.com/gc_go-go-hypergrind.html,"Atlus U.S.A., Inc.",Team Poponchi,T (Teen)
videogame/videogames.yahoo.com/gc_ssx-tricky.html,EA Sports Big,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/psp_the-chronicles-of-narnia-the-lion-the-witch-and-the-wardrobe-canceled.html,Buena Vista Games Inc.,Traveller's Tales,RP
videogame/videogames.yahoo.com/gc_the-legend-of-zelda-four-swords-adventures.html,Nintendo,Nintendo Co. Ltd.,E (Everyone)
videogame/videogames.yahoo.com/gc_paper-mario-the-thousandyear-door.html,Nintendo,Intelligent Systems,E (Everyone)
videogame/videogames.yahoo.com/psp_smash-court-tennis-3.html,,Namco,E (Everyone)
videogame/videogames.yahoo.com/psp_metal-gear-solid-portable-ops-plus.html,,Kojima Productions,T (Teen)
videogame/videogames.yahoo.com/gc_nba-street-vol-3.html,EA Sports Big,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/psp_shrek-smash-n-crash-racing.html,Activision,Torus Games,E (Everyone)
videogame/videogames.yahoo.com/gc_spyro-enter-the-dragonfly.html,Universal Interactive,Equinoxe Digital Entertainment,E (Everyone)
videogame/videogames.yahoo.com/psp_beowulf-the-game.html,,Ubisoft Tiwak,M (Mature)
videogame/videogames.yahoo.com/gc_ncaa-college-football-2k3.html,Sega,Avalanche Software,E (Everyone)
videogame/videogames.yahoo.com/gc_spongebob-squarepants-lights-camera-pants.html,THQ,THQ Studio Australia,E (Everyone)
videogame/videogames.yahoo.com/gc_carmen-sandiego-the-secret-of-the-stolen-drums.html,BAM! Entertainment,Artificial Mind and Movement,E (Everyone)
videogame/videogames.yahoo.com/psp_the-lord-of-the-rings-tactics.html,EA,EA Games,T (Teen)
videogame/videogames.yahoo.com/gc_1080-avalanche.html,Nintendo,Nintendo Software Technology Corporation,E (Everyone)
videogame/videogames.yahoo.com/gc_nfl-2k3.html,Sega,Visual Concepts,E (Everyone)
videogame/videogames.yahoo.com/psp_lumines.html,Ubisoft Entertainment,Q Entertainment,E10+
videogame/videogames.yahoo.com/gc_auto-modellista.html,Capcom,"Capcom Co., Ltd.",E (Everyone)
videogame/videogames.yahoo.com/psp_project-s.html,Sega,Sonic Team,
videogame/videogames.yahoo.com/gc_virtua-quest.html,Sega,AM2,T (Teen)
videogame/videogames.yahoo.com/gc_the-chronicles-of-narnia-the-lion-the-witch-and-the-wardrobe.html,Buena Vista Games Inc.,Traveller's Tales,T (Teen)
videogame/videogames.yahoo.com/psp_dead-to-rights-reckoning.html,"Namco Bandai Games America, Inc.",Rebellion,M (Mature)
videogame/videogames.yahoo.com/psp_pq2-practical-intelligence-quotient-2.html,,Now Production,E (Everyone)
videogame/videogames.yahoo.com/psp_socom-us-navy-seals--fireteam-bravo.html,Sony,Zipper Interactive,M (Mature)
videogame/videogames.yahoo.com/gc_fight-night-round-2.html,EA,EA Canada,T (Teen)
videogame/videogames.yahoo.com/psp_metal-gear-acd-2.html,Konami,"Konami Computer Entertainment Japan Co., Ltd.",M (Mature)
videogame/videogames.yahoo.com/gc_tony-hawks-underground.html,Activision,Neversoft Entertainment,T (Teen)
videogame/videogames.yahoo.com/psp_fifa-soccer-06.html,EA,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/psp_dragoneers-aria.html,,Hitmaker,E10+
videogame/videogames.yahoo.com/gc_curious-george.html,"Namco Bandai Games America, Inc.",Monkey Bar Games,E (Everyone)
videogame/videogames.yahoo.com/psp_ghost-rider.html,2K Games,Climax Group,T (Teen)
videogame/videogames.yahoo.com/psp_metal-gear-acd.html,Konami,"Konami Computer Entertainment Japan Co., Ltd.",M (Mature)
videogame/videogames.yahoo.com/gc_smugglers-run-warzones.html,Rockstar,Angel Studios,T (Teen)
videogame/videogames.yahoo.com/gc_phantasy-star-online-episode-iii-card-revolution.html,Sega,Sonic Team,T (Teen)
videogame/videogames.yahoo.com/psp_tekken-dark-resurrection.html,"Namco Bandai Games America, Inc.",Namco,T (Teen)
videogame/videogames.yahoo.com/gc_battlebots-canceled.html,THQ,"THQ, Inc.",T (Teen)
videogame/videogames.yahoo.com/gc_mario-party-4.html,Nintendo,Nintendo Co. Ltd.,E (Everyone)
videogame/videogames.yahoo.com/gc_tiger-woods-pga-tour-2003.html,EA,Electronic Arts,E (Everyone)
videogame/videogames.yahoo.com/gc_def-jam-vendetta-ii.html,EA,AKI Corporation,RP (Rating Pending)
videogame/videogames.yahoo.com/gc_beyond-good--evil.html,Ubisoft Entertainment,Ubisoft Entertainment SA,T (Teen)
videogame/videogames.yahoo.com/gc_future-tactics-the-uprising.html,Zane Publishing,Craftgold Software,T (Teen)
videogame/videogames.yahoo.com/psp_chili-con-carnage.html,RedOctane,Eidos Interactive,M (Mature)
videogame/videogames.yahoo.com/psp_the-con.html,Sony,Think and Feel Inc.,T (Teen)
videogame/videogames.yahoo.com/gc_top-angler-ii.html,"Xicat Interactive, Ltd.","Sims Co., Ltd.",E
videogame/videogames.yahoo.com/gc_nhl-hitz-2003.html,,,
videogame/videogames.yahoo.com/gc_monster-house.html,THQ,Artificial Mind and Movement,T (Teen)
videogame/videogames.yahoo.com/gc_mario-party-5.html,Nintendo,Nintendo Co. Ltd.,E (Everyone)
videogame/videogames.yahoo.com/gc_metroid-prime.html,Nintendo,Retro Studios,T (Teen)
videogame/videogames.yahoo.com/psp_spiderman-friend-or-foe.html,,A2M (Artificial Mind and Movement),E10+
videogame/videogames.yahoo.com/gc_harry-potter-and-the-prisoner-of-azkaban.html,EA,EA UK,E (Everyone)
videogame/videogames.yahoo.com/psp_100-bullets.html,D3 Publisher,*TBA,RP
videogame/videogames.yahoo.com/psp_tom-clancys-splinter-cell-essentials.html,Ubisoft Entertainment,Ubisoft Montreal,M (Mature)
videogame/videogames.yahoo.com/psp_brave-a-warriors-tale.html,SouthPeak Games,Collision Studios,E10+
videogame/videogames.yahoo.com/psp_darkstalkers-chronicle-the-chaos-tower.html,Capcom,Capcom Production Studio 5,T (Teen)
videogame/videogames.yahoo.com/gc_rave-master-special-attack-force.html,Konami,"Konami Computer Entertainment Japan Co., Ltd.",T (Teen)
videogame/videogames.yahoo.com/gc_harry-potter-and-the-sorcerers-stone.html,EA,EA UK,E (Everyone)
videogame/videogames.yahoo.com/psp_gish.html,,Chronic Logic,
videogame/videogames.yahoo.com/gc_wwe-crush-hour.html,THQ,Pacific Coast Power & Light Co.,T (Teen)
videogame/videogames.yahoo.com/gc_wallace--gromit-in-project-zoo.html,BAM! Entertainment,Frontier Developments Ltd.,E (Everyone)
videogame/videogames.yahoo.com/gc_disneys-donald-duck-goin-quackers.html,Ubisoft Entertainment,Ubisoft Entertainment SA,E (Everyone)
videogame/videogames.yahoo.com/gc_tony-hawks-underground-2.html,Activision,Neversoft Entertainment,T (Teen)
videogame/videogames.yahoo.com/gc_mega-man-anniversary-collection.html,Capcom,"Capcom Co., Ltd.",E (Everyone)
videogame/videogames.yahoo.com/gc_dead-to-rights.html,"Namco Bandai Games America, Inc.","Namco Hometek, Inc.",M (Mature)
videogame/videogames.yahoo.com/psp_traxxpad.html,,Definitive Studios,E10+
videogame/videogames.yahoo.com/psp_eragon.html,Vivendi Universal,Amaze Entertainment,T (Teen)
videogame/videogames.yahoo.com/gc_james-bond-007-everything-or-nothing.html,EA,EA Redwood Shores,T (Teen)
videogame/videogames.yahoo.com/gc_monster-jam-maximum-destruction.html,Ubisoft Entertainment,Ubisoft Entertainment SA,T (Teen)
videogame/videogames.yahoo.com/gc_digimon-world-4.html,"Bandai America, Inc.","Bandai Co., Ltd.",E (Everyone)
videogame/videogames.yahoo.com/gc_scaler.html,Global Star,Artificial Mind and Movement,E (Everyone)
videogame/videogames.yahoo.com/gc_luigis-mansion.html,Nintendo,Nintendo Co. Ltd.,E (Everyone)
videogame/videogames.yahoo.com/gc_killer7.html,Capcom,Capcom Production Studio 4,RP (Rating Pending)
videogame/videogames.yahoo.com/gc_buffy-the-vampire-slayer-chaos-bleeds.html,Vivendi Universal,Eurocom Developments Ltd.,T (Teen)
videogame/videogames.yahoo.com/psp_cid-the-dummy.html,,Twelve Interactive,RP
videogame/videogames.yahoo.com/gc_toxic-grind.html,THQ,Blue Shift,
videogame/videogames.yahoo.com/gc_xmen-legends.html,Activision,Raven Software,T (Teen)
videogame/videogames.yahoo.com/gc_tiger-woods-pga-tour-2004.html,EA,EA Pacific,E (Everyone)
videogame/videogames.yahoo.com/psp_earthworm-jim-canceled.html,Atari,"Shiny Entertainment, Inc.",
videogame/videogames.yahoo.com/gc_spy-hunter-2.html,Midway,Midway Home Entertainment,T (Teen)
videogame/videogames.yahoo.com/psp_silent-hill-origins.html,Konami,Climax Studios,M (Mature)
videogame/videogames.yahoo.com/gc_family-guy-canceled.html,2K Games,"High Voltage Software, Inc.",
videogame/videogames.yahoo.com/gc_r-racing-evolution.html,"Namco Bandai Games America, Inc.",Namco Ltd.,T (Teen)
videogame/videogames.yahoo.com/gc_wave-race-blue-storm.html,Nintendo,Nintendo Software Technology Corporation,E (Everyone)
videogame/videogames.yahoo.com/psp_spongebob-squarepants-the-yellow-avenger.html,THQ,Tantalus Interactive,E (Everyone)
videogame/videogames.yahoo.com/psp_cabelas-alaskan-adventures-canceled.html,Activision,,T (Teen)
videogame/videogames.yahoo.com/gc_star-wars-the-clone-wars.html,Lucas Arts,Pandemic Studios,T (Teen)
videogame/videogames.yahoo.com/psp_avatar-the-last-airbender.html,THQ,THQ Studio Australia (Studio Oz),E10+
videogame/videogames.yahoo.com/gc_barnyard.html,THQ,Blue Tongue Entertainment Limited,E10+
videogame/videogames.yahoo.com/psp_warriors-of-the-lost-empire.html,,Goshow,T (Teen)
videogame/videogames.yahoo.com/gc_pacman-world-2.html,"Namco Bandai Games America, Inc.",Namco Ltd.,E (Everyone)
videogame/videogames.yahoo.com/gc_allstar-baseball-2002.html,Acclaim,Acclaim Studios Austin,E (Everyone)
videogame/videogames.yahoo.com/psp_bomberman.html,"Konami Digital Entertainment, Inc. (KDEI)","Konami Digital Entertainment, Inc. (KDEI)",T (Teen)
