movie	allmovie	mpaa_rating	
1635	1	PG	
1636	1	PG13	
1637	1	R	
1638	1	PG	
1639	1	G	
1640	1	PG	
1641	1	R	
1642	1	PG	
1643	1	R	
1644	1	PG13	
1645	1	R	
1646	1	R	
1647	1	PG13	
1648	1	PG13	
1649	1	R	
1650	1	PG	
1651	1	PG13	
1652	1	PG	
1653	1	PG	
1654	1	R	
1655	1	R	
1656	1	PG13	
1657	1	PG13	
1658	1	R	
1659	1	PG	
1660	1	PG	
1661	1	PG	
1662	1	R	
1663	1	PG13	
1664	1	PG	
1665	1	PG13	
1666	1	R	
1667	1	R	
1668	1	R	
1669	1	PG	
1670	1	PG13	
1671	1	PG	
1672	1	NR	
1673	1	R	
1674	1	R	
1675	1	R	
1676	1	NC17	
1677	1	R	
1678	1	R	
1679	1	R	
1680	1	PG	
1681	1	R	
1682	1	PG13	
1683	1	PG13	
1684	1	PG	
1685	1	PG	
1686	1	R	
1687	1	R	
1688	1	R	
1689	1	PG	
1690	1	R	
1691	1	R	
1692	1	PG	
1693	1	NC17	
1694	1	PG13	
1695	1	NR	
1696	1	G	
1697	1	NR	
1698	1	G	
1699	1	G	
1700	1	PG13	
1701	1	PG	
1702	1	G	
1703	1	G	
1704	1	G	
1705	1	G	
1706	1	PG	
1707	1	G	
1708	1	PG13	
1709	1	G	
1710	1	PG	
1711	1	G	
1712	1	PG	
1713	1	PG	
1714	1	PG	
1715	1	R	
1716	1	R	
1717	1	R	
1718	1	PG	
1719	1	R	
1720	1	R	
1721	1	R	
1722	1	PG	
1723	1	PG13	
1724	1	PG	
1725	1	PG	
1726	1	PG	
1727	1	R	
1728	1	PG	
1729	1	R	
1730	1	R	
1731	1	PG13	
1732	1	R	
1733	1	R	
1734	1	PG13	
1735	1	R	
1736	1	R	
1737	1	PG13	
1738	1	PG13	
1739	1	R	
1740	1	R	
1741	1	R	
1742	1	PG13	
1743	1	R	
1744	1	PG	
1745	1	PG	
1746	1	R	
1747	1	PG13	
1748	1	R	
1749	1	R	
1750	1	NR	
1751	1	R	
1752	1	PG	
1753	1	R	
1754	1	R	
1755	1	R	
1756	1	G	
1757	1	R	
1758	1	PG	
1759	1	PG	
1760	1	PG13	
1761	1	NR	
1762	1	R	
1763	1	R	
1764	1	PG	
1765	1	R	
1766	1	NR	
1767	1	R	
1768	1	R	
1769	1	R	
1770	1	NR	
1771	1	R	
1772	1	R	
1773	1	NR	
1774	1	R	
1775	1	PG	
1776	1	R	
1777	1	G	
1778	1	R	
1779	1	R	
1780	1	PG	
1781	1	R	
1782	1	PG13	
1783	1	PG13	
1784	1	R	
1785	1	R	
1786	1	R	
1787	1	R	
1788	1	NR	
1789	1	R	
1790	1	R	
1791	1	G	
1792	1	R	
1793	1	PG	
1794	1	R	
1795	1	R	
1796	1	NR	
1797	1	R	
1798	1	R	
1799	1	R	
1800	1	R	
1801	1	R	
1802	1	PG	
1803	1	PG	
1804	1	R	
1805	1	PG13	
1806	1	R	
1807	1	G	
1808	1	PG13	
1809	1	PG	
1810	1	PG	
1811	1	R	
1812	1	PG13	
1813	1	R	
1814	1	R	
1815	1	R	
1816	1	PG	
1817	1	R	
1818	1	PG	
1819	1	NR	
1820	1	PG13	
1821	1	R	
1822	1	R	
1823	1	NR	
1824	1	R	
1825	1	R	
1826	1	R	
1827	1	R	
1828	1	NR	
1829	1	R	
1830	1	R	
1831	1	R	
1832	1	R	
1833	1	PG	
1834	1	PG	
1835	1	R	
1836	1	R	
1837	1	R	
1838	1	R	
1839	1	PG	
1840	1	R	
1841	1	PG	
1842	1	PG	
1843	1	R	
1844	1	PG	
1845	1	PG13	
1846	1	R	
1847	1	PG	
1848	1	PG	
1849	1	R	
1850	1	R	
1851	1	R	
1852	1	PG	
1853	1	PG	
1854	1	PG	
1855	1	R	
1856	1	PG	
1857	1	R	
1858	1	PG13	
1859	1	R	
1860	1	PG	
1861	1	R	
1862	1	R	
1863	1	R	
1864	1	NR	
1865	1	R	
1866	1	NR	
1867	1	R	
1868	1	R	
1869	1	PG13	
1870	1	PG	
1871	1	R	
1872	1	R	
1873	1	NR	
1874	1	R	
1875	1	PG13	
1876	1	R	
1877	1	R	
1878	1	PG	
1879	1	R	
1880	1	PG	
1881	1	NR	
1882	1	PG	
1883	1	PG13	
1884	1	R	
1885	1	PG	
1886	1	PG	
1887	1	PG	
1888	1	PG13	
1889	1	NR	
1890	1	PG	
1891	1	PG	
1892	1	PG	
1893	1	G	
1894	1	R	
1895	1	PG	
1896	1	R	
1897	1	PG	
1898	1	G	
1899	1	R	
1900	1	PG	
1901	1	R	
1902	1	R	
1903	1	PG	
1904	1	R	
1905	1	PG13	
1906	1	R	
1907	1	PG	
1908	1	PG	
1909	1	R	
1910	1	PG	
1911	1	PG	
1912	1	R	
1913	1	PG	
1914	1	PG	
1915	1	R	
1916	1	PG	
1917	1	R	
1918	1	PG	
1919	1	PG	
1920	1	PG	
1921	1	R	
1922	1	R	
1923	1	PG	
1924	1	PG13	
1925	1	PG	
1926	1	PG	
1927	1	PG	
1928	1	PG	
1929	1	PG	
1930	1	R	
1931	1	R	
1932	1	PG	
1933	1	PG	
1934	1	G	
1935	1	PG13	
1936	1	PG	
1937	1	R	
1938	1	PG	
1939	1	R	
1940	1	PG	
1941	1	PG13	
1942	1	PG	
1943	1	R	
1944	1	R	
1945	1	PG	
1946	1	R	
1947	1	PG13	
1948	1	PG	
1949	1	R	
1950	1	PG	
1951	1	R	
1952	1	R	
1953	1	R	
1954	1	PG13	
1955	1	PG13	
1956	1	PG	
1957	1	R	
1958	1	PG13	
1959	1	R	
1960	1	R	
1961	1	R	
1962	1	PG	
1963	1	PG13	
1964	1	PG	
1965	1	PG13	
1966	1	R	
1967	1	R	
1968	1	R	
1969	1	R	
1970	1	NR	
1971	1	PG13	
1972	1	PG13	
1973	1	R	
1974	1	R	
1975	1	PG13	
1976	1	R	
1977	1	R	
1978	1	PG	
1979	1	PG	
1980	1	PG	
1981	1	PG13	
1982	1	PG13	
1983	1	PG13	
1984	1	R	
1985	1	PG	
1986	1	R	
1987	1	NR	
1988	1	NR	
1989	1	PG13	
1990	1	PG	
1991	1	R	
1992	1	R	
1993	1	PG13	
1994	1	PG	
1995	1	PG13	
1996	1	R	
1997	1	R	
1998	1	R	
1999	1	R	
