url,NUMBER : value,NUMBER : var %,NUMBER : var $,NUMBER : open,NUMBER : high,NUMBER : low,NUMBER : volume,NUMBER : 52wk high,NUMBER : 52wk low
finance/www.quote.com/lxk.html,16.27,-0.73,-0.12,16.34,16.54,16.12,"1,431,131",37.01,14.815
finance/www.quote.com/lly.html,34.29,-0.26,-0.09,34.39,34.84,34.07,"5,266,112",49.78,27.21
finance/www.quote.com/lnc.html,17.75,-6.33,-1.20,18.70,18.77,17.20,"8,809,006",59.99,4.76
finance/www.quote.com/lltc.html,23.58,-0.59,-0.14,23.80,23.80,23.03,"3,893,778",34.49,17.69
finance/www.quote.com/liz.html,4.63,-8.86,-0.45,4.99,4.99,4.54,"1,680,533",20.14,1.46
finance/www.quote.com/lmt.html,82.77,0.67,0.55,81.69,82.88,81.61,"2,313,572",120.30,57.41
finance/www.quote.com/ltr.html,49.49,-1.32,-0.66,49.86,50.30,49.49,0,,
finance/www.quote.com/ldg.html,71.51,0.00,0.00,71.54,71.54,71.48,0,,
finance/www.quote.com/lpx.html,4.42,4.49,0.19,4.23,4.42,4.18,"1,445,798",11.75,1.03
finance/www.quote.com/low.html,19.85,-0.50,-0.10,19.86,19.93,19.54,"11,532,373",28.49,13.00
finance/www.quote.com/mar.html,24.01,-0.37,-0.09,23.89,24.20,23.63,"3,268,928",30.27,11.8816
finance/www.quote.com/mmc.html,20.64,0.29,0.06,20.55,20.66,20.30,"2,734,397",36.82,17.18
finance/www.quote.com/mso.html,3.27,0.62,0.02,3.25,3.33,3.21,"117,394",9.99,1.60
finance/www.quote.com/mas.html,9.93,-0.80,-0.08,9.96,10.06,9.64,"3,661,376",22.00,3.64
finance/www.quote.com/mat.html,16.28,-1.45,-0.24,16.27,16.43,16.00,"1,720,513",21.95,10.36
finance/www.quote.com/mxim.html,16.51,-0.54,-0.09,16.49,16.62,16.26,"4,515,517",22.80,10.72
finance/www.quote.com/may.html,6.51,-2.11,-0.14,6.59,6.59,6.51,"4,980",12.05,4.44
finance/www.quote.com/myg.html,24.21,3.35,0.785,24.21,24.21,24.21,0,,
finance/www.quote.com/mbi.html,5.85,0.17,0.01,5.71,5.95,5.71,"2,975,241",19.08,2.17
finance/www.quote.com/mdr.html,23.28,-3.16,-0.76,23.60,23.828,23.0619,"2,842,631",64.82,5.98
finance/www.quote.com/mcd.html,58.36,1.20,0.69,57.72,58.48,57.50,"7,063,106",67.00,45.79
finance/www.quote.com/mhp.html,31.99,0.25,0.08,31.72,31.99,31.32,"1,314,991",47.13,17.15
finance/www.quote.com/mck.html,42.98,-0.16,-0.07,42.93,43.16,42.24,"2,482,313",60.45,28.27
finance/www.quote.com/medx.html,7.28,-0.27,-0.02,7.21,7.39,7.21,"1,305,007",10.12,3.40
finance/www.quote.com/mdt.html,33.62,-0.36,-0.12,33.62,33.825,33.23,"6,295,951",56.97,24.06
finance/www.quote.com/mrk.html,26.08,-0.42,-0.11,26.12,27.07,25.68,"29,773,101",38.90,20.05
finance/www.quote.com/mdp.html,28.20,-1.40,-0.40,28.33,28.47,27.33,"307,894",31.31,10.60
finance/www.quote.com/mer.html,11.64,3.28,0.37,11.24,12.08,11.14,0,40.314,7.08
finance/www.quote.com/met.html,31.08,-2.94,-0.94,31.95,32.09,30.50,"6,122,305",65.50,11.37
finance/www.quote.com/mgm.html,7.13,2.15,0.15,7.07,7.15,6.71,"18,007,860",43.64,1.81
finance/www.quote.com/mtg.html,4.80,-2.24,-0.11,4.76,4.94,4.68,"1,528,315",12.50,0.6999
finance/www.quote.com/mgg.html,21.10,1.83,0.38,20.68,21.15,20.50,"164,853",23.82,11.28
finance/www.quote.com/mu.html,5.47,-2.15,-0.12,5.62,5.62,5.19,"18,814,634",7.92,1.59
finance/www.quote.com/msft.html,23.33,2.19,0.50,22.90,23.38,22.74,"50,963,461",29.57,14.87
finance/www.quote.com/mstr.html,48.80,-0.87,-0.43,49.01,49.04,48.16,"33,154",75.89,30.55
finance/www.quote.com/mil.html,67.48,-0.15,-0.10,67.25,67.62,66.79,"383,483",76.92,43.36
finance/www.quote.com/mmm.html,61.00,0.69,0.42,60.37,61.00,59.91,"3,228,967",76.53,40.87
finance/www.quote.com/molx.html,16.56,-1.84,-0.31,16.74,16.74,16.26,"928,289",27.99,9.68
finance/www.quote.com/jpm.html,35.13,0.54,0.19,34.86,35.44,34.80,"41,164,088",50.63,14.96
finance/www.quote.com/mot.html,6.73,-2.04,-0.14,6.73,6.81,6.55,"14,059,230",10.50,2.98
finance/www.quote.com/mygn.html,37.75,0.16,0.06,37.39,37.80,37.05,"1,055,716",47.08,22.275
finance/www.quote.com/ncc.html,1.81,0.00,0.00,1.79,1.94,1.77,0,6.88,1.25
finance/www.quote.com/nsm.html,13.59,-6.08,-0.88,14.20,14.32,13.20,"14,956,504",24.21,9.02
finance/www.quote.com/nav.html,45.89,0.20,0.09,45.73,46.15,45.00,"820,488",76.00,15.24
finance/www.quote.com/ncr.html,12.74,-1.09,-0.14,12.72,12.76,12.31,"1,724,897",28.09,6.62
finance/www.quote.com/ntap.html,20.14,1.10,0.22,19.59,20.16,19.32,"8,988,414",26.78,10.39
finance/www.quote.com/nyt.html,6.29,2.44,0.15,6.40,6.40,6.17,"513,614",16.97,3.44
finance/www.quote.com/nwl.html,10.80,-2.53,-0.28,11.03,11.07,10.38,"4,274,529",21.38,4.51
finance/www.quote.com/nem.html,42.71,-3.17,-1.40,43.20,43.36,42.15,"6,272,090",53.77,21.17
finance/www.quote.com/newp.html,6.75,1.66,0.11,6.60,6.75,6.43,"91,824",13.34,2.93
finance/www.quote.com/gas.html,35.22,0.63,0.22,34.80,35.36,34.42,"420,085",51.99,27.50
finance/www.quote.com/nke.html,56.61,-0.02,-0.01,56.42,56.99,55.645,"3,871,692",69.72,38.24
finance/www.quote.com/nok.html,15.68,-1.75,-0.28,15.69,15.69,15.35,"15,665,729",28.34,8.47
finance/www.quote.com/jwn.html,20.77,1.22,0.25,20.40,20.84,19.95,"3,978,207",37.00,6.61
finance/www.quote.com/nsc.html,41.23,1.93,0.78,40.39,41.40,40.03,"3,589,288",75.53,26.69
finance/www.quote.com/ntrs.html,55.19,-0.29,-0.16,55.09,55.49,54.44,"1,522,102",88.92,33.88
finance/www.quote.com/noc.html,48.72,1.14,0.55,47.85,49.02,47.80,"1,989,989",73.06,33.81
finance/www.quote.com/novl.html,4.15,0.24,0.01,4.07,4.18,4.07,"3,615,168",6.62,2.97
finance/www.quote.com/nvls.html,18.23,-0.98,-0.18,18.19,18.50,17.78,"2,569,543",23.50,10.26
finance/www.quote.com/nue.html,47.50,-3.00,-1.47,48.20,48.29,47.06,"4,133,900",79.24,25.25
finance/www.quote.com/nvda.html,11.51,-0.52,-0.06,11.40,11.55,11.14,"14,874,959",22.15,5.75
finance/www.quote.com/oxy.html,68.97,-2.35,-1.66,69.97,69.97,68.25,"5,535,343",92.49,39.93
finance/www.quote.com/odp.html,4.80,-2.64,-0.13,4.88,4.91,4.67,"6,745,725",13.04,0.59
finance/www.quote.com/omc.html,32.45,-0.28,-0.09,32.43,32.57,31.85,"1,426,295",47.58,20.09
finance/www.quote.com/oke.html,30.00,-1.12,-0.34,30.09,30.18,29.68,"633,361",50.42,18.10
finance/www.quote.com/onvi.html,5.38,-3.06,-0.17,5.31,6.15,5.26,"11,124",5.55,2.68
finance/www.quote.com/orcl.html,20.85,-0.43,-0.09,20.85,21.00,19.47,"23,154,762",23.62,13.80
finance/www.quote.com/osis.html,17.24,0.00,0.00,17.18,17.24,16.67,"88,048",25.56,10.15
finance/www.quote.com/oi.html,30.16,-0.03,-0.01,29.94,30.33,29.44,"2,867,553",53.01,9.53
finance/www.quote.com/pcar.html,33.27,-1.71,-0.58,33.54,33.94,32.81,"3,841,357",48.10,20.38
finance/www.quote.com/psun.html,3.57,-4.03,-0.15,3.74,3.76,3.54,"837,686",10.29,0.72
finance/www.quote.com/ptv.html,21.80,-1.98,-0.44,21.98,22.05,21.51,"1,362,551",28.49,10.62
finance/www.quote.com/pll.html,27.14,-1.52,-0.42,27.47,27.56,26.69,"1,671,035",43.19,18.20
finance/www.quote.com/pzza.html,25.10,0.80,0.20,24.78,25.17,24.41,"135,626",30.68,12.78
finance/www.quote.com/pmtc.html,12.30,2.76,0.33,11.92,12.30,11.89,"1,593,077",21.54,7.18
finance/www.quote.com/ph.html,46.19,-0.04,-0.02,45.92,46.20,45.31,"1,042,535",79.96,27.69
finance/www.quote.com/payx.html,27.57,-2.65,-0.75,27.88,27.97,26.95,"5,551,602",35.53,20.31
finance/www.quote.com/pss.html,13.85,0.22,0.03,13.95,13.95,13.10,"1,825,815",21.00,3.85
finance/www.quote.com/cra.html,7.94,-3.52,-0.29,8.19,8.38,7.81,"593,460",17.56,5.03
finance/www.quote.com/jcp.html,29.16,4.44,1.24,27.67,29.24,27.60,"5,961,187",44.20,13.71
finance/www.quote.com/psft.html,0.58,1.75,0.01,0.57,0.58,0.57,"28,000",1.20,0.35
finance/www.quote.com/pby.html,9.70,-1.92,-0.19,9.77,10.08,9.58,"2,223,253",10.36,2.62
finance/www.quote.com/pbg.html,33.57,1.94,0.64,32.89,33.75,32.80,"2,358,499",34.83,15.78
finance/www.quote.com/pep.html,53.65,1.28,0.68,52.85,53.85,52.60,"5,958,398",75.25,45.39
finance/www.quote.com/pki.html,17.32,0.00,0.00,16.96,17.42,16.96,"766,069",29.95,10.88
finance/www.quote.com/pfe.html,14.76,0.89,0.13,14.57,15.066,14.51,"74,231,441",20.13,11.62
finance/www.quote.com/pcg.html,38.04,0.74,0.28,37.68,38.26,37.31,"2,799,173",42.98,26.67
finance/www.quote.com/mo.html,16.64,-1.25,-0.21,16.80,16.89,16.52,"19,467,798",21.86,14.34
finance/www.quote.com/phg.html,19.21,-0.83,-0.16,19.08,19.26,18.93,"551,559",37.21,13.91
finance/www.quote.com/pnw.html,29.77,2.27,0.66,28.94,29.96,28.58,"1,443,583",37.88,22.32
finance/www.quote.com/pbi.html,22.06,-0.50,-0.11,22.10,22.19,21.79,"1,245,892",39.98,17.62
finance/www.quote.com/plug.html,1.05,-7.89,-0.09,1.13,1.1301,1.02,"619,582",2.95,0.64
finance/www.quote.com/pmcs.html,7.76,-4.32,-0.35,8.06,8.08,7.67,"4,396,019",9.95,2.82
finance/www.quote.com/pnc.html,41.34,-2.57,-1.09,42.17,42.67,41.00,"6,179,401",87.99,16.20
finance/www.quote.com/rl.html,53.45,-1.96,-1.07,53.91,54.25,52.33,"1,468,523",82.02,31.22
finance/www.quote.com/pch.html,27.30,1.49,0.40,26.52,27.44,26.50,"643,754",54.79,18.00
finance/www.quote.com/pwav.html,1.62,0.62,0.01,1.59,1.65,1.5603,"979,791",5.30,0.22
finance/www.quote.com/ppg.html,45.13,-0.70,-0.32,45.76,45.76,44.88,"2,123,742",69.89,28.16
finance/www.quote.com/ppl.html,33.30,0.39,0.13,33.08,33.51,32.66,"2,087,775",54.00,24.25
finance/www.quote.com/px.html,74.74,-1.54,-1.17,75.68,75.68,73.53,"1,644,456",99.74,47.40
finance/www.quote.com/pcln.html,115.31,-0.26,-0.30,115.29,115.99,113.19,"661,651",134.50,45.15
finance/www.quote.com/pg.html,52.55,1.04,0.54,51.88,52.77,51.73,"10,352,651",73.57,43.93
finance/www.quote.com/pgr.html,15.53,-2.76,-0.44,16.085,16.085,15.35,"6,138,160",21.31,9.76
finance/www.quote.com/pdli.html,7.91,1.93,0.15,7.78,7.95,7.74,"1,492,645",12.70,5.20
finance/www.quote.com/peg.html,32.54,-0.70,-0.23,32.65,32.96,31.97,"3,378,106",47.33,22.09
finance/www.quote.com/phm.html,8.82,-0.56,-0.05,8.87,8.94,8.63,"6,035,841",20.13,6.49
finance/www.quote.com/qlgc.html,13.74,-0.87,-0.12,13.77,13.87,13.38,"1,720,843",20.21,8.69
finance/www.quote.com/qlti.html,2.46,1.65,0.04,2.47,2.48,2.37,"215,773",4.09,1.40
finance/www.quote.com/qcom.html,46.05,0.15,0.07,46.14,46.39,45.08,"13,902,761",56.88,28.16
finance/www.quote.com/qsft.html,14.16,0.85,0.12,13.88,14.21,13.84,"557,366",16.23,10.31
finance/www.quote.com/zqk.html,2.37,-2.07,-0.05,2.45,2.45,2.32,"1,371,656",10.34,0.80
finance/www.quote.com/rsh.html,15.11,1.96,0.29,14.91,15.20,14.57,"4,992,141",19.90,6.47
finance/www.quote.com/rmbs.html,17.39,15.24,2.30,16.84,17.81,16.55,"9,248,994",21.87,4.95
finance/www.quote.com/rtn.html,45.31,-0.79,-0.36,45.57,45.69,44.93,"3,442,712",64.00,33.20
finance/www.quote.com/regn.html,16.36,1.80,0.29,15.93,16.42,15.68,"332,393",25.00,11.81
finance/www.quote.com/rimm.html,83.02,-2.83,-2.42,84.77,84.87,82.60,"15,230,400",148.13,35.05
finance/www.quote.com/rmd.html,40.11,1.93,0.76,39.26,40.13,39.01,"645,935",50.58,28.90
finance/www.quote.com/rfmd.html,3.57,4.08,0.14,3.48,3.59,3.33,"9,018,950",3.98,0.6999
finance/www.quote.com/rok.html,33.44,0.30,0.10,32.99,33.44,32.61,"791,742",56.12,17.50
finance/www.quote.com/roh.html,78.94,0.13,0.10,78.86,78.96,78.81,0,,
finance/www.quote.com/rdc.html,23.19,-1.90,-0.45,23.33,23.33,22.55,"2,978,351",47.94,10.28
finance/www.quote.com/swy.html,21.26,1.33,0.28,20.80,21.28,20.80,"3,925,092",31.3925,17.19
finance/www.quote.com/slab.html,37.86,-1.07,-0.41,37.99,37.99,36.985,"652,113",39.235,17.05
finance/www.quote.com/sndk.html,15.55,-0.96,-0.15,15.61,15.61,14.88,"6,995,196",24.97,5.07
finance/www.quote.com/sanm.html,0.6699,1.50,0.0099,0.66,0.679,0.6501,"1,122,889",2.66,0.18
finance/www.quote.com/sape.html,5.64,0.18,0.01,5.56,5.71,5.50,"485,840",9.97,3.25
finance/www.quote.com/sle.html,9.01,-0.99,-0.09,9.07,9.13,8.95,"5,668,991",15.07,6.80
finance/www.quote.com/slb.html,60.27,-3.07,-1.91,60.96,61.19,59.21,"11,039,292",111.951,35.05
finance/www.quote.com/sch.html,367.34,-0.37,-1.36,367.81,367.81,367.19,,,
finance/www.quote.com/sfa.html,7.97,0.25,0.02,7.98,7.98,7.96,"3,321",9.38,5.12
finance/www.quote.com/see.html,19.12,-0.31,-0.06,19.09,19.22,18.80,"762,709",25.32,10.38
finance/www.quote.com/sre.html,49.04,1.26,0.61,48.11,49.15,47.66,"1,073,506",58.99,34.29
finance/www.quote.com/shw.html,55.10,-0.25,-0.14,55.32,55.45,54.25,"1,024,100",65.00,42.19
finance/www.quote.com/sial.html,50.35,-0.94,-0.48,50.53,50.75,49.97,"852,846",62.74,31.4518
finance/www.quote.com/skx.html,9.58,0.42,0.04,9.46,9.58,9.37,"261,667",24.00,5.20
finance/www.quote.com/slm.html,8.69,3.33,0.28,8.40,8.85,8.35,"9,280,216",25.05,3.11
finance/www.quote.com/sna.html,32.15,0.44,0.14,32.01,32.19,31.45,"442,359",60.32,20.51
finance/www.quote.com/sne.html,27.29,-0.47,-0.13,27.01,27.34,27.00,"384,385",49.91,15.64
finance/www.quote.com/so.html,30.55,2.14,0.64,29.94,30.80,29.61,"5,345,735",40.00,26.48
finance/www.quote.com/luv.html,6.61,-0.45,-0.03,6.63,6.73,6.53,"8,957,884",16.77,4.95
finance/www.quote.com/stj.html,37.85,-0.55,-0.21,38.00,38.50,37.65,"4,314,297",48.49,24.98
finance/www.quote.com/swk.html,37.21,0.43,0.16,36.68,37.26,36.33,"561,483",49.58,22.61
finance/www.quote.com/spls.html,21.13,2.87,0.59,20.46,21.16,20.26,"11,851,058",26.57,13.57
finance/www.quote.com/sbux.html,14.55,2.03,0.29,14.17,14.56,14.02,"10,849,644",18.56,7.06
finance/www.quote.com/stt.html,47.56,-0.02,-0.01,47.18,47.89,46.92,"4,130,792",74.85,14.43
finance/www.quote.com/sun.html,26.43,-2.29,-0.62,26.59,26.73,26.15,"3,219,857",49.44,21.30
finance/www.quote.com/sti.html,16.69,-0.54,-0.09,16.68,17.29,16.51,"7,441,752",64.00,6.00
finance/www.quote.com/svu.html,16.38,-1.74,-0.29,16.55,16.63,16.02,"2,749,203",33.98,8.59
finance/www.quote.com/sbl.html,11.59,0.09,0.01,11.59,11.59,11.59,"7,000",11.68,9.74
finance/www.quote.com/snv.html,3.60,7.14,0.24,3.35,3.69,3.25,"6,058,951",23.70,2.30
finance/www.quote.com/syy.html,23.94,1.01,0.24,23.63,23.94,23.42,"2,736,934",35.00,19.39
finance/www.quote.com/trow.html,43.16,-0.53,-0.23,43.21,43.25,42.37,"1,900,905",70.20,20.09
finance/www.quote.com/tgt.html,40.38,2.10,0.83,39.64,40.46,39.01,"6,898,273",59.55,25.00
finance/www.quote.com/tlab.html,5.82,-0.85,-0.05,5.86,5.91,5.76,"4,698,654",6.02,3.10
finance/www.quote.com/tin.html,13.00,0.54,0.07,12.78,13.00,12.65,"1,840,750",20.49,2.34
finance/www.quote.com/thc.html,3.06,-12.32,-0.43,3.45,3.45,3.03,"17,566,214",6.70,0.78
finance/www.quote.com/ter.html,7.05,-2.08,-0.15,7.19,7.19,6.85,"4,803,462",12.01,2.80
finance/www.quote.com/txn.html,20.79,-0.24,-0.05,20.77,20.8105,20.20,"15,724,454",30.66,13.38
finance/www.quote.com/txt.html,11.48,2.23,0.25,11.18,11.55,11.08,"3,680,815",59.33,3.57
finance/www.quote.com/ltd.html,12.81,4.32,0.53,12.32,12.83,12.00,"5,233,435",22.16,5.98
finance/www.quote.com/tmo.html,41.79,-0.19,-0.08,41.54,42.01,41.29,"3,079,945",62.77,26.65
finance/www.quote.com/tnb.html,31.98,-1.78,-0.58,32.20,32.20,30.90,"378,084",48.19,15.79
finance/www.quote.com/tibx.html,6.53,-1.80,-0.12,6.62,6.69,6.48,"1,336,878",8.78,3.45
finance/www.quote.com/tbl.html,14.43,-2.76,-0.41,14.71,14.71,13.94,"321,009",19.41,7.19
finance/www.quote.com/tkr.html,18.87,-1.82,-0.35,19.10,19.10,18.59,"409,722",37.46,9.88
finance/www.quote.com/tjx.html,30.73,2.60,0.78,29.78,30.86,29.36,"4,603,298",37.52,17.80
finance/www.quote.com/tmk.html,38.29,-2.62,-1.03,39.18,39.20,37.74,"919,050",66.00,16.16
finance/www.quote.com/tm.html,78.84,-0.30,-0.24,78.65,78.84,78.00,"232,484",104.40,55.41
finance/www.quote.com/rig.html,82.58,-2.45,-2.07,83.19,83.67,81.60,"4,270,806",154.90,41.95
finance/www.quote.com/yum.html,35.01,2.37,0.81,34.08,35.05,33.98,"3,777,249",40.25,21.50
finance/www.quote.com/tup.html,26.37,-0.72,-0.19,26.42,26.61,25.8305,"452,093",41.33,10.91
finance/www.quote.com/tyc.html,27.47,-0.40,-0.11,27.27,27.62,27.15,"2,550,875",46.26,15.17
finance/www.quote.com/usb.html,18.58,1.20,0.22,18.26,18.63,18.26,"16,879,942",42.23,8.06
finance/www.quote.com/un.html,24.61,-2.30,-0.58,24.42,24.65,24.265,"2,944,492",31.17,16.91
finance/www.quote.com/unp.html,54.36,2.26,1.20,52.78,54.41,52.66,"3,951,803",85.80,33.28
finance/www.quote.com/uis.html,1.48,2.78,0.04,1.48,1.48,1.40,"1,575,014",4.70,0.28
finance/www.quote.com/ups.html,50.53,-2.41,-1.25,51.60,51.74,50.08,"5,606,421",70.00,37.99
finance/www.quote.com/usm.html,41.01,-0.65,-0.27,40.70,41.07,39.83,"122,103",63.00,27.18
finance/www.quote.com/utx.html,55.84,0.52,0.29,55.34,55.97,54.77,"3,611,648",69.37,37.40
finance/www.quote.com/unh.html,24.21,0.67,0.16,23.80,24.43,23.48,"15,141,376",33.49,14.51
finance/www.quote.com/uvv.html,36.89,-1.42,-0.53,37.36,37.47,36.53,"170,532",56.00,25.35
finance/www.quote.com/unm.html,16.86,-0.88,-0.15,16.96,16.96,16.47,"2,619,778",28.05,7.61
finance/www.quote.com/ust.html,69.46,0.00,0.00,69.44,69.48,69.43,0,69.48,49.28
finance/www.quote.com/mro.html,32.42,-1.28,-0.42,32.18,32.52,31.93,"5,648,860",53.98,19.34
finance/www.quote.com/x.html,39.32,-6.00,-2.51,40.92,41.17,38.80,"26,734,964",196.00,16.66
finance/www.quote.com/utsi.html,1.93,-10.23,-0.22,2.01,2.09,1.90,"782,965",5.94,0.63
finance/www.quote.com/vrsn.html,19.24,0.00,0.00,19.24,19.40,18.92,"4,018,186",41.03,16.23
finance/www.quote.com/vz.html,29.92,0.57,0.17,29.69,30.06,29.61,"22,900,955",37.56,23.07
finance/www.quote.com/vrts.html,15.67,1.23,0.19,15.80,15.80,15.30,"6,036",16.70,3.78
finance/www.quote.com/vfc.html,58.40,-1.53,-0.91,59.19,59.33,58.15,"1,223,938",84.60,38.22
finance/www.quote.com/via.html,25.00,-0.24,-0.06,24.77,25.02,24.33,"59,543",33.87,13.00
finance/www.quote.com/vc.html,0.02,-71.43,-0.05,0.0603,0.08,0.02,0,,
finance/www.quote.com/vod.html,19.00,0.32,0.06,18.88,19.05,18.72,"1,811,177",31.21,15.30
finance/www.quote.com/vmc.html,47.20,10.54,4.50,42.93,47.21,42.93,"13,891,676",100.25,34.30
finance/www.quote.com/wb.html,5.54,-3.32,-0.19,5.66,5.98,5.54,0,24.00,0.75
finance/www.quote.com/wag.html,31.18,0.81,0.25,30.84,31.18,30.58,"4,511,648",37.85,21.28
finance/www.quote.com/wmt.html,49.84,1.05,0.52,49.35,49.86,49.21,"15,339,150",63.85,46.25
finance/www.quote.com/wm.html,0.1604,-90.51,-1.5296,0.18,2.40,0.148,0,36.47,0.148
finance/www.quote.com/wmi.html,28.60,0.14,0.04,28.48,28.67,28.19,"2,111,465",39.25,22.10
finance/www.quote.com/wpi.html,29.91,0.20,0.06,29.77,30.01,29.35,"830,396",32.95,20.17
finance/www.quote.com/wlp.html,46.72,2.48,1.13,45.46,47.70,45.15,"4,596,562",57.86,27.50
finance/www.quote.com/wfc.html,25.48,1.84,0.46,24.92,25.50,24.78,"49,009,859",44.69,7.80
finance/www.quote.com/wen.html,3.98,0.25,0.01,3.95,4.13,3.83,"18,741,001",7.34,2.63
finance/www.quote.com/wy.html,34.18,-1.04,-0.36,34.16,34.3001,33.51,"1,369,282",65.50,18.67
finance/www.quote.com/whr.html,43.73,2.03,0.87,42.37,43.73,41.97,"1,579,721",91.87,19.19
finance/www.quote.com/wmb.html,17.31,-1.87,-0.33,17.47,17.57,17.20,"5,026,146",40.75,9.52
finance/www.quote.com/wor.html,14.85,-2.17,-0.33,15.04,15.23,14.31,"580,540",26.14,6.99
finance/www.quote.com/wwy.html,79.97,0.25,0.20,79.76,79.99,79.64,0,,
finance/www.quote.com/wwe.html,13.59,0.52,0.07,13.46,13.59,13.14,"121,354",17.13,8.76
finance/www.quote.com/xrx.html,6.98,-0.29,-0.02,6.97,7.14,6.80,"5,265,678",14.62,4.12
finance/www.quote.com/xlnx.html,20.91,-2.43,-0.52,21.28,21.39,20.44,"9,045,731",28.20,14.28
finance/www.quote.com/yhoo.html,16.40,1.30,0.21,16.17,16.47,16.10,"16,971,672",26.33,8.94
finance/www.quote.com/zigo.html,5.44,-4.56,-0.26,5.67,5.72,5.33,"24,620",13.79,3.06
