url,NUMBER : value,NUMBER : var %,NUMBER : var $,NUMBER : open,NUMBER : high,NUMBER : low,NUMBER : volume,NUMBER : 52wk low,NUMBER : 52wk high
finance/quote.barchart.com/ksws.html,8.86,-0.78 %,-0.07,8.88,8.91,8.51,69300,6.44,12.13
finance/quote.barchart.com/kyo.html,76.94,-1.51 %,-1.18,77.15,77.29,76.45,160800,52.56,82.03
finance/quote.barchart.com/lrcx.html,25.64,-0.47 %,-0.12,26.02,26.02,24.81,1990900,18.24,29.23
finance/quote.barchart.com/leg.html,15.50,-1.59 %,-0.25,15.61,15.76,15.22,1531500,9.66,16.41
finance/quote.barchart.com/lxk.html,16.27,-0.73 %,-0.12,16.34,16.54,16.12,1431100,14.82,29.16
finance/quote.barchart.com/lly.html,34.29,-0.26 %,-0.09,34.39,34.84,34.07,5266100,26.84,39.69
finance/quote.barchart.com/lnc.html,17.75,-6.33 %,-1.20,18.70,18.77,17.20,8809000,4.89,25.34
finance/quote.barchart.com/lltc.html,23.58,-0.59 %,-0.14,23.80,23.80,23.03,3893700,20.26,25.45
finance/quote.barchart.com/liz.html,4.63,-8.86 %,-0.45,4.99,4.99,4.54,1680500,1.61,6.55
finance/quote.barchart.com/lmt.html,82.77,+0.67 %,+0.55,81.69,82.88,81.61,2313500,57.01,87.06
finance/quote.barchart.com/lpx.html,4.42,+4.49 %,+0.19,4.23,4.42,4.18,1445700,1.03,5.10
finance/quote.barchart.com/low.html,19.85,-0.50 %,-0.10,19.86,19.93,19.54,11532300,12.95,22.98
finance/quote.barchart.com/mar.html,24.01,-0.37 %,-0.09,23.89,24.20,23.63,3268900,12.16,25.23
finance/quote.barchart.com/mmc.html,20.64,+0.29 %,+0.06,20.55,20.66,20.30,2734300,17.01,24.64
finance/quote.barchart.com/mso.html,3.27,+0.62 %,+0.02,3.25,3.33,3.21,117300,1.60,4.08
finance/quote.barchart.com/mas.html,9.93,-0.80 %,-0.08,9.96,10.06,9.64,3661300,3.61,11.69
finance/quote.barchart.com/mat.html,16.28,-1.45 %,-0.24,16.27,16.43,16.00,1720500,10.36,16.85
finance/quote.barchart.com/mxim.html,16.51,-0.54 %,-0.09,16.49,16.62,16.26,4515500,10.86,16.94
finance/quote.barchart.com/may.html,6.51,-2.11 %,-0.14,6.59,6.59,6.51,4900,4.44,6.65
finance/quote.barchart.com/mbi.html,5.85,+0.17 %,+0.01,5.71,5.95,5.71,2975200,2.17,7.90
finance/quote.barchart.com/mdr.html,23.28,-3.16 %,-0.76,23.59,23.83,23.06,2842500,9.10,24.38
finance/quote.barchart.com/mcd.html,58.36,+1.20 %,+0.69,57.67,58.48,57.50,7063000,50.03,63.35
finance/quote.barchart.com/mhp.html,31.99,+0.25 %,+0.08,31.61,31.99,31.32,1314900,17.10,33.84
finance/quote.barchart.com/mck.html,42.98,-0.16 %,-0.07,42.93,43.16,42.24,2482300,33.04,46.23
finance/quote.barchart.com/medx.html,7.28,-0.27 %,-0.02,7.21,7.39,7.21,1305000,3.40,7.59
finance/quote.barchart.com/mdt.html,33.62,-0.36 %,-0.12,33.62,33.83,33.23,6295900,23.91,36.05
finance/quote.barchart.com/mrk.html,26.08,-0.42 %,-0.11,26.12,27.07,25.68,29772102,19.78,30.71
finance/quote.barchart.com/mdp.html,28.20,-1.40 %,-0.40,28.33,28.47,27.33,307800,10.52,30.10
finance/quote.barchart.com/met.html,31.08,-2.94 %,-0.94,31.95,32.09,30.50,6122300,11.37,37.39
finance/quote.barchart.com/mgm.html,7.13,+2.15 %,+0.15,7.02,7.15,6.71,17987199,1.81,16.89
finance/quote.barchart.com/mtg.html,4.80,-2.24 %,-0.11,4.76,4.94,4.68,1528300,0.70,5.90
finance/quote.barchart.com/mgg.html,21.10,+1.83 %,+0.38,20.68,21.15,20.50,164800,13.43,22.25
finance/quote.barchart.com/mu.html,5.47,-2.15 %,-0.12,5.62,5.62,5.19,18813600,2.55,5.93
finance/quote.barchart.com/msft.html,23.33,+2.19 %,+0.50,22.90,23.38,22.74,50963398,14.78,
finance/quote.barchart.com/mstr.html,48.80,-0.87 %,-0.43,48.84,49.04,48.16,33100,32.45,49.85
finance/quote.barchart.com/mil.html,67.48,-0.15 %,-0.10,67.25,67.62,66.79,383400,49.67,68.22
finance/quote.barchart.com/mmm.html,61.00,+0.69 %,+0.42,60.37,61.00,59.91,3228900,40.52,61.46
finance/quote.barchart.com/molx.html,16.56,-1.84 %,-0.31,16.57,16.74,16.26,928200,9.58,17.32
finance/quote.barchart.com/jpm.html,35.13,+0.54 %,+0.19,34.86,35.44,34.80,41157801,14.94,38.94
finance/quote.barchart.com/mot.html,6.73,-2.04 %,-0.14,6.80,6.81,6.55,14059200,2.98,6.94
finance/quote.barchart.com/mygn.html,37.75,+0.16 %,+0.06,37.39,37.80,37.05,1055700,30.10,47.08
finance/quote.barchart.com/nsm.html,13.59,-6.08 %,-0.88,14.32,14.32,13.20,14956500,8.99,14.91
finance/quote.barchart.com/nav.html,45.89,+0.20 %,+0.09,45.73,46.15,45.00,820400,21.58,47.23
finance/quote.barchart.com/ncr.html,12.74,-1.09 %,-0.14,12.72,12.76,12.31,1724800,6.62,15.24
finance/quote.barchart.com/ntap.html,20.14,+1.10 %,+0.22,19.59,20.16,19.32,8988400,12.39,20.95
finance/quote.barchart.com/nyt.html,6.29,+2.44 %,+0.15,6.40,6.40,6.17,513600,3.44,7.81
finance/quote.barchart.com/nwl.html,10.80,-2.53 %,-0.28,11.03,11.07,10.38,4274500,4.49,12.15
finance/quote.barchart.com/nem.html,42.71,-3.17 %,-1.40,43.20,43.36,42.15,6272000,34.24,49.74
finance/quote.barchart.com/newp.html,6.75,+1.66 %,+0.11,6.43,6.75,6.43,91800,2.93,6.88
finance/quote.barchart.com/gas.html,35.22,+0.63 %,+0.22,34.80,35.36,34.42,420000,27.13,35.85
finance/quote.barchart.com/nke.html,56.61,-0.02 %,-0.01,56.42,56.99,55.65,3871600,38.08,59.69
finance/quote.barchart.com/nok.html,15.68,-1.75 %,-0.28,15.69,15.69,15.35,15665500,8.26,16.58
finance/quote.barchart.com/jwn.html,20.77,+1.22 %,+0.25,20.40,20.84,19.95,3978200,10.98,24.82
finance/quote.barchart.com/nsc.html,41.23,+1.93 %,+0.78,40.39,41.40,40.03,3589200,26.43,49.23
finance/quote.barchart.com/ntrs.html,55.19,-0.29 %,-0.16,55.09,55.49,54.44,1522100,42.86,65.75
finance/quote.barchart.com/noc.html,48.72,+1.14 %,+0.55,47.85,49.02,47.80,1989900,33.51,50.30
finance/quote.barchart.com/novl.html,4.15,+0.24 %,+0.01,4.07,4.18,4.07,3615100,2.97,4.66
finance/quote.barchart.com/nvls.html,18.23,-0.98 %,-0.18,18.19,18.50,17.78,2569500,11.43,19.16
finance/quote.barchart.com/nue.html,47.50,-3.00 %,-1.47,48.20,48.29,47.06,4133800,29.59,49.82
finance/quote.barchart.com/nvda.html,11.51,-0.52 %,-0.06,11.40,11.55,11.14,14874900,7.08,12.39
finance/quote.barchart.com/oxy.html,68.97,-2.35 %,-1.66,69.97,69.97,68.25,5535300,46.97,71.59
finance/quote.barchart.com/odp.html,4.80,-2.64 %,-0.13,4.88,4.91,4.67,6745700,0.59,5.37
finance/quote.barchart.com/omc.html,32.45,-0.28 %,-0.09,32.43,32.57,31.85,1426200,20.00,33.06
finance/quote.barchart.com/oke.html,30.00,-1.12 %,-0.34,30.18,30.18,29.68,633300,17.82,30.85
finance/quote.barchart.com/onvi.html,5.38,-3.06 %,-0.17,5.31,6.15,5.26,11100,2.68,
finance/quote.barchart.com/orcl.html,20.85,-0.43 %,-0.09,20.85,21.00,19.47,23154701,13.77,21.20
finance/quote.barchart.com/osis.html,17.24,unch %,unch,17.18,17.24,16.67,88000,11.01,19.48
finance/quote.barchart.com/oi.html,30.16,-0.03 %,-0.01,29.94,30.33,29.44,2867500,9.53,31.00
finance/quote.barchart.com/pcar.html,33.27,-1.71 %,-0.58,33.91,33.94,32.81,3841300,20.26,36.68
finance/quote.barchart.com/psun.html,3.57,-4.03 %,-0.15,3.74,3.76,3.54,837600,0.72,4.88
finance/quote.barchart.com/ptv.html,21.80,-1.98 %,-0.44,21.98,22.05,21.51,1362500,10.62,25.31
finance/quote.barchart.com/pll.html,27.14,-1.52 %,-0.42,27.47,27.56,26.69,1671000,18.09,29.13
finance/quote.barchart.com/pzza.html,25.10,+0.80 %,+0.20,24.60,25.17,24.41,135200,15.31,29.25
finance/quote.barchart.com/pmtc.html,12.30,+2.76 %,+0.33,11.90,12.30,11.89,1593000,7.18,13.41
finance/quote.barchart.com/ph.html,46.19,-0.04 %,-0.02,45.92,46.20,45.31,1042500,27.54,48.45
finance/quote.barchart.com/payx.html,27.57,-2.65 %,-0.75,27.89,27.97,26.95,5551600,20.08,28.65
finance/quote.barchart.com/pss.html,13.85,+0.22 %,+0.03,13.95,13.95,13.10,1825800,7.11,16.74
finance/quote.barchart.com/cra.html,7.94,-3.52 %,-0.29,8.19,8.38,7.81,593400,5.03,11.71
finance/quote.barchart.com/jcp.html,29.16,+4.44 %,+1.24,27.67,29.24,27.60,5961100,13.59,32.89
finance/quote.barchart.com/psft.html,0.5800,+1.75 %,+0.0100,0.5700,0.5800,0.5700,28000,0.3500,0.6800
finance/quote.barchart.com/pby.html,9.70,-1.92 %,-0.19,9.77,10.08,9.58,2223200,2.61,10.12
finance/quote.barchart.com/pbg.html,33.57,+1.94 %,+0.64,32.89,33.75,32.80,2358400,16.57,34.65
finance/quote.barchart.com/pep.html,53.65,+1.28 %,+0.68,52.85,53.85,52.60,5958300,45.02,55.97
finance/quote.barchart.com/pki.html,17.32,unch %,unch,16.96,17.42,16.96,766000,10.83,17.76
finance/quote.barchart.com/pfe.html,14.76,+0.89 %,+0.13,14.57,15.07,14.51,74231398,11.49,17.89
finance/quote.barchart.com/pcg.html,38.04,+0.74 %,+0.28,37.68,38.26,37.31,2799100,34.14,40.64
finance/quote.barchart.com/mo.html,16.64,-1.25 %,-0.21,16.80,16.89,16.52,19467100,13.95,17.29
finance/quote.barchart.com/phg.html,19.21,-0.83 %,-0.16,19.08,19.26,18.93,551500,13.24,20.44
finance/quote.barchart.com/pnw.html,29.77,+2.27 %,+0.66,28.94,29.96,28.58,1443500,21.89,34.45
finance/quote.barchart.com/pbi.html,22.06,-0.50 %,-0.11,22.10,22.19,21.79,1245800,17.33,26.57
finance/quote.barchart.com/plug.html,1.05,-7.89 %,-0.09,1.13,1.13,1.02,619500,0.68,1.22
finance/quote.barchart.com/pmcs.html,7.76,-4.32 %,-0.35,8.06,8.08,7.67,4396000,4.17,8.51
finance/quote.barchart.com/pnc.html,41.34,-2.57 %,-1.09,42.17,42.67,41.00,6178900,16.15,53.22
finance/quote.barchart.com/rl.html,53.45,-1.96 %,-1.07,53.91,54.25,52.33,1468500,31.60,59.51
finance/quote.barchart.com/pch.html,27.30,+1.49 %,+0.40,26.52,27.44,26.50,643700,17.67,30.83
finance/quote.barchart.com/pwav.html,1.62,+0.62 %,+0.01,1.62,1.65,1.56,979700,0.22,1.68
finance/quote.barchart.com/ppg.html,45.13,-0.70 %,-0.32,45.76,45.76,44.88,2123700,27.84,46.91
finance/quote.barchart.com/ppl.html,33.30,+0.39 %,+0.13,33.08,33.51,32.66,2087700,24.00,34.07
finance/quote.barchart.com/px.html,74.74,-1.54 %,-1.17,75.68,75.68,73.53,1644400,53.00,77.21
finance/quote.barchart.com/pcln.html,115.31,-0.26 %,-0.30,115.29,115.99,113.19,661600,64.95,119.14
finance/quote.barchart.com/pg.html,52.55,+1.04 %,+0.54,51.88,52.77,51.73,10352601,43.56,62.00
finance/quote.barchart.com/pgr.html,15.53,-2.76 %,-0.44,16.09,16.09,15.35,6138100,9.76,17.00
finance/quote.barchart.com/pdli.html,7.91,+1.93 %,+0.15,7.78,7.95,7.74,1492600,5.13,7.98
finance/quote.barchart.com/peg.html,32.54,-0.70 %,-0.23,32.65,32.96,31.97,3378100,23.41,33.60
finance/quote.barchart.com/phm.html,8.82,-0.56 %,-0.05,8.87,8.94,8.63,6032700,7.71,12.90
finance/quote.barchart.com/qlgc.html,13.74,-0.87 %,-0.12,13.77,13.87,13.38,1720500,8.82,14.76
finance/quote.barchart.com/qlti.html,2.46,+1.65 %,+0.04,2.47,2.48,2.37,215700,1.40,2.65
finance/quote.barchart.com/qcom.html,46.05,+0.15 %,+0.07,46.14,46.39,45.08,13899399,32.39,46.47
finance/quote.barchart.com/qsft.html,14.16,+0.85 %,+0.12,13.88,14.21,13.84,557300,10.41,14.78
finance/quote.barchart.com/zqk.html,2.37,-2.07 %,-0.05,2.41,2.45,2.32,1371500,0.91,3.83
finance/quote.barchart.com/rsh.html,15.11,+1.96 %,+0.29,14.91,15.20,14.57,4991800,6.47,
finance/quote.barchart.com/rmbs.html,17.39,+15.24 %,+2.30,16.71,17.81,16.55,9248899,5.99,18.70
finance/quote.barchart.com/rtn.html,45.31,-0.79 %,-0.36,45.57,45.69,44.93,3442700,32.95,52.59
finance/quote.barchart.com/regn.html,16.36,+1.80 %,+0.29,15.93,16.42,15.68,332300,11.81,20.08
finance/quote.barchart.com/rimm.html,83.02,-2.83 %,-2.42,84.77,84.87,82.60,15230400,35.05,86.00
finance/quote.barchart.com/rmd.html,40.11,+1.93 %,+0.76,39.26,40.13,39.01,645900,31.49,43.49
finance/quote.barchart.com/rfmd.html,3.57,+4.08 %,+0.14,3.48,3.59,3.33,9018899,0.73,
finance/quote.barchart.com/rok.html,33.44,+0.30 %,+0.10,32.99,33.44,32.61,791700,17.34,35.23
finance/quote.barchart.com/rdc.html,23.19,-1.90 %,-0.45,23.33,23.33,22.55,2978300,10.28,23.90
finance/quote.barchart.com/r.html,30.39,-2.28 %,-0.71,30.84,31.18,29.53,1011700,18.83,40.58
finance/quote.barchart.com/swy.html,21.26,+1.33 %,+0.28,20.80,21.28,20.80,3925000,17.12,24.15
finance/quote.barchart.com/slab.html,37.86,-1.07 %,-0.41,37.99,37.99,36.99,651600,20.40,39.15
finance/quote.barchart.com/sndk.html,15.55,-0.96 %,-0.15,15.61,15.61,14.88,6994100,7.53,16.72
finance/quote.barchart.com/sanm.html,0.67,+1.52 %,+0.01,0.67,0.68,0.65,1122800,0.18,0.72
finance/quote.barchart.com/sape.html,5.64,+0.18 %,+0.01,5.58,5.71,5.50,485800,3.25,5.74
finance/quote.barchart.com/sle.html,9.01,-0.99 %,-0.09,9.07,9.13,8.95,5668900,6.72,10.37
finance/quote.barchart.com/sgp.html,23.82,-0.46 %,-0.11,23.88,24.43,23.59,13073400,16.12,24.67
finance/quote.barchart.com/slb.html,60.27,-3.07 %,-1.91,60.96,61.19,59.21,11039000,34.92,63.78
finance/quote.barchart.com/sfa.html,7.97,+0.25 %,+0.02,7.98,7.98,7.96,3300,5.12,8.45
finance/quote.barchart.com/see.html,19.12,-0.31 %,-0.06,19.09,19.22,18.80,762700,10.20,21.47
finance/quote.barchart.com/s.html,5.29,+4.13 %,+0.21,5.05,5.44,5.02,63676000,1.83,5.94
finance/quote.barchart.com/sre.html,49.04,+1.26 %,+0.61,48.11,49.15,47.66,1073500,36.09,49.89
finance/quote.barchart.com/shw.html,55.10,-0.25 %,-0.14,55.32,55.45,54.25,1024100,41.92,60.56
finance/quote.barchart.com/sial.html,50.35,-0.94 %,-0.48,50.48,50.75,49.97,852200,31.36,51.41
finance/quote.barchart.com/skx.html,9.58,+0.42 %,+0.04,9.46,9.58,9.37,261600,5.20,13.13
finance/quote.barchart.com/slm.html,8.69,+3.33 %,+0.28,8.40,8.85,8.35,9279900,3.11,12.43
finance/quote.barchart.com/sna.html,32.15,+0.44 %,+0.14,32.01,32.19,31.45,442300,20.30,40.77
finance/quote.barchart.com/sne.html,27.29,-0.47 %,-0.13,27.01,27.34,27.00,384300,15.64,28.22
finance/quote.barchart.com/so.html,30.55,+2.14 %,+0.64,29.94,30.80,29.61,5345700,26.10,36.62
finance/quote.barchart.com/luv.html,6.61,-0.45 %,-0.03,6.63,6.73,6.53,8957800,4.95,9.94
finance/quote.barchart.com/stj.html,37.85,-0.55 %,-0.21,38.00,38.50,37.65,4314200,28.86,40.90
finance/quote.barchart.com/swk.html,37.21,+0.43 %,+0.16,36.68,37.26,36.33,561400,22.41,39.69
finance/quote.barchart.com/spls.html,21.13,+2.87 %,+0.59,20.46,21.16,20.26,11850699,14.28,22.20
finance/quote.barchart.com/sbux.html,14.55,+2.03 %,+0.29,14.17,14.56,14.02,10849600,8.12,15.44
finance/quote.barchart.com/stt.html,47.56,-0.02 %,-0.01,47.18,47.89,46.92,4130700,14.43,49.20
finance/quote.barchart.com/sun.html,26.43,-2.29 %,-0.62,26.59,26.73,26.15,3219800,25.55,46.64
finance/quote.barchart.com/sti.html,16.69,-0.54 %,-0.09,16.68,17.29,16.51,7440500,5.90,29.68
finance/quote.barchart.com/svu.html,16.38,-1.74 %,-0.29,16.55,16.63,16.02,2749200,13.30,19.96
finance/quote.barchart.com/sbl.html,11.59,+0.09 %,+0.01,11.59,11.59,11.59,7000,10.96,11.68
finance/quote.barchart.com/snv.html,3.60,+7.14 %,+0.24,3.30,3.69,3.25,6058900,2.29,8.49
finance/quote.barchart.com/syy.html,23.94,+1.01 %,+0.24,23.69,23.94,23.42,2736900,19.19,24.84
finance/quote.barchart.com/trow.html,43.16,-0.53 %,-0.23,43.21,43.25,42.37,1900900,19.78,44.65
finance/quote.barchart.com/tgt.html,40.38,+2.10 %,+0.83,39.64,40.46,39.01,6898200,24.90,44.90
finance/quote.barchart.com/tlab.html,5.82,-0.85 %,-0.05,5.86,5.91,5.76,4698600,3.52,6.02
finance/quote.barchart.com/tin.html,13.00,+0.54 %,+0.07,12.78,13.00,12.65,1840700,2.35,15.64
finance/quote.barchart.com/thc.html,3.06,-12.32 %,-0.43,3.45,3.45,3.03,17558699,0.78,4.08
finance/quote.barchart.com/ter.html,7.05,-2.08 %,-0.15,7.19,7.19,6.85,4803400,3.24,7.65
finance/quote.barchart.com/txn.html,20.79,-0.24 %,-0.05,20.77,20.81,20.20,15724400,13.62,21.30
finance/quote.barchart.com/txt.html,11.48,+2.23 %,+0.25,11.18,11.55,11.08,3680800,3.55,16.42
finance/quote.barchart.com/ltd.html,12.81,+4.32 %,+0.53,12.32,12.83,12.00,5233400,5.91,13.58
finance/quote.barchart.com/tmo.html,41.79,-0.19 %,-0.08,41.54,42.01,41.29,3079900,30.83,42.47
finance/quote.barchart.com/tnb.html,31.98,-1.78 %,-0.58,32.20,32.20,30.90,378000,19.76,33.06
finance/quote.barchart.com/tibx.html,6.53,-1.80 %,-0.12,6.62,6.69,6.48,1336500,4.38,7.12
finance/quote.barchart.com/tif.html,27.29,-1.83 %,-0.51,27.86,28.08,27.01,3963500,16.56,31.31
finance/quote.barchart.com/tbl.html,14.43,-2.76 %,-0.41,14.71,14.71,13.94,321000,8.75,18.00
finance/quote.barchart.com/tkr.html,18.87,-1.82 %,-0.35,19.10,19.10,18.59,409700,9.83,20.59
finance/quote.barchart.com/tjx.html,30.73,+2.60 %,+0.78,29.80,30.86,29.36,4603200,18.99,31.39
finance/quote.barchart.com/tmk.html,38.29,-2.62 %,-1.03,39.18,39.20,37.74,919000,16.08,46.66
finance/quote.barchart.com/tm.html,78.84,-0.30 %,-0.24,78.65,78.84,78.00,232400,56.79,83.94
finance/quote.barchart.com/rig.html,82.58,-2.45 %,-2.07,83.18,83.67,81.60,4270800,46.11,85.57
finance/quote.barchart.com/yum.html,35.01,+2.37 %,+0.81,34.08,35.05,33.98,3777200,23.22,36.75
finance/quote.barchart.com/tup.html,26.37,-0.72 %,-0.19,26.42,26.61,25.83,452000,10.62,27.63
finance/quote.barchart.com/tyc.html,27.47,-0.40 %,-0.11,27.27,27.62,27.15,2550800,17.10,29.10
finance/quote.barchart.com/usb.html,18.58,+1.20 %,+0.22,18.26,18.63,18.26,16879400,8.04,25.36
finance/quote.barchart.com/un.html,24.61,-2.30 %,-0.58,24.42,24.65,24.27,2944400,16.49,25.49
finance/quote.barchart.com/unp.html,54.36,+2.26 %,+1.20,52.78,54.41,52.66,3951800,33.09,55.45
finance/quote.barchart.com/uis.html,1.48,+2.78 %,+0.04,1.48,1.48,1.40,1575000,0.28,1.64
finance/quote.barchart.com/ups.html,50.53,-2.41 %,-1.25,51.60,51.74,50.08,5606400,37.67,57.40
finance/quote.barchart.com/usm.html,41.01,-0.65 %,-0.27,40.70,41.07,39.83,122100,29.62,47.95
finance/quote.barchart.com/utx.html,55.84,+0.52 %,+0.29,55.34,55.97,54.77,3611600,37.13,56.99
finance/quote.barchart.com/unh.html,24.21,+0.67 %,+0.16,23.80,24.43,23.48,15141301,16.16,30.21
finance/quote.barchart.com/uvv.html,36.89,-1.42 %,-0.53,37.36,37.47,36.53,170500,24.99,38.80
finance/quote.barchart.com/unm.html,16.86,-0.88 %,-0.15,16.96,16.96,16.47,2619700,7.57,20.31
finance/quote.barchart.com/mro.html,32.42,-1.28 %,-0.42,32.18,32.52,31.93,5648800,20.01,33.58
finance/quote.barchart.com/x.html,39.32,-6.00 %,-2.51,40.92,41.17,38.80,26732699,16.64,43.15
finance/quote.barchart.com/utsi.html,1.93,-10.23 %,-0.22,2.01,2.09,1.90,782900,0.63,2.43
finance/quote.barchart.com/vrsn.html,19.24,unch %,unch,19.24,19.40,18.92,4018100,16.89,24.88
finance/quote.barchart.com/vz.html,29.92,+0.57 %,+0.17,29.69,30.06,29.61,22900201,25.74,33.79
finance/quote.barchart.com/vrts.html,15.67,+1.23 %,+0.19,15.80,15.80,15.30,6000,3.78,16.70
finance/quote.barchart.com/vfc.html,58.40,-1.53 %,-0.91,59.19,59.33,58.15,1223900,45.61,69.03
finance/quote.barchart.com/via.html,25.00,-0.24 %,-0.06,24.77,25.02,24.33,59500,14.46,25.49
finance/quote.barchart.com/vod.html,19.00,+0.32 %,+0.06,18.88,19.05,18.72,1811100,14.84,21.14
finance/quote.barchart.com/vmc.html,47.20,+10.54 %,+4.50,42.93,47.21,42.93,13891000,33.91,69.62
finance/quote.barchart.com/wag.html,31.18,+0.81 %,+0.25,30.84,31.18,30.58,4511600,21.31,32.08
finance/quote.barchart.com/wmt.html,49.84,+1.05 %,+0.52,49.35,49.86,49.21,15338600,45.75,56.88
finance/quote.barchart.com/wmi.html,28.60,+0.14 %,+0.04,28.48,28.67,28.19,2111400,21.87,33.24
finance/quote.barchart.com/wpi.html,29.91,+0.20 %,+0.06,29.77,30.01,29.35,830300,23.05,32.95
finance/quote.barchart.com/wlp.html,46.72,+2.48 %,+1.13,45.46,47.70,45.15,4596500,29.32,49.41
finance/quote.barchart.com/wfc.html,25.48,+1.84 %,+0.46,24.92,25.50,24.78,49002996,7.79,29.85
finance/quote.barchart.com/wen.html,3.98,+0.25 %,+0.01,3.95,4.13,3.83,18740400,3.63,5.77
finance/quote.barchart.com/wy.html,34.18,-1.04 %,-0.36,34.16,34.30,33.51,1369200,18.54,37.93
finance/quote.barchart.com/whr.html,43.73,+2.03 %,+0.87,42.37,43.73,41.97,1579700,19.00,49.46
finance/quote.barchart.com/wmb.html,17.31,-1.87 %,-0.33,17.47,17.57,17.20,5026100,9.37,17.93
finance/quote.barchart.com/wor.html,14.85,-2.17 %,-0.33,15.04,15.23,14.31,580500,6.91,16.07
finance/quote.barchart.com/wwe.html,13.59,+0.52 %,+0.07,13.46,13.59,13.14,121300,8.44,13.89
finance/quote.barchart.com/xrx.html,6.98,-0.29 %,-0.02,6.97,7.14,6.80,5265600,4.09,9.18
finance/quote.barchart.com/xlnx.html,20.91,-2.43 %,-0.52,21.28,21.39,20.44,9045700,14.77,22.07
finance/quote.barchart.com/yhoo.html,16.40,+1.30 %,+0.21,16.17,16.47,16.10,16971600,10.81,16.99
finance/quote.barchart.com/zigo.html,5.44,-4.56 %,-0.26,5.67,5.72,5.33,24600,3.06,7.93
