url,NUMBER : shirt_number,STRING : position,STRING : club,STRING : birthplace
soccer/www.teamtalk.com/1766_144941.html,21,Goalkeeper,Arsenal,"Kostrzyn nad Odra,Poland"
soccer/www.teamtalk.com/2483_94967.html,18,Striker,Liverpool,"Katwijk,Netherlands"
soccer/www.teamtalk.com/2483_75512.html,18,Midfielder,Stoke City,"Kedougou, Senegal"
soccer/www.teamtalk.com/1850_144746.html,13,Goalkeeper,Northampton Town,
soccer/www.teamtalk.com/1797_147687.html,22,Attacking Midfielder,Millwall,"Accra, Ghana"
soccer/www.teamtalk.com/1824_151346.html,15,Defender,Luton Town,"London, England"
soccer/www.teamtalk.com/1867_100682.html,25,Defender,Hearts,"Thessaloniki,Greece"
soccer/www.teamtalk.com/1776_127377.html,17,Defender,Liverpool,"Salamanca,Spain"
soccer/www.teamtalk.com/1850_7256.html,6,Defender,Northampton Town,"Dumfries, Scotland"
soccer/www.teamtalk.com/1779_56494.html,10,Striker,Middlesbrough,"Rambouillet,France"
soccer/www.teamtalk.com/1821_8826.html,3,Defender,Hartlepool United,"Sheffield, England"
soccer/www.teamtalk.com/2483_82927.html,16,Striker,West Bromwich Albion,"Birmingham, England"
soccer/www.teamtalk.com/1825_6519.html,14,Defender,Milton Keynes Dons,"Liverpool, England"
soccer/www.teamtalk.com/2483_92690.html,1,Goalkeeper,Chelsea,"Plzen,Czech Republic"
soccer/www.teamtalk.com/1797_7432.html,2,Defender,Millwall,"Harrow, England"
soccer/www.teamtalk.com/5649_136284.html,25,Defender,Falkirk,
soccer/www.teamtalk.com/1873_163659.html,13,Midfielder,Rangers,"Fontana, CA, United States"
soccer/www.teamtalk.com/982_125016.html,31,Defender,Stoke City,"Swadlincote,England"
soccer/www.teamtalk.com/1873_106261.html,26,Defender,Rangers,"Bellshill, Scotland"
soccer/www.teamtalk.com/1839_147531.html,8,Midfielder,Bury,"Burnley, England"
soccer/www.teamtalk.com/1816_165682.html,24,Defender,Brentford,
soccer/www.teamtalk.com/1820_8610.html,14,Striker,Doncaster Rovers,Dublin
soccer/www.teamtalk.com/2483_6534.html,,Midfielder,Unassigned Players,"Vittsjo,Sweden"
soccer/www.teamtalk.com/1867_135044.html,30,Goalkeeper,Hearts,"Broxburn, Scotland"
soccer/www.teamtalk.com/1834_171338.html,23,Midfielder,Walsall,
soccer/www.teamtalk.com/1792_94217.html,28,Defender,Derby County,"Veerlose,Denmark"
soccer/www.teamtalk.com/1843_30601.html,9,Striker,Darlington,"York, England"
soccer/www.teamtalk.com/982_60903.html,2,Defender,Leeds United,"Rotherham, England"
soccer/www.teamtalk.com/1768_6904.html,23,Striker,Birmingham City,"Hammersmith, England"
soccer/www.teamtalk.com/1783_142993.html,28,Goalkeeper,Southampton,"Braniewo,Poland"
soccer/www.teamtalk.com/1802_164901.html,31,Midfielder,Reading,Sydney
soccer/www.teamtalk.com/2483_152357.html,8,Utility,Start,"Accra, Ghana"
soccer/www.teamtalk.com/1834_6568.html,2,Defender,Walsall,"Kingston upon Thames, England"
soccer/www.teamtalk.com/1784_95034.html,7,Attacking Midfielder,Tottenham Hotspur,"Leeds, England"
soccer/www.teamtalk.com/1816_8613.html,5,Defender,Brentford,Lambeth
soccer/www.teamtalk.com/1778_8831.html,2,Defender,Manchester United,"Bury,England"
soccer/www.teamtalk.com/2483_127303.html,16,Midfielder,Cardiff City,"Cardiff, Wales"
soccer/www.teamtalk.com/1785_6688.html,6,Defender,West Bromwich Albion,"Reading,England"
soccer/www.teamtalk.com/1834_16432.html,8,Midfielder,Walsall,"Huddersfield, England"
soccer/www.teamtalk.com/2483_6744.html,3,Defender,West Bromwich Albion,"Watford,England"
soccer/www.teamtalk.com/1788_9083.html,9,Striker,Burnley,"Hackney,England"
soccer/www.teamtalk.com/1829_9068.html,33,Defender,Sheffield Wednesday,"Sunderland,England"
soccer/www.teamtalk.com/1771_8588.html,23,Midfielder,Crystal Palace,"Brighton, England"
soccer/www.teamtalk.com/1865_141735.html,26,Striker,Dundee United,
soccer/www.teamtalk.com/1910_9223.html,18,Defender,Fulham,"Cookstown, Nthrn Ireland"
soccer/www.teamtalk.com/2483_9263.html,14,Striker,Bolton Wanderers,"Sheffield,England"
soccer/www.teamtalk.com/1844_113624.html,,Defender,Grimsby Town,"Beverley, England"
soccer/www.teamtalk.com/1912_22108.html,20,Midfielder,Sunderland,"Dublin,Ireland"
soccer/www.teamtalk.com/1808_8402.html,4,Defender,West Ham United,"Cwmbran,Wales"
soccer/www.teamtalk.com/1773_7028.html,23,Goalkeeper,Chelsea,"Milan,Italy"
soccer/www.teamtalk.com/1844_8580.html,8,Midfielder,Grimsby Town,"Bradford, England"
soccer/www.teamtalk.com/1778_80808.html,12,Goalkeeper,Manchester United,"Leamington Spa,England"
soccer/www.teamtalk.com/1777_8925.html,22,Defender,Manchester City,"Dublin,Ireland"
soccer/www.teamtalk.com/1872_161414.html,31,Striker,Motherwell,
soccer/www.teamtalk.com/1830_147514.html,23,Goalkeeper,Stockport County,"Wigan, England"
soccer/www.teamtalk.com/1916_46663.html,29,Midfielder,Oxford United,"Oswestry, England"
soccer/www.teamtalk.com/1806_8842.html,19,Midfielder,Sunderland,"Canaan,Trinidad&Tobago"
soccer/www.teamtalk.com/2483_99310.html,20,Defender,Chelsea,"Cascais,Portugal"
soccer/www.teamtalk.com/8547_72690.html,11,Striker,St Mirren,"Glasgow, Scotland"
soccer/www.teamtalk.com/1824_9499.html,11,Defender,Luton Town,"Bradford, England"
soccer/www.teamtalk.com/1793_137342.html,29,Midfielder,Gillingham,"Brixton, England"
soccer/www.teamtalk.com/1815_7473.html,9,Striker,Bradford City,"Drogheda, Ireland"
soccer/www.teamtalk.com/1848_164617.html,15,Striker,Macclesfield Town,"London, England"
soccer/www.teamtalk.com/2483_6551.html,15,Defender,West Ham United,"Hartismere, England"
soccer/www.teamtalk.com/1857_7265.html,9,Striker,Southend United,"Glasgow, Scotland"
soccer/www.teamtalk.com/1816_6972.html,10,Striker,Brentford,"Southwark, England"
soccer/www.teamtalk.com/2483_90026.html,14,Midfielder,Liverpool,"Tolosa,Spain"
soccer/www.teamtalk.com/1789_7417.html,12,Defender,Cardiff City,"Ashford,England"
soccer/www.teamtalk.com/2483_72264.html,21,Defender,Rangers,"Irvine, Scotland"
soccer/www.teamtalk.com/1916_151488.html,24,Striker,Manchester City,"Rhyl, Wales"
soccer/www.teamtalk.com/1803_56081.html,3,Defender,Rotherham United,"Manchester, England"
soccer/www.teamtalk.com/2483_147712.html,7,Midfielder,Hartlepool United,"Middlesbrough, England"
soccer/www.teamtalk.com/1784_26970.html,8,Midfielder,Tottenham Hotspur,"Nottingham,England"
soccer/www.teamtalk.com/2483_103446.html,3,Defender,Arsenal,"Sens,France"
soccer/www.teamtalk.com/2483_6544.html,16,Attacking Midfielder,Liverpool,"Nottingham, England"
soccer/www.teamtalk.com/2483_92088.html,13,Midfielder,Chelsea,"Gorlitz,Germany"
soccer/www.teamtalk.com/1784_8917.html,39,Defender,Tottenham Hotspur,"Middlesbrough,England"
soccer/www.teamtalk.com/2483_126422.html,8,Attacking Midfielder,Arsenal,"Marseille,France"
soccer/www.teamtalk.com/14746_9845.html,18,Striker,Hamilton Academical,
soccer/www.teamtalk.com/1865_65908.html,24,Midfielder,Dundee United,Aberdeen
soccer/www.teamtalk.com/1870_124325.html,24,Striker,Kilmarnock,"Rutherglen, Scotland"
soccer/www.teamtalk.com/1771_15326.html,12,Goalkeeper,Crystal Palace,"Southampton,England"
soccer/www.teamtalk.com/2483_126515.html,,Goalkeeper,West Ham United,"Havíøov, Czech Republic"
soccer/www.teamtalk.com/1860_7312.html,11,Attacking Midfielder,Yeovil Town,"Doncaster, England"
soccer/www.teamtalk.com/2483_96219.html,30,Midfielder,Juventus,"Viana do Castelo, Portuga"
soccer/www.teamtalk.com/5636_7022.html,,Midfielder,Barnet FC,"Chigwell,England"
soccer/www.teamtalk.com/1809_95717.html,3,Defender,Wigan Athletic,"Jonkoepping,Suède"
soccer/www.teamtalk.com/1867_152209.html,0,Defender,Hearts,Donegal
soccer/www.teamtalk.com/1778_17943.html,22,Defender,Manchester United,"Waterford,Ireland"
soccer/www.teamtalk.com/2483_149461.html,27,Midfielder,Aston Villa,"Birmingham,England"
soccer/www.teamtalk.com/2483_101975.html,24,Defender,Aston Villa,"Madrid, Spain"
soccer/www.teamtalk.com/1776_92738.html,30,Goalkeeper,Liverpool,"Bobigny,France"
soccer/www.teamtalk.com/1812_7843.html,2,Defender,Barnsley,"Derby, England"
soccer/www.teamtalk.com/1867_90870.html,15,Striker,Hearts,"Oulu, Finland"
soccer/www.teamtalk.com/1834_8918.html,6,Midfielder,Walsall,"Wokingham, England"
soccer/www.teamtalk.com/1820_144698.html,,Goalkeeper,Doncaster Rovers,"Plymouth, England (represents Thailand)"
soccer/www.teamtalk.com/982_8999.html,6,Defender,Leeds United,"Leeds, England"
soccer/www.teamtalk.com/1914_9621.html,11,Midfielder,Celtic,"Glasgow,Scotland"
soccer/www.teamtalk.com/1860_147785.html,13,Goalkeeper,Yeovil Town,"Grimsby, Canada"
soccer/www.teamtalk.com/2483_77727.html,7,Striker,Hull City,"Birmingham,England"
soccer/www.teamtalk.com/1815_8511.html,4,Midfielder,Bradford City,"High Wycombe, England"
soccer/www.teamtalk.com/1798_158427.html,35,Defender,Nottingham Forest,
soccer/www.teamtalk.com/1777_92348.html,17,Attacking Midfielder,Manchester City,"Vratsa, Bulgaria"
soccer/www.teamtalk.com/1820_7880.html,9,Striker,Oldham Athletic,"Birmingham, England"
soccer/www.teamtalk.com/1799_6503.html,23,Defender,Plymouth Argyle,"Sheffield, England"
soccer/www.teamtalk.com/2483_73981.html,19,Midfielder,Panathinaikos FC,"Lagoa de Prata,Brazil"
soccer/www.teamtalk.com/1808_7056.html,13,Attacking Midfielder,West Ham United,"Lisbon, Portugal"
soccer/www.teamtalk.com/1908_7313.html,1,Goalkeeper,West Ham United,"Chertsey,England"
soccer/www.teamtalk.com/1865_8967.html,14,Striker,Dundee United,"Belfast,Northern Ireland"
soccer/www.teamtalk.com/1844_85065.html,3,Defender,Grimsby Town,"Sheffield, England"
soccer/www.teamtalk.com/1816_7240.html,17,Midfielder,Brentford,"Bromsgrove, England"
soccer/www.teamtalk.com/2483_17403.html,9,Striker,West Ham United,"Swindon,England"
soccer/www.teamtalk.com/2483_100749.html,15,Defender,Manchester United,"Uzice,Serbia"
soccer/www.teamtalk.com/1825_9168.html,20,Midfielder,Milton Keynes Dons,"Liverpool, England"
soccer/www.teamtalk.com/1857_165225.html,30,Midfielder,Southend United,
soccer/www.teamtalk.com/1765_8860.html,5,Defender,Manchester United,"Peckham-London,England"
soccer/www.teamtalk.com/1821_8323.html,4,Midfielder,Hartlepool United,"Ennis, Ireland"
soccer/www.teamtalk.com/1767_6570.html,6,Midfielder,Aston Villa,"Hastings, England"
soccer/www.teamtalk.com/1770_9092.html,19,Midfielder,Bolton Wanderers,"Blackpool,England"
soccer/www.teamtalk.com/1873_152011.html,52,Striker,Rangers,"Aberdeen, Scotland"
soccer/www.teamtalk.com/1873_158609.html,44,Midfielder,Rangers,
soccer/www.teamtalk.com/2483_9032.html,26,Defender,Tottenham Hotspur,"London,England"
soccer/www.teamtalk.com/1872_72305.html,12,Striker,Motherwell,Bellshell
soccer/www.teamtalk.com/2483_142434.html,21,Defender,Portsmouth,"Saint-Claude, France (represents Algeria)"
soccer/www.teamtalk.com/1855_88375.html,15,Defender,Scunthorpe United,"Sheffield, England"
soccer/www.teamtalk.com/2483_94257.html,10,Midfielder,Hull City,"Acaiaca, Brazil"
soccer/www.teamtalk.com/1908_9192.html,8,Attacking Midfielder,Manchester City,"Greenwich-London,England"
soccer/www.teamtalk.com/1806_3644.html,1,Goalkeeper,Sunderland,"Drogheda, Ireland"
soccer/www.teamtalk.com/1860_78327.html,0,Utility,Yeovil Town,
soccer/www.teamtalk.com/1870_3649.html,8,Midfielder,Kilmarnock,Edinburgh
soccer/www.teamtalk.com/2483_9127.html,23,Striker,Unassigned Players,"Toxteth, England"
soccer/www.teamtalk.com/1809_8538.html,17,Defender,Wigan Athletic,"Aylesbury,England"
soccer/www.teamtalk.com/1826_149560.html,19,Utility,Oldham Athletic,"Stalybridge, England"
soccer/www.teamtalk.com/1789_9201.html,21,Midfielder,Cardiff City,"Dublin, Rep of Ireland"
soccer/www.teamtalk.com/2483_85069.html,18,Striker,Hull City,"Leeds,England"
soccer/www.teamtalk.com/1815_8356.html,5,Defender,Bradford City,"Middlesbrough, England"
soccer/www.teamtalk.com/2483_92389.html,9,Striker,Manchester United,"Blagoevgrad,Bulgaria"
soccer/www.teamtalk.com/1809_148792.html,21,Midfielder,Wigan Athletic,"Gliwice,Poland"
soccer/www.teamtalk.com/2483_131420.html,10,Striker,Lyon,"Lyon,France"
soccer/www.teamtalk.com/1822_73251.html,8,Midfielder,Huddersfield Town,"Dewsbury, England"
soccer/www.teamtalk.com/1827_6724.html,,Attacking Midfielder,Unassigned Players,"Newham, England"
soccer/www.teamtalk.com/1797_8540.html,20,Striker,Millwall,"Banga, DR Congo"
soccer/www.teamtalk.com/1873_3820.html,27,Midfielder,Rangers,"Bellshill, Scottland"
soccer/www.teamtalk.com/2483_132102.html,18,Midfielder,Sporting Lisbon,"Coimbra,Portugal"
soccer/www.teamtalk.com/1870_4607.html,9,Striker,Kilmarnock,
soccer/www.teamtalk.com/2483_9141.html,23,Defender,Liverpool,"Bootle,England"
soccer/www.teamtalk.com/1815_6846.html,6,Defender,Bradford City,"Bradford, England"
soccer/www.teamtalk.com/2483_106901.html,21,Striker,Chelsea,Ivory Coast
soccer/www.teamtalk.com/2483_8860.html,5,Defender,Manchester United,"Peckham-London,England"
soccer/www.teamtalk.com/1775_9131.html,13,Midfielder,Fulham,"Chester-Cheshire,England"
soccer/www.teamtalk.com/2483_126151.html,14,Midfielder,Newcastle United,"Harfleur, France"
soccer/www.teamtalk.com/2483_114125.html,33,Striker,Stuttgart,"Riedlingen, Germany"
soccer/www.teamtalk.com/1806_168763.html,34,Midfielder,Sunderland,
soccer/www.teamtalk.com/14730_130007.html,1,Goalkeeper,Exeter City,"Sutton-in-Ashfield, England"
soccer/www.teamtalk.com/1872_13683.html,1,Goalkeeper,Motherwell,Edinburgh
soccer/www.teamtalk.com/1867_141547.html,42,Striker,Hearts,
soccer/www.teamtalk.com/1784_9032.html,26,Defender,Tottenham Hotspur,"London,England"
soccer/www.teamtalk.com/1847_137036.html,12,Attacking Midfielder,Lincoln City,"Ivry-sur-Seine, France"
soccer/www.teamtalk.com/1792_88464.html,12,Goalkeeper,Milton Keynes Dons,"Bournemouth, England"
soccer/www.teamtalk.com/1822_3829.html,7,Striker,Huddersfield Town,"Livingston, Scotland"
soccer/www.teamtalk.com/1873_4846.html,14,Striker,Rangers,"Edinburgh, Scotland"
soccer/www.teamtalk.com/1792_8869.html,13,Goalkeeper,Derby County,"Manchester,England"
soccer/www.teamtalk.com/1802_8153.html,20,Defender,Reading,"Newcastle-upon-Tyne,"
soccer/www.teamtalk.com/1833_64241.html,7,Striker,Tranmere Rovers,"London, England"
soccer/www.teamtalk.com/1813_158541.html,28,Midfielder,Blackpool,"Vancouver, Canada"
soccer/www.teamtalk.com/1809_56510.html,2,Defender,Wigan Athletic,"Liverpool,England"
soccer/www.teamtalk.com/1857_8671.html,1,Goalkeeper,Southend United,"Swindon, England"
soccer/www.teamtalk.com/2483_100756.html,12,Striker,Racing Santander,"Backa Topola,Yugoslavia"
soccer/www.teamtalk.com/1867_149740.html,44,Utility,Hearts,
soccer/www.teamtalk.com/1771_80010.html,26,Midfielder,Crystal Palace,"Lincolnshire, England"
soccer/www.teamtalk.com/2483_8990.html,2,Defender,Unassigned Players,"Dublin,Republic of Ireland"
soccer/www.teamtalk.com/1816_73284.html,4,Midfielder,Brentford,"Hammersmith, England"
soccer/www.teamtalk.com/1775_9230.html,1,Goalkeeper,Fulham,"Sydney,Australia"
soccer/www.teamtalk.com/1841_6689.html,3,Defender,Cheltenham Town,"Ashton under Lyne,England"
soccer/www.teamtalk.com/2483_148245.html,23,Utility,Unassigned Players,
soccer/www.teamtalk.com/2483_94966.html,11,Striker,Arsenal,"Rotterdam,Netherlands"
soccer/www.teamtalk.com/1912_8925.html,22,Defender,Manchester City,"Dublin,Ireland"
soccer/www.teamtalk.com/1873_101080.html,5,Defender,Rangers,"Mostar, Herzegovina"
soccer/www.teamtalk.com/1914_72305.html,12,Striker,Motherwell,Bellshell
soccer/www.teamtalk.com/2483_97123.html,,Midfielder,Tottenham Hotspur,"Kafr El-Sheikh,Egypt"
soccer/www.teamtalk.com/1859_94589.html,23,Striker,Wycombe Wanderers,"Brasilia, Brazil"
soccer/www.teamtalk.com/1808_94604.html,27,Striker,Wigan Athletic,"Dakar,Senegal"
soccer/www.teamtalk.com/2483_3565.html,,Defender,Unassigned Players,"Kirkby,England"
soccer/www.teamtalk.com/2483_7109.html,26,Defender,Chelsea,"Barking-London,England"
soccer/www.teamtalk.com/2483_92259.html,7,Attacking Midfielder,Arsenal,"Prague,Czech Republic"
soccer/www.teamtalk.com/2483_16443.html,39,Striker,Chelsea,"Versailles,France"
soccer/www.teamtalk.com/1873_66725.html,17,Midfielder,Cardiff City,"Glasgow, Scotland"
soccer/www.teamtalk.com/2483_23716.html,17,Striker,Real Madrid,"Oss-North Brabant,Holland"
soccer/www.teamtalk.com/1814_72938.html,12,Striker,Bournemouth,"Enfield, England"
soccer/www.teamtalk.com/2483_67903.html,12,Striker,West Ham United,"Croydon-London,England"
soccer/www.teamtalk.com/1768_6576.html,26,Midfielder,Birmingham City,"Birmingham, England"
soccer/www.teamtalk.com/8535_6719.html,11,Midfielder,Hereford,"Barking, England"
soccer/www.teamtalk.com/1802_132913.html,33,Defender,Oldham Athletic,"Bristol, England"
soccer/www.teamtalk.com/14731_73726.html,12,Utility,Aldershot Town,"Burton-on-Trent, England"
soccer/www.teamtalk.com/1839_20314.html,1,Goalkeeper,Bury,"Southampton, England"
soccer/www.teamtalk.com/1767_95728.html,3,Defender,Aston Villa,"Helmond,Netherlands"
soccer/www.teamtalk.com/1863_9621.html,11,Midfielder,Celtic,"Glasgow,Scotland"
soccer/www.teamtalk.com/1908_6570.html,6,Midfielder,Aston Villa,"Hastings, England"
soccer/www.teamtalk.com/1828_151139.html,,Defender,Port Vale,"Telford, England"
soccer/www.teamtalk.com/1856_139382.html,19,Striker,Shrewsbury Town,
soccer/www.teamtalk.com/1791_79189.html,24,Striker,Crewe Alexandra,"Bradford,England"
soccer/www.teamtalk.com/2483_66442.html,20,Defender,Tottenham Hotspur,"Northallerton,England"
soccer/www.teamtalk.com/1863_136382.html,48,Defender,Celtic,"Dublin,Ireland"
soccer/www.teamtalk.com/1806_130682.html,30,Defender,Sunderland,"Killpeddar, Ireland"
soccer/www.teamtalk.com/2483_126532.html,22,Midfielder,Roma,"Rome,Itlay"
soccer/www.teamtalk.com/1802_8073.html,6,Midfielder,Reading,"Reykjavik,Iceland"
soccer/www.teamtalk.com/1808_168874.html,31,Midfielder,Cheltenham Town,
soccer/www.teamtalk.com/1822_88376.html,2,Midfielder,Huddersfield Town,"Pontefract, England"
soccer/www.teamtalk.com/1857_154098.html,20,Midfielder,Southend United,"Creil, France"
soccer/www.teamtalk.com/1873_136547.html,17,Striker,Rangers,"Enniskillen,Ireland"
soccer/www.teamtalk.com/2483_7213.html,1,Goalkeeper,Wigan Athletic,"Barwell,England"
soccer/www.teamtalk.com/1813_6573.html,5,Defender,Blackpool,"Birmingham, England"
soccer/www.teamtalk.com/1827_79182.html,10,Striker,Peterborough United,"Chatham, England"
soccer/www.teamtalk.com/1775_153651.html,37,Defender,Fulham,"Dubbo, NSW, Australia"
soccer/www.teamtalk.com/2483_27674.html,22,Midfielder,Valencia,"Sao Paulo,Brazil"
soccer/www.teamtalk.com/2483_8923.html,36,Striker,Newcastle United,"Melbourne,Australia"
soccer/www.teamtalk.com/2483_98687.html,4,Midfielder,Paris St Germain,"Kinshasa,Zaire"
soccer/www.teamtalk.com/1824_4528.html,40,Utility,Luton Town,
soccer/www.teamtalk.com/1916_9601.html,11,Midfielder,Blackpool,Wales
soccer/www.teamtalk.com/1848_13201.html,25,Midfielder,Macclesfield Town,"Vancouver, Canada"
soccer/www.teamtalk.com/1822_8940.html,14,Striker,Huddersfield Town,"Liverpool, England"
soccer/www.teamtalk.com/1872_3844.html,18,Defender,Motherwell,"Rutherglen,Scotland"
soccer/www.teamtalk.com/2483_34245.html,12,Striker,Stoke City,"Hitchin,England"
soccer/www.teamtalk.com/1838_104397.html,10,Striker,Bristol Rovers,"Glasgow,Scotland"
soccer/www.teamtalk.com/14731_57634.html,6,Defender,Aldershot Town,"Isleworth, England"
soccer/www.teamtalk.com/2483_93341.html,23,Defender,West Bromwich Albion,Ivory Coast
soccer/www.teamtalk.com/1767_80542.html,8,Midfielder,Aston Villa,"Leeds, England"
soccer/www.teamtalk.com/2483_136547.html,17,Striker,Rangers,"Enniskillen,Ireland"
soccer/www.teamtalk.com/1868_92463.html,24,Midfielder,Inverness Caledonian Thistle,
soccer/www.teamtalk.com/1767_8193.html,21,Defender,Aston Villa,"Romford, England"
soccer/www.teamtalk.com/1824_7383.html,14,Striker,Luton Town,"Dublin, Ireland"
soccer/www.teamtalk.com/2483_6913.html,9,Striker,Oldham Athletic,"Hull, England"
soccer/www.teamtalk.com/1778_136763.html,19,Attacking Midfielder,Manchester United,"Praia-Cape Verde,Portugal"
soccer/www.teamtalk.com/1873_3673.html,6,Midfielder,Rangers,"Hamilton, Scotland"
soccer/www.teamtalk.com/1808_8593.html,2,Defender,West Ham United,"Sydney,Australia"
soccer/www.teamtalk.com/1821_137899.html,21,Goalkeeper,Hartlepool United,"Ipswich, England"
soccer/www.teamtalk.com/1800_112216.html,26,Striker,Preston North End,"Dublin,Ireland"
soccer/www.teamtalk.com/1910_6590.html,22,Midfielder,Birmingham City,"Lisburn, Northern Ireland"
soccer/www.teamtalk.com/1790_84069.html,16,Midfielder,Coventry City,England
soccer/www.teamtalk.com/1812_66521.html,5,Midfielder,Barnsley,"Buenos Aires, Argentina"
soccer/www.teamtalk.com/1776_94967.html,18,Striker,Liverpool,"Katwijk,Netherlands"
soccer/www.teamtalk.com/2483_7115.html,9,Striker,Everton,"Paris,France"
soccer/www.teamtalk.com/2483_8837.html,18,Midfielder,Manchester United,"Salford,England"
soccer/www.teamtalk.com/1790_77480.html,3,Defender,Coventry City,"Coventry,England"
soccer/www.teamtalk.com/2483_6527.html,14,Striker,Barcelona,"Les Uli-Paris,France"
soccer/www.teamtalk.com/1767_6550.html,13,Goalkeeper,Aston Villa,"Romford,England"
soccer/www.teamtalk.com/1805_9064.html,29,Goalkeeper,Stoke City,"Fredericia, Denmark"
soccer/www.teamtalk.com/1780_9210.html,1,Goalkeeper,Newcastle United,"Lifford,Ireland"
soccer/www.teamtalk.com/1812_7273.html,16,Midfielder,Barnsley,"Bristol, England"
soccer/www.teamtalk.com/1808_21562.html,19,Defender,West Ham United,"Newport,Wales"
soccer/www.teamtalk.com/1873_142946.html,21,Defender,Rangers,"Longvic,France"
soccer/www.teamtalk.com/1792_8827.html,30,Defender,Derby County,"Conakry, Guinea"
soccer/www.teamtalk.com/1872_77862.html,16,Striker,Motherwell,"Norwich, England"
soccer/www.teamtalk.com/1817_144888.html,10,Striker,Bristol City,"Winsford, England"
soccer/www.teamtalk.com/1767_101975.html,24,Defender,Aston Villa,"Madrid, Spain"
soccer/www.teamtalk.com/1833_74388.html,4,Defender,Tranmere Rovers,"Sidcup, England"
soccer/www.teamtalk.com/2483_96735.html,10,Striker,Fiorentina,"Calinesti,Romania"
soccer/www.teamtalk.com/2483_97952.html,1,Goalkeeper,Arsenal,"Pamplona,Spain"
soccer/www.teamtalk.com/1825_8501.html,1,Goalkeeper,Milton Keynes Dons,"Islington, England"
soccer/www.teamtalk.com/1813_7494.html,2,Defender,Blackpool,"Liverpool, England"
soccer/www.teamtalk.com/1792_7934.html,9,Striker,Derby County,"Bradford,England"
soccer/www.teamtalk.com/1819_8954.html,,Defender,Unassigned Players,"Dublin, Ireland"
soccer/www.teamtalk.com/1820_7389.html,8,Midfielder,Doncaster Rovers,Winchester
soccer/www.teamtalk.com/1841_4772.html,11,Midfielder,Port Vale,"Runcorn,England"
soccer/www.teamtalk.com/1834_6695.html,10,Striker,Walsall,"Birmingham, England"
soccer/www.teamtalk.com/1809_7097.html,25,Defender,Wigan Athletic,"Amsterdam,Netherlands"
soccer/www.teamtalk.com/1823_7187.html,23,Striker,Hull City,"Dulwich, England"
soccer/www.teamtalk.com/2483_136583.html,14,Striker,Arsenal,"Middlesex,England"
soccer/www.teamtalk.com/1868_89262.html,30,Goalkeeper,Hibernian,
soccer/www.teamtalk.com/1910_114003.html,11,Midfielder,West Bromwich Albion,"Belfast, Northern Ireland"
soccer/www.teamtalk.com/1773_8867.html,10,Attacking Midfielder,Chelsea,"Ramford-Havering,England"
soccer/www.teamtalk.com/2483_66725.html,17,Midfielder,Cardiff City,"Glasgow, Scotland"
soccer/www.teamtalk.com/1855_80329.html,6,Defender,Scunthorpe United,"Dublin, Ireland"
soccer/www.teamtalk.com/2483_6571.html,20,Midfielder,Hull City,"Nkawkaw,Ghana"
soccer/www.teamtalk.com/2483_97248.html,4,Midfielder,Fenerbahce,
soccer/www.teamtalk.com/1856_29486.html,1,Goalkeeper,Shrewsbury Town,"Pontypool, Wales"
soccer/www.teamtalk.com/2483_92309.html,15,Defender,Everton,"Odense, Denmark"
soccer/www.teamtalk.com/2483_98655.html,9,Striker,Blackburn Rovers,"Asuncion,Paraguay"
soccer/www.teamtalk.com/1776_9141.html,23,Defender,Liverpool,"Bootle,England"
soccer/www.teamtalk.com/1842_6835.html,4,Midfielder,Chester City,"Wallsend, England"
soccer/www.teamtalk.com/1783_161378.html,32,Goalkeeper,Southampton,
soccer/www.teamtalk.com/1839_7750.html,18,Striker,Bury,"Doncaster, England"
soccer/www.teamtalk.com/1803_6807.html,5,Defender,Rotherham United,"Warrington, England"
soccer/www.teamtalk.com/1794_85821.html,17,Striker,Ipswich Town,"Bishop's Stortford, England"
soccer/www.teamtalk.com/2483_90043.html,2,Defender,Newcastle United,"Cordoba, Argentina"
soccer/www.teamtalk.com/2483_3673.html,6,Midfielder,Rangers,"Hamilton, Scotland"
soccer/www.teamtalk.com/1820_9047.html,1,Goalkeeper,Doncaster Rovers,Sutton
soccer/www.teamtalk.com/2483_92501.html,3,Defender,Manchester United,"Dakar, Senegal"
soccer/www.teamtalk.com/1869_11701.html,7,Attacking Midfielder,Inverness Caledonian Thistle,"Kirkcaldy,Scotland"
soccer/www.teamtalk.com/1817_9934.html,14,Striker,Bristol City,Trinidad and Tobago
soccer/www.teamtalk.com/2483_140810.html,44,Striker,Sheffield United,"Dublin, Ireland"
soccer/www.teamtalk.com/1827_165294.html,21,Midfielder,Peterborough United,
soccer/www.teamtalk.com/1778_73798.html,1,Goalkeeper,Manchester United,"Voorhout,Netherlands"
soccer/www.teamtalk.com/2483_145176.html,23,Defender,Manchester United,"Belfast,Northern Ireland"
soccer/www.teamtalk.com/1775_6554.html,8,Striker,Fulham,"Bedford,England"
soccer/www.teamtalk.com/1847_9062.html,7,Midfielder,Lincoln City,"Leicester, England"
soccer/www.teamtalk.com/1814_171844.html,29,Midfielder,Bournemouth,
soccer/www.teamtalk.com/2483_126064.html,10,Striker,Manchester City,"Sao Vicente, Brazil"
soccer/www.teamtalk.com/2483_80542.html,8,Midfielder,Aston Villa,"Leeds, England"
soccer/www.teamtalk.com/1778_68918.html,10,Striker,Manchester United,"Croxteth,England"
soccer/www.teamtalk.com/1817_156281.html,3,Defender,Bristol City,"Glasgow,Scotland"
