url,NUMBER : shirt_number,STRING : position,SPACE : height,MASS : weight,DATE : birthdate,STRING : national_team
soccer/soccernet.espn.go.com/38643.html,7,Midfielder,1.83 M,72 Kg,"Oct 01, 1981",Brazil
soccer/soccernet.espn.go.com/21635.html,18,Defender,1.81 M,77 Kg,"Jan 05, 1979",Paraguay
soccer/soccernet.espn.go.com/76883.html,15,Defender,1.73 M,78 Kg,"Jan 22, 1981",Paraguay
soccer/soccernet.espn.go.com/20176.html,17,Forward,1.78 M,77 Kg,"Feb 12, 1982",Nigeria
soccer/soccernet.espn.go.com/81800.html,,Midfielder,,,,South Korea
soccer/soccernet.espn.go.com/2734.html,19,Midfielder,1.65 M,58 Kg,"Feb 22, 1973",Brazil
soccer/soccernet.espn.go.com/111265.html,,Midfielder,,,,Costa Rica
soccer/soccernet.espn.go.com/79481.html,,Forward,,,,Germany
soccer/soccernet.espn.go.com/100779.html,21,Midfielder,1.77 M,63 Kg,"Oct 18, 1984",United States
soccer/soccernet.espn.go.com/21364.html,8,Midfielder,1.83 M,73 Kg,"Apr 22, 1982",Brazil
soccer/soccernet.espn.go.com/113936.html,10,Midfielder,,,"May 25, 1983",Tunisia
soccer/soccernet.espn.go.com/90992.html,7,Defender,,,"Aug 29, 1982",Saudi Arabia
soccer/soccernet.espn.go.com/46858.html,9,Striker,1.83 M,73 Kg,"Dec 17, 1987",France
soccer/soccernet.espn.go.com/41387.html,3,Defender,1.90 M,83 Kg,"Jan 20, 1984",Tunisia
soccer/soccernet.espn.go.com/41390.html,21,Defender,1.86 M,76 Kg,"Mar 24, 1983",Tunisia
soccer/soccernet.espn.go.com/16393.html,21,Midfielder,1.78 M,68 Kg,"Dec 30, 1977",Japan
soccer/soccernet.espn.go.com/90718.html,,Midfielder,1.81 M,74 Kg,"Jun 13, 1986",Japan
soccer/soccernet.espn.go.com/10848.html,15,Midfielder,1.81 M,71 Kg,"Nov 02, 1980",Sweden
soccer/soccernet.espn.go.com/20272.html,11,Midfielder,1.85 M,79 Kg,"Feb 01, 1977",Ireland
soccer/soccernet.espn.go.com/82049.html,,Midfielder,,,,Saudi Arabia
soccer/soccernet.espn.go.com/20778.html,10,Midfielder,1.83 M,77 Kg,"Dec 30, 1975",Senegal
soccer/soccernet.espn.go.com/2674.html,18,Forward,1.78 M,75 Kg,"Aug 04, 1974",Argentina
soccer/soccernet.espn.go.com/102525.html,20,Striker,,,"Apr 05, 1984",Japan
soccer/soccernet.espn.go.com/16389.html,6,Defender,1.82 M,74 Kg,"Jul 09, 1979",Japan
soccer/soccernet.espn.go.com/115522.html,9,Striker,,,,South Korea
soccer/soccernet.espn.go.com/101608.html,17,Midfielder,1.78 M,,"Apr 23, 1982",United States
soccer/soccernet.espn.go.com/20791.html,13,Defender,1.84 M,76 Kg,"Jul 02, 1975",Senegal
soccer/soccernet.espn.go.com/21131.html,13,Midfielder,1.76 M,69 Kg,"Sep 08, 1975",South Korea
soccer/soccernet.espn.go.com/21129.html,15,Defender,1.83 M,73 Kg,"Jun 23, 1973",South Korea
soccer/soccernet.espn.go.com/21128.html,1,Goalkeeper,1.82 M,82 Kg,"Apr 26, 1973",South Korea
soccer/soccernet.espn.go.com/45843.html,19,Midfielder,1.69 M,67 Kg,"Jun 24, 1987",Argentina
soccer/soccernet.espn.go.com/21163.html,14,Defender,1.82 M,75 Kg,"Jan 26, 1978",China
soccer/soccernet.espn.go.com/21170.html,18,Midfielder,1.82 M,76 Kg,"Nov 05, 1976",China
soccer/soccernet.espn.go.com/81818.html,,Midfielder,,,,Belgium
soccer/soccernet.espn.go.com/79438.html,,Midfielder,,,,Germany
soccer/soccernet.espn.go.com/21535.html,19,Defender,1.85 M,85 Kg,"Apr 12, 1969",South Africa
soccer/soccernet.espn.go.com/14104.html,9,Striker,1.94 M,89 Kg,"May 26, 1977",Italy
soccer/soccernet.espn.go.com/30953.html,22,Midfielder,1.85 M,75 Kg,"Jan 19, 1981",Argentina
soccer/soccernet.espn.go.com/79600.html,,Forward,,,,Spain
soccer/soccernet.espn.go.com/20334.html,7,Midfielder,1.80 M,75 Kg,"Nov 04, 1972",Portugal
soccer/soccernet.espn.go.com/67716.html,32,Midfielder,1.75 M,66 Kg,"Nov 17, 1986",Portugal
soccer/soccernet.espn.go.com/43013.html,22,Midfielder,1.85 M,75 Kg,"Jan 19, 1981",Argentina
soccer/soccernet.espn.go.com/20127.html,21,Forward,1.76 M,77 Kg,"Nov 14, 1975",Brazil
soccer/soccernet.espn.go.com/76762.html,14,Midfielder,1.73 M,65 Kg,"Sep 09, 1985",Croatia
soccer/soccernet.espn.go.com/84097.html,19,Midfielder,1.78 M,73 Kg,"Feb 25, 1981",Poland
soccer/soccernet.espn.go.com/100957.html,,Striker,1.84 M,73 Kg,"Jun 03, 1985",Poland
soccer/soccernet.espn.go.com/84094.html,,Midfielder,1.71 M,69 Kg,"May 07, 1981",Poland
soccer/soccernet.espn.go.com/115888.html,,null,,,,Saudi Arabia
soccer/soccernet.espn.go.com/82051.html,,Forward,,,,Saudi Arabia
soccer/soccernet.espn.go.com/79626.html,9,Defender,,,,Saudi Arabia
soccer/soccernet.espn.go.com/79829.html,23,Striker,1.78 M,68 Kg,"Aug 10, 1981",Saudi Arabia
soccer/soccernet.espn.go.com/21171.html,9,Midfielder,1.76 M,74 Kg,"Aug 10, 1972",China
soccer/soccernet.espn.go.com/14694.html,8,Forward,1.71 M,67 Kg,"Aug 19, 1971",Portugal
soccer/soccernet.espn.go.com/3037.html,5,Defender,1.84 M,77 Kg,"Aug 23, 1972",Mexico
soccer/soccernet.espn.go.com/10260.html,20,Midfielder,1.69 M,70 Kg,"Sep 21, 1982",Russia
soccer/soccernet.espn.go.com/81793.html,,Midfielder,,,,Belgium
soccer/soccernet.espn.go.com/19225.html,14,Forward,1.83 M,78 Kg,"Apr 24, 1976",Poland
soccer/soccernet.espn.go.com/24238.html,12,Striker,1.80 M,73 Kg,"Jun 18, 1982",Italy
soccer/soccernet.espn.go.com/14363.html,2,Defender,1.87 M,80 Kg,"May 29, 1977",Italy
soccer/soccernet.espn.go.com/10027.html,23,Defender,1.93 M,92 Kg,"Aug 19, 1973",Italy
soccer/soccernet.espn.go.com/24424.html,16,Midfielder,1.77 M,73 Kg,"Jul 17, 1976",Spain
soccer/soccernet.espn.go.com/19239.html,10,Forward,1.80 M,77 Kg,"Jul 05, 1973",Sweden
soccer/soccernet.espn.go.com/11124.html,7,Forward,1.84 M,86 Kg,"Feb 22, 1969",Belgium
soccer/soccernet.espn.go.com/82064.html,,Midfielder,,,,Belgium
soccer/soccernet.espn.go.com/20740.html,3,Defender,1.87 M,85 Kg,"Apr 29, 1972",Germany
soccer/soccernet.espn.go.com/95400.html,11,Striker,1.85 M,76 Kg,"Sep 27, 1982",Sweden
soccer/soccernet.espn.go.com/32688.html,15,Midfielder,1.74 M,76 Kg,"Aug 27, 1971",Ecuador
soccer/soccernet.espn.go.com/82070.html,,Defender,,,,Germany
soccer/soccernet.espn.go.com/101590.html,2,Defender,1.80 M,77 Kg,"May 08, 1986",United States
soccer/soccernet.espn.go.com/101644.html,2,Defender,1.75 M,78 Kg,"May 08, 1986",United States
soccer/soccernet.espn.go.com/14267.html,13,Midfielder,1.82 M,72 Kg,"May 29, 1977",Italy
soccer/soccernet.espn.go.com/12043.html,22,Defender,1.82 M,76 Kg,"Jun 14, 1976",Italy
soccer/soccernet.espn.go.com/8046.html,6,Defender,1.85 M,72 Kg,"Apr 18, 1979",England
soccer/soccernet.espn.go.com/81921.html,,Midfielder,,,,Germany
soccer/soccernet.espn.go.com/81988.html,,Defender,,,,Italy
soccer/soccernet.espn.go.com/25603.html,13,Defender,1.88 M,83 Kg,"Feb 01, 1977",Sweden
soccer/soccernet.espn.go.com/19210.html,22,Forward,1.75 M,72 Kg,"Dec 04, 1976",Belgium
soccer/soccernet.espn.go.com/66695.html,13,Defender,1.80 M,83 Kg,"Jun 24, 1988",England
soccer/soccernet.espn.go.com/12641.html,13,Midfielder,1.88 M,85 Kg,"Sep 26, 1976",Germany
soccer/soccernet.espn.go.com/100784.html,11,Midfielder,1.50 M,72 Kg,"Oct 04, 1983",Costa Rica
soccer/soccernet.espn.go.com/100774.html,6,Midfielder,1.86 M,81 Kg,"Jul 31, 1987",United States
soccer/soccernet.espn.go.com/19290.html,10,Forward,1.75 M,67 Kg,"Dec 14, 1979",England
soccer/soccernet.espn.go.com/76852.html,22,Defender,1.74 M,76 Kg,"Dec 30, 1981",Costa Rica
soccer/soccernet.espn.go.com/43001.html,4,Defender,1.78 M,73 Kg,"Jul 16, 1982",Costa Rica
soccer/soccernet.espn.go.com/15222.html,4,Defender,1.83 M,79 Kg,"Apr 24, 1976",Poland
soccer/soccernet.espn.go.com/19063.html,14,Defender,1.83 M,79 Kg,"Apr 22, 1976",Poland
soccer/soccernet.espn.go.com/81790.html,,Goalkeeper,,,,Belgium
soccer/soccernet.espn.go.com/81933.html,6,Defender,,,,Spain
soccer/soccernet.espn.go.com/19297.html,20,Defender,1.87 M,81 Kg,"Jul 28, 1966",Spain
soccer/soccernet.espn.go.com/11828.html,11,Striker,1.80 M,74 Kg,"Jun 23, 1977",Spain
soccer/soccernet.espn.go.com/29027.html,26,Striker,1.90 M,86 Kg,"May 23, 1984",Portugal
soccer/soccernet.espn.go.com/19112.html,10,Midfielder,1.78 M,74 Kg,"Jan 15, 1983",Portugal
soccer/soccernet.espn.go.com/26686.html,35,Defender,1.74 M,69 Kg,"Nov 09, 1981",Portugal
soccer/soccernet.espn.go.com/11898.html,21,Striker,1.81 M,72 Kg,"Jul 05, 1976",Portugal
soccer/soccernet.espn.go.com/12701.html,7,Midfielder,1.83 M,73 Kg,"Aug 16, 1973",Croatia
soccer/soccernet.espn.go.com/10955.html,11,Striker,1.82 M,74 Kg,"Jun 09, 1978",Germany
soccer/soccernet.espn.go.com/21654.html,8,Midfielder,1.73 M,72 Kg,"Apr 05, 1979",Japan
soccer/soccernet.espn.go.com/82044.html,,Defender,,,,Saudi Arabia
soccer/soccernet.espn.go.com/20720.html,2,Defender,1.77 M,80 Kg,"Sep 28, 1975",Saudi Arabia
soccer/soccernet.espn.go.com/82045.html,,Defender,,,,Saudi Arabia
soccer/soccernet.espn.go.com/21374.html,8,Midfielder,1.81 M,76 Kg,"Feb 26, 1978",Saudi Arabia
soccer/soccernet.espn.go.com/3729.html,,Goalkeeper,1.85 M,82 Kg,"Feb 01, 1980",Mexico
soccer/soccernet.espn.go.com/72501.html,24,Goalkeeper,1.90 M,80 Kg,"Mar 26, 1977",Italy
soccer/soccernet.espn.go.com/101492.html,15,Defender,1.95 M,89 Kg,"Sep 10, 1982",Brazil
soccer/soccernet.espn.go.com/90636.html,9,Midfielder,1.66 M,61 Kg,"Dec 22, 1979",Japan
soccer/soccernet.espn.go.com/20718.html,18,Midfielder,1.75 M,70 Kg,"Jun 28, 1976",Saudi Arabia
soccer/soccernet.espn.go.com/68658.html,18,Defender,1.70 M,76 Kg,"Jul 23, 1977",Ecuador
soccer/soccernet.espn.go.com/2726.html,1,Goalkeeper,1.95 M,85 Kg,"Oct 07, 1973",Brazil
soccer/soccernet.espn.go.com/100755.html,21,Forward,1.70 M,61 Kg,"Jun 13, 1984",Mexico
soccer/soccernet.espn.go.com/92338.html,7,Striker,,,"Feb 18, 1983",Paraguay
soccer/soccernet.espn.go.com/20283.html,17,Forward,1.95 M,100 Kg,"Oct 06, 1966",Ireland
soccer/soccernet.espn.go.com/9546.html,12,Defender,1.80 M,82 Kg,"Aug 17, 1974",Denmark
soccer/soccernet.espn.go.com/34011.html,10,Midfielder,1.76 M,72 Kg,"Apr 09, 1980",Croatia
soccer/soccernet.espn.go.com/81698.html,,Forward,,,,Italy
soccer/soccernet.espn.go.com/43092.html,21,Defender,1.82 M,81 Kg,"Apr 12, 1981",Argentina
soccer/soccernet.espn.go.com/88360.html,19,Midfielder,1.76 M,69 Kg,"Apr 13, 1988",Brazil
soccer/soccernet.espn.go.com/20747.html,1,Goalkeeper,1.88 M,88 Kg,"Jun 15, 1969",Germany
soccer/soccernet.espn.go.com/12643.html,10,Striker,1.71 M,64 Kg,"May 01, 1973",Germany
soccer/soccernet.espn.go.com/8198.html,3,Defender,1.87 M,83 Kg,"Sep 03, 1977",Sweden
soccer/soccernet.espn.go.com/3337.html,19,Forward,1.69 M,59 Kg,"Apr 03, 1980",Mexico
soccer/soccernet.espn.go.com/112875.html,4,Defender,1.71 M,68 Kg,"Feb 29, 1976",Ecuador
soccer/soccernet.espn.go.com/100539.html,3,Midfielder,,,,Ecuador
soccer/soccernet.espn.go.com/73625.html,,Defender,1.73 M,65 Kg,"Feb 10, 1982",Ecuador
soccer/soccernet.espn.go.com/2639.html,1,Goalkeeper,1.71 M,72 Kg,"Feb 01, 1973",Mexico
soccer/soccernet.espn.go.com/11829.html,16,Midfielder,1.70 M,62 Kg,"Nov 03, 1979",Argentina
soccer/soccernet.espn.go.com/3045.html,21,Defender,1.86 M,80 Kg,"Aug 21, 1978",Costa Rica
soccer/soccernet.espn.go.com/73418.html,22,Forward,1.80 M,71 Kg,"Feb 05, 1982",Ecuador
soccer/soccernet.espn.go.com/100542.html,22,Striker,,,,Ecuador
soccer/soccernet.espn.go.com/20285.html,3,Defender,1.85 M,77 Kg,"Jun 26, 1968",Italy
soccer/soccernet.espn.go.com/2975.html,4,Defender,1.79 M,74 Kg,"Sep 03, 1971",Uruguay
soccer/soccernet.espn.go.com/20780.html,19,Midfielder,1.93 M,88 Kg,"Jan 28, 1978",Senegal
soccer/soccernet.espn.go.com/20790.html,4,Defender,1.87 M,82 Kg,"Dec 29, 1974",Senegal
soccer/soccernet.espn.go.com/21305.html,21,Midfielder,1.75 M,70 Kg,"Feb 25, 1981",South Korea
soccer/soccernet.espn.go.com/21931.html,27,Defender,1.73 M,75 Kg,"May 15, 1981",France
soccer/soccernet.espn.go.com/20252.html,4,Midfielder,1.90 M,82 Kg,"Jun 23, 1976",France
soccer/soccernet.espn.go.com/8056.html,4,Midfielder,1.92 M,82 Kg,"Jun 23, 1976",France
soccer/soccernet.espn.go.com/20765.html,3,Defender,1.85 M,81 Kg,"Aug 18, 1971",Sweden
soccer/soccernet.espn.go.com/65633.html,13,Midfielder,1.77 M,70 Kg,"Oct 14, 1980",Ecuador
soccer/soccernet.espn.go.com/81827.html,,Midfielder,,,,Ireland
soccer/soccernet.espn.go.com/20937.html,2,Defender,1.82 M,76 Kg,"Jan 18, 1979",Portugal
soccer/soccernet.espn.go.com/3061.html,9,Striker,1.89 M,76 Kg,"Jul 31, 1976",Costa Rica
soccer/soccernet.espn.go.com/19286.html,8,Midfielder,1.70 M,70 Kg,"Nov 16, 1974",England
soccer/soccernet.espn.go.com/76928.html,8,Defender,1.75 M,67 Kg,"Jul 26, 1976",Mexico
soccer/soccernet.espn.go.com/10351.html,1,Goalkeeper,1.85 M,80 Kg,"Feb 11, 1976",Portugal
soccer/soccernet.espn.go.com/12630.html,19,Midfielder,1.79 M,74 Kg,"Jan 30, 1975",Brazil
soccer/soccernet.espn.go.com/5388.html,21,Striker,1.98 M,75 Kg,"Jan 30, 1981",England
soccer/soccernet.espn.go.com/81964.html,,Goalkeeper,,,,Nigeria
soccer/soccernet.espn.go.com/27015.html,16,Defender,1.70 M,61 Kg,"Nov 11, 1983",Germany
soccer/soccernet.espn.go.com/82017.html,,Forward,,,,Italy
soccer/soccernet.espn.go.com/21177.html,16,Forward,1.81 M,68 Kg,"Jul 15, 1981",China
soccer/soccernet.espn.go.com/9512.html,18,Striker,1.85 M,80 Kg,"Jun 30, 1980",Sweden
soccer/soccernet.espn.go.com/26007.html,15,Defender,1.89 M,89 Kg,"Aug 30, 1975",Tunisia
soccer/soccernet.espn.go.com/86354.html,20,Striker,1.84 M,78 Kg,"Jan 01, 1982",Poland
soccer/soccernet.espn.go.com/21363.html,4,Midfielder,1.82 M,74 Kg,"Feb 13, 1979",Mexico
soccer/soccernet.espn.go.com/22965.html,23,Goalkeeper,1.92 M,90 Kg,"Jun 30, 1975",Sweden
soccer/soccernet.espn.go.com/3036.html,7,Defender,1.68 M,61 Kg,"Jan 10, 1975",Mexico
soccer/soccernet.espn.go.com/115650.html,2,Defender,,,,Saudi Arabia
soccer/soccernet.espn.go.com/10038.html,23,Striker,1.80 M,74 Kg,"Oct 19, 1977",Spain
soccer/soccernet.espn.go.com/19146.html,5,Defender,1.92 M,85 Kg,"Apr 22, 1975",Cameroon
soccer/soccernet.espn.go.com/100933.html,19,Midfielder,1.78 M,75 Kg,"Feb 10, 1983",United States
soccer/soccernet.espn.go.com/76925.html,5,Defender,1.73 M,68 Kg,"Mar 30, 1980",Mexico
soccer/soccernet.espn.go.com/20324.html,27,Striker,1.73 M,67 Kg,"Sep 26, 1983",Portugal
soccer/soccernet.espn.go.com/2881.html,22,Goalkeeper,1.82 M,79 Kg,"Aug 02, 1970",Paraguay
soccer/soccernet.espn.go.com/3139.html,18,Forward,1.97 M,90 Kg,"Feb 21, 1975",Uruguay
soccer/soccernet.espn.go.com/19282.html,5,Defender,1.88 M,76 Kg,"Nov 07, 1978",England
soccer/soccernet.espn.go.com/7956.html,9,Forward,1.73 M,74 Kg,"Apr 09, 1975",England
soccer/soccernet.espn.go.com/20268.html,10,Forward,1.76 M,73 Kg,"Jul 08, 1980",Ireland
soccer/soccernet.espn.go.com/5112.html,22,Goalkeeper,1.91 M,93 Kg,"Jan 18, 1980",England
soccer/soccernet.espn.go.com/12652.html,4,Defender,1.82 M,78 Kg,"Apr 06, 1974",Croatia
soccer/soccernet.espn.go.com/49866.html,1,Goalkeeper,1.86 M,89 Kg,"Aug 19, 1972",Argentina
soccer/soccernet.espn.go.com/2765.html,,Defender,1.68 M,70 Kg,"Apr 10, 1973",Brazil
soccer/soccernet.espn.go.com/82076.html,,Forward,,,,Italy
soccer/soccernet.espn.go.com/100790.html,8,Midfielder,1.78 M,73 Kg,"Feb 27, 1980",Costa Rica
soccer/soccernet.espn.go.com/3048.html,7,Forward,1.78 M,76 Kg,"Jun 06, 1974",Costa Rica
soccer/soccernet.espn.go.com/16368.html,11,Midfielder,1.85 M,89 Kg,"Jan 24, 1975",Costa Rica
soccer/soccernet.espn.go.com/20128.html,10,Forward,1.81 M,80 Kg,"Mar 21, 1980",Brazil
soccer/soccernet.espn.go.com/20123.html,,Forward,1.83 M,77 Kg,"Sep 22, 1976",Brazil
soccer/soccernet.espn.go.com/66875.html,15,Defender,1.92 M,82 Kg,"Oct 09, 1982",Brazil
soccer/soccernet.espn.go.com/2912.html,9,Forward,1.89 M,80 Kg,"Aug 16, 1981",Paraguay
soccer/soccernet.espn.go.com/81995.html,,Forward,,,,Ireland
soccer/soccernet.espn.go.com/101585.html,16,Midfielder,1.86 M,68 Kg,"Sep 09, 1985",United States
soccer/soccernet.espn.go.com/101612.html,16,Midfielder,1.85 M,,"Sep 09, 1985",United States
soccer/soccernet.espn.go.com/39745.html,7,Striker,1.73 M,77 Kg,"Aug 05, 1980",Paraguay
soccer/soccernet.espn.go.com/2635.html,16,Defender,1.76 M,72 Kg,"Aug 22, 1975",Mexico
soccer/soccernet.espn.go.com/20712.html,9,Forward,1.77 M,70 Kg,"Dec 11, 1972",Saudi Arabia
soccer/soccernet.espn.go.com/43531.html,11,Midfielder,1.77 M,75 Kg,"Jun 20, 1987",France
soccer/soccernet.espn.go.com/20162.html,9,Forward,1.79 M,75 Kg,"Mar 10, 1981",Cameroon
soccer/soccernet.espn.go.com/37563.html,,Midfielder,1.78 M,68 Kg,"Jun 20, 1984",Sweden
soccer/soccernet.espn.go.com/90674.html,9,Midfielder,1.83 M,72 Kg,"May 03, 1983",Japan
soccer/soccernet.espn.go.com/11004.html,16,Goalkeeper,1.90 M,90 Kg,"Mar 18, 1980",France
soccer/soccernet.espn.go.com/42772.html,,Midfielder,1.78 M,70 Kg,"Jun 06, 1985",Sweden
soccer/soccernet.espn.go.com/68659.html,14,Midfielder,1.78 M,77 Kg,"May 15, 1982",Ecuador
soccer/soccernet.espn.go.com/20686.html,12,Goalkeeper,1.85 M,76 Kg,"Apr 15, 1976",Japan
soccer/soccernet.espn.go.com/21145.html,9,Forward,1.84 M,73 Kg,"Jan 08, 1979",South Korea
soccer/soccernet.espn.go.com/28609.html,,Midfielder,1.75 M,78 Kg,"Jun 27, 1980",Portugal
soccer/soccernet.espn.go.com/21173.html,6,Midfielder,1.86 M,78 Kg,"Apr 10, 1980",China
soccer/soccernet.espn.go.com/5030.html,17,Midfielder,1.66 M,64 Kg,"Oct 25, 1981",England
soccer/soccernet.espn.go.com/20264.html,1,Goalkeeper,1.87 M,84 Kg,"Apr 20, 1976",Ireland
soccer/soccernet.espn.go.com/11649.html,18,Midfielder,1.75 M,74 Kg,"Sep 27, 1979",Japan
soccer/soccernet.espn.go.com/11913.html,20,Striker,1.83 M,71 Kg,"Sep 17, 1977",Italy
soccer/soccernet.espn.go.com/18687.html,38,Midfielder,1.89 M,79 Kg,"Jan 21, 1982",Germany
soccer/soccernet.espn.go.com/20645.html,14,Forward,1.78 M,70 Kg,"Dec 02, 1977",South Africa
soccer/soccernet.espn.go.com/21157.html,22,Midfielder,1.75 M,71 Kg,"Feb 20, 1979",South Korea
soccer/soccernet.espn.go.com/81919.html,,Midfielder,,,,Germany
soccer/soccernet.espn.go.com/21633.html,6,Defender,1.68 M,66 Kg,"Feb 19, 1979",United States
soccer/soccernet.espn.go.com/7935.html,4,Midfielder,1.85 M,83 Kg,"May 30, 1980",England
soccer/soccernet.espn.go.com/81826.html,,Defender,,,,Ireland
soccer/soccernet.espn.go.com/21178.html,12,Forward,1.86 M,80 Kg,"Jul 30, 1972",China
soccer/soccernet.espn.go.com/102608.html,18,Goalkeeper,,,,South Korea
soccer/soccernet.espn.go.com/21164.html,7,Defender,1.82 M,79 Kg,"Sep 30, 1977",China
soccer/soccernet.espn.go.com/115518.html,16,Defender,,,,South Korea
soccer/soccernet.espn.go.com/21656.html,15,Midfielder,1.81 M,77 Kg,"Sep 01, 1976",Japan
soccer/soccernet.espn.go.com/20189.html,11,Forward,1.82 M,75 Kg,"Jun 05, 1976",Japan
soccer/soccernet.espn.go.com/82050.html,,Midfielder,,,,Saudi Arabia
soccer/soccernet.espn.go.com/101591.html,20,Forward,1.55 M,77 Kg,"Feb 29, 1980",United States
soccer/soccernet.espn.go.com/81993.html,,Defender,,,,Ireland
soccer/soccernet.espn.go.com/8039.html,12,Striker,1.88 M,83 Kg,"Aug 17, 1977",France
soccer/soccernet.espn.go.com/81588.html,,Midfielder,,,,Germany
soccer/soccernet.espn.go.com/20225.html,7,Midfielder,1.78 M,74 Kg,"Mar 11, 1976",Denmark
soccer/soccernet.espn.go.com/81778.html,,Midfielder,,,,Germany
soccer/soccernet.espn.go.com/8067.html,1,Goalkeeper,1.96 M,89 Kg,"Jun 12, 1976",Denmark
soccer/soccernet.espn.go.com/81943.html,,Defender,,,,Germany
soccer/soccernet.espn.go.com/20628.html,1,Goalkeeper,1.87 M,90 Kg,"Mar 06, 1979",United States
soccer/soccernet.espn.go.com/81994.html,,Forward,,,,Ireland
soccer/soccernet.espn.go.com/9828.html,8,Midfielder,1.82 M,80 Kg,"Nov 22, 1976",Germany
soccer/soccernet.espn.go.com/92557.html,,null,,,,Japan
soccer/soccernet.espn.go.com/2864.html,4,Defender,1.78 M,88 Kg,"Feb 08, 1974",Ecuador
soccer/soccernet.espn.go.com/10869.html,,Goalkeeper,1.87 M,85 Kg,"Sep 19, 1972",France
soccer/soccernet.espn.go.com/20366.html,22,Midfielder,1.86 M,74 Kg,"Jul 30, 1973",Turkey
soccer/soccernet.espn.go.com/101504.html,18,Forward,1.72 M,71 Kg,"Jun 11, 1984",Brazil
soccer/soccernet.espn.go.com/83303.html,5,Defender,,,"Feb 05, 1983",Croatia
soccer/soccernet.espn.go.com/66245.html,3,Defender,1.83 M,76 Kg,"Nov 09, 1973",Costa Rica
soccer/soccernet.espn.go.com/20318.html,1,Goalkeeper,1.84 M,78 Kg,"Oct 15, 1969",Portugal
soccer/soccernet.espn.go.com/20748.html,11,Forward,1.87 M,83 Kg,"Apr 01, 1974",Russia
soccer/soccernet.espn.go.com/2678.html,6,Defender,1.82 M,73 Kg,"Mar 23, 1978",Argentina
soccer/soccernet.espn.go.com/73431.html,15,Midfielder,1.70 M,80 Kg,"Aug 11, 1979",Ecuador
soccer/soccernet.espn.go.com/66247.html,1,Goalkeeper,1.80 M,66 Kg,"Dec 31, 1977",Costa Rica
soccer/soccernet.espn.go.com/7858.html,14,Defender,1.79 M,81 Kg,"Aug 05, 1980",England
soccer/soccernet.espn.go.com/21046.html,9,Striker,1.78 M,78 Kg,"Oct 24, 1985",England
soccer/soccernet.espn.go.com/8866.html,2,Defender,1.85 M,77 Kg,"Oct 13, 1979",England
soccer/soccernet.espn.go.com/19207.html,9,Forward,1.74 M,74 Kg,"Aug 09, 1978",Belgium
soccer/soccernet.espn.go.com/3054.html,6,Midfielder,1.73 M,68 Kg,"Aug 03, 1971",Costa Rica
soccer/soccernet.espn.go.com/100786.html,21,Forward,1.89 M,79 Kg,"Feb 01, 1985",Costa Rica
soccer/soccernet.espn.go.com/97890.html,15,Midfielder,1.86 M,80 Kg,"Oct 20, 1982",Poland
soccer/soccernet.espn.go.com/21165.html,4,Defender,1.83 M,77 Kg,"Apr 21, 1975",China
soccer/soccernet.espn.go.com/21166.html,3,Defender,1.79 M,73 Kg,"Mar 30, 1978",China
soccer/soccernet.espn.go.com/79837.html,9,Striker,1.87 M,80 Kg,"Sep 22, 1986",Tunisia
soccer/soccernet.espn.go.com/97157.html,4,Defender,1.82 M,71 Kg,"Nov 03, 1983",South Korea
soccer/soccernet.espn.go.com/21148.html,6,Midfielder,1.84 M,78 Kg,"Oct 18, 1971",South Korea
soccer/soccernet.espn.go.com/15868.html,23,Goalkeeper,1.79 M,78 Kg,"Aug 15, 1975",Japan
soccer/soccernet.espn.go.com/81949.html,,Midfielder,,,,South Korea
soccer/soccernet.espn.go.com/72477.html,2,Defender,1.83 M,81 Kg,"Jun 30, 1976",South Korea
soccer/soccernet.espn.go.com/102641.html,30,null,,,,South Korea
soccer/soccernet.espn.go.com/81942.html,,Forward,,,,South Korea
soccer/soccernet.espn.go.com/102646.html,29,Striker,,,"May 04, 1985",Saudi Arabia
soccer/soccernet.espn.go.com/21175.html,11,Midfielder,1.80 M,72 Kg,"Aug 19, 1976",China
soccer/soccernet.espn.go.com/77433.html,6,Midfielder,1.78 M,75 Kg,"Sep 06, 1981",Japan
soccer/soccernet.espn.go.com/91206.html,13,Defender,,,"Jun 01, 1976",Saudi Arabia
soccer/soccernet.espn.go.com/20804.html,3,Defender,1.88 M,80 Kg,"Oct 12, 1969",Slovenia
soccer/soccernet.espn.go.com/21725.html,15,Midfielder,1.80 M,72 Kg,"Apr 18, 1979",China
soccer/soccernet.espn.go.com/11066.html,10,Midfielder,1.85 M,80 Kg,"Jun 23, 1972",France
soccer/soccernet.espn.go.com/20243.html,10,Midfielder,1.85 M,80 Kg,"Jun 23, 1972",France
soccer/soccernet.espn.go.com/7628.html,10,Forward,1.80 M,76 Kg,"Feb 01, 1971",Slovenia
