url,STRING : position,DATE : birthdate,STRING : birthplace,SPACE : height,STRING : national_team
soccer/www.skysports.com/100358.html,Striker,"Dec 15, 1981","Stavropol,Russia","1,88m",Russia
soccer/www.skysports.com/129916.html,Defender,"Jun 20, 1982","Moscow,Russia","1,90m",Russia
soccer/www.skysports.com/125719.html,Defender,"Jan 11, 1982","Kamyshin,Russia","1,85m",Russia
soccer/www.skysports.com/100144.html,Midfielder,"Apr 06, 1978","Moscow,Russia","1,70m",Russia
soccer/www.skysports.com/113063.html,Midfielder,"Feb 27, 1985","Moscow,Russia","1,86m",Russia
soccer/www.skysports.com/99490.html,Defender,"Jul 14, 1979","Moscow,Russia","1,86m",Russia
soccer/www.skysports.com/133100.html,Goalkeeper,"Oct 19, 1983","Ordzhonikidze,Russia","1,85m",Russia
soccer/www.skysports.com/97096.html,Defender,"Apr 13, 1978","La Pobla de Segur,Spain",1.78m,Spain
soccer/www.skysports.com/97045.html,Goalkeeper,"Oct 22, 1973","Valencia,Spain",1.84m,Spain
soccer/www.skysports.com/113750.html,Defender,"Sep 04, 1985","Valencia,Spain",1.87m,Spain
soccer/www.skysports.com/97097.html,Midfielder,"Jan 25, 1980","Terrassa-Barcelona,Spain",1.70m,Spain
soccer/www.skysports.com/97037.html,Defender,"Jul 31, 1979","Seville,Spain",1.83m,Spain
soccer/www.skysports.com/96932.html,Striker,"Jun 27, 1977","Madrid,Spain",1.80m,Spain
soccer/www.skysports.com/126261.html,Defender,"Mar 30, 1986","Camas-Seville,Spain",1.83m,Spain
soccer/www.skysports.com/127503.html,Midfielder,"Jun 05, 1985","Madrid,Spain",1.85m,Spain
soccer/www.skysports.com/94209.html,Defender,"Feb 03, 1978","T�rrega,Spain",1.82m,Spain
soccer/www.skysports.com/137653.html,Striker,"Aug 17, 1980","Jerez de la Frontera,Spain",1.82m,Spain
soccer/www.skysports.com/104383.html,Midfielder,"May 04, 1987","Catalonia,Spain",1.77m,Spain
soccer/www.skysports.com/90049.html,Striker,"Mar 20, 1984","Madrid, Spain",1.86m,Spain
soccer/www.skysports.com/97016.html,Goalkeeper,"Aug 31, 1982","Madrid,Spain",1.89m,Spain
soccer/www.skysports.com/15808.html,Goalkeeper,"May 20, 1981","Mostoles,Spain",1.85m,Spain
soccer/www.skysports.com/137647.html,Striker,"Jan 08, 1986","Gran Canaria,Spain",1.70m,Spain
soccer/www.skysports.com/90026.html,Midfielder,"Nov 25, 1981","Tolosa,Spain",1.84m,Spain
soccer/www.skysports.com/97555.html,Striker,"Dec 03, 1981","Langreo-Gij�n,Spain",1.75m,Spain
soccer/www.skysports.com/127377.html,Defender,"Jan 17, 1983","Salamanca,Spain",1.84m,Spain
soccer/www.skysports.com/97110.html,Midfielder,"May 11, 1984","Fuentealbilla-Albacete,Spain",1.70m,Spain
soccer/www.skysports.com/125446.html,Defender,"Jun 25, 1982","Barcelona,Spain",1.78m,Spain
soccer/www.skysports.com/97842.html,Striker,"Jun 09, 1983","Barcelona,Spain",1.75m,Spain
soccer/www.skysports.com/64071.html,Midfielder,"Jul 17, 1976","S�o Paulo,Brazil",1.77m,Spain
soccer/www.skysports.com/96943.html,Defender,"Jul 23, 1976","Cadiz,Spain",1.83m,Spain
soccer/www.skysports.com/106995.html,Midfielder,"Dec 13, 1984","Lugo de Llanera,Spain",1.68m,Spain
soccer/www.skysports.com/95011.html,Defender,"Dec 14, 1976","S�derhamn,Sweden",1.86m,Sweden
soccer/www.skysports.com/8912.html,Midfielder,"Dec 29, 1971","Vessigebro,Sweden","1,81m",Sweden
soccer/www.skysports.com/6534.html,Midfielder,"Apr 16, 1977","Vittsjo,Sweden",1.75m,Sweden
soccer/www.skysports.com/123961.html,Goalkeeper,"Oct 03, 1981","Trelleborg,Sweden",1.99m,Sweden
soccer/www.skysports.com/92794.html,Utility,"Oct 06, 1981","Liding�,Sweden","1,85m",Sweden
soccer/www.skysports.com/35009.html,Midfielder,"Apr 21, 1979","Marseille,France",1.77m,Sweden
soccer/www.skysports.com/151320.html,Striker,"Sep 27, 1982","Malm�, Sweden",1.85m,Sweden
soccer/www.skysports.com/97719.html,Midfielder,"Aug 28, 1977","Borgeby,Sweden","1,78m",Sweden
soccer/www.skysports.com/24467.html,Striker,"Jul 05, 1973",Goteborg,1.80m,Sweden
soccer/www.skysports.com/134666.html,Defender,"Apr 16, 1985","Helsingborg,Sweden",1.92m,Sweden
soccer/www.skysports.com/3558.html,Striker,"Sep 20, 1971","Helsingborg,Sweden",1.78m,Sweden
soccer/www.skysports.com/103164.html,Defender,"Apr 05, 1977","Stockholm,Sweden","1,90m",Sweden
soccer/www.skysports.com/30631.html,Midfielder,"Jul 17, 1976","G�teborg,Sweden",1.77m,Sweden
soccer/www.skysports.com/126830.html,Defender,"Feb 28, 1984","Stockholm, Sweden",,Sweden
soccer/www.skysports.com/128641.html,Midfielder,"Jun 06, 1985","Eskilstuna, Sweden",1.78m,Sweden
soccer/www.skysports.com/45386.html,Defender,"Sep 03, 1977","Gullspang, Sweden",1.86m,Sweden
soccer/www.skysports.com/73943.html,Striker,"Jul 05, 1973","Gothenburg,Sweden","1,80m",Sweden
soccer/www.skysports.com/110423.html,Midfielder,"Aug 28, 1982","Sandviken,Sweden",1.85m,Sweden
soccer/www.skysports.com/30857.html,Goalkeeper,"Jun 30, 1975","Fisks�tra,Sweden","1,93m",Sweden
soccer/www.skysports.com/94893.html,Striker,"May 27, 1981","Alingsas,Sweden",1.88m,Sweden
soccer/www.skysports.com/93984.html,Striker,"Oct 03, 1981","Malm�, Sweden",1.92m,Sweden
soccer/www.skysports.com/126791.html,Goalkeeper,"Jan 24, 1981","Bor�s,Sweden","1,88m",Sweden
soccer/www.skysports.com/99438.html,Midfielder,"Dec 08, 1979","Malm�,Sweden",1.77m,Sweden
soccer/www.skysports.com/128303.html,Midfielder,"Aug 28, 1981","Zurich,Switzerland",1.79m,Switzerland
soccer/www.skysports.com/92296.html,Defender,"Apr 20, 1979","Sion, Switzerland",1.86m,Switzerland
soccer/www.skysports.com/151496.html,Midfielder,"Jun 27, 1984","Olten,Switzerland",1.89m,Switzerland
soccer/www.skysports.com/29222.html,Goalkeeper,,,,Switzerland
soccer/www.skysports.com/137585.html,Midfielder,"Apr 19, 1985","Mitrovica, Kosovo, SFR Yugoslavia (represents Switzerland)",1.86m,Switzerland
soccer/www.skysports.com/103083.html,Midfielder,"Feb 22, 1977","Basel,Switzerland","1,80m",Switzerland
soccer/www.skysports.com/153172.html,Striker,"Jun 12, 1988",Switzerland,1.90m,Switzerland
soccer/www.skysports.com/134970.html,Goalkeeper,"Oct 02, 1984","Kozarac,SFR-Yugoslavia","1,91m",Switzerland
soccer/www.skysports.com/103093.html,Striker,"Jun 18, 1981","Basel,Switzerland",1.95m,Switzerland
soccer/www.skysports.com/92141.html,Defender,"Dec 17, 1976","Geneva,Switzerland",1.82m,Switzerland
soccer/www.skysports.com/128930.html,Defender,"Jan 18, 1987","Abidjan,Ivory Coast",1.92m,Switzerland
soccer/www.skysports.com/94730.html,Striker,"Jul 15, 1979","Basel, Switzerland",1.79m,Switzerland
soccer/www.skysports.com/103082.html,Midfielder,"Jul 07, 1977","Dornach,Switzerland",1.88m,Switzerland
soccer/www.skysports.com/125760.html,Midfielder,"May 22, 1985","St Gallen, Switzerland",1.76m,Switzerland
soccer/www.skysports.com/92649.html,Midfielder,"Apr 20, 1979","Z�rich,Switzerland","1,73m",Switzerland
soccer/www.skysports.com/105187.html,Goalkeeper,"Sep 08, 1983","Z�rich, Switzerland",1.93m,Switzerland
soccer/www.skysports.com/113721.html,Utility,,,,Turkey
soccer/www.skysports.com/157493.html,Striker,"Feb 25, 1987","Saint-Claude,France","1,81m",Turkey
soccer/www.skysports.com/100928.html,Midfielder,"Jan 11, 1980","Karadeniz Ere�li,Turkey","1,66m",Turkey
soccer/www.skysports.com/143665.html,Goalkeeper,"Oct 10, 1983","Hopa,Turkey","1,92m",Turkey
soccer/www.skysports.com/99336.html,Midfielder,"Oct 14, 1974","Zonguldak,Turkey",1.74m,Turkey
soccer/www.skysports.com/128623.html,Striker,"Apr 29, 1983","Izmir,Turkey",1.83m,Turkey
soccer/www.skysports.com/134832.html,Defender,"Aug 01, 1984","Instanbul,Turkey","1,82m",Turkey
soccer/www.skysports.com/144012.html,Midfielder,"Apr 14, 1982","Tokat,Turkey",1.77m,Turkey
soccer/www.skysports.com/160574.html,Striker,"Aug 26, 1986","Leytonstone,England","1,86m",Turkey
soccer/www.skysports.com/52211.html,Goalkeeper,"May 10, 1973","Korkuteli-Antalya,Turkey",1.86m,Turkey
soccer/www.skysports.com/126074.html,Defender,"Mar 17, 1981","Tuzluca,Turkey",1.91m,Turkey
soccer/www.skysports.com/146703.html,Midfielder,"Jan 30, 1987","Instanbul,Turkey","1,76m",Turkey
soccer/www.skysports.com/115281.html,Striker,"Jan 16, 1982","Sakarya, Turkey",1.82m,Turkey
soccer/www.skysports.com/125789.html,Goalkeeper,"Oct 27, 1981","Istanbul,Turkey",1.91m,Turkey
soccer/www.skysports.com/99346.html,Defender,"Dec 13, 1973","Bursa,Turkey","1,83m",Turkey
soccer/www.skysports.com/92243.html,Midfielder,"Dec 08, 1982","Gelsenkirchen, Germany",1.86m,Turkey
soccer/www.skysports.com/127682.html,Striker,"Aug 26, 1986","Leytonstone,England",1.85m,Turkey
soccer/www.skysports.com/90031.html,Striker,"Nov 23, 1979","Instanbul,Turkey",1.75m,Turkey
soccer/www.skysports.com/148829.html,Midfielder,"Dec 15, 1977","Rio de Janeiro,Brazil","1,78m",Turkey
soccer/www.skysports.com/99420.html,Defender,"Jul 26, 1984","�ar�amba-Samsun,Turkey","1,70m",Turkey
soccer/www.skysports.com/97160.html,Midfielder,"Sep 07, 1980","Instanbul,Turkey",1.71m,Turkey
soccer/www.skysports.com/101521.html,Midfielder,"Feb 23, 1977","�neg�l,Turkey","1,73m",Turkey
soccer/www.skysports.com/12036.html,Midfielder,"Jan 09, 1978","Corigliano Calabro,Italy",1.77m,
soccer/www.skysports.com/155416.html,Midfielder,"Dec 08, 1982","Gelsenkirchen,Germany",1.83m,
soccer/www.skysports.com/9135.html,Midfielder,"May 30, 1980","Whiston,England",1.84m,England
soccer/www.skysports.com/9192.html,Attacking Midfielder,"Oct 25, 1981","Greenwich-London,England",1.66m,England
soccer/www.skysports.com/73981.html,Midfielder,"Oct 07, 1976","Lagoa da Prata, Brazil",1.91m,
soccer/www.skysports.com/7089.html,Midfielder,"May 17, 1974","Cerritos, California, USA",1.78m,
soccer/www.skysports.com/6602.html,Goalkeeper,"Aug 01, 1970","Welwyn Garden City,Englnd","1,95m",England
soccer/www.skysports.com/9128.html,Striker,"Dec 14, 1979","Chester,England",1.73m,England
soccer/www.skysports.com/6757.html,Goalkeeper,"May 16, 1979",Keighley,6.02,Scotland
soccer/www.skysports.com/153392.html,Defender,"Jun 05, 1978","Guimaraes,Portugal",1.90m,
soccer/www.skysports.com/8835.html,Midfielder,"May 02, 1975","Leytonstone, England",1.83m,England
soccer/www.skysports.com/139234.html,Defender,"Jun 24, 1988","Birmingham,England",1.8m,England
soccer/www.skysports.com/92090.html,Midfielder,"Jan 20, 1981","Calgary,Canada",1.80m,England
soccer/www.skysports.com/8875.html,Striker,"Oct 07, 1982","Beckton-London,England",1.70m,England
soccer/www.skysports.com/144695.html,Defender,"Jul 16, 1989","Cardiff, Wales",1.83m,Wales
soccer/www.skysports.com/9126.html,Striker,"Jan 11, 1978","Leicester,England",1.88m,England
soccer/www.skysports.com/99226.html,Goalkeeper,"Sep 03, 1985","Whitehaven, England","1,83m",England
soccer/www.skysports.com/8867.html,Attacking Midfielder,"Nov 08, 1981","Ramford-Havering,England",1.76m,England
soccer/www.skysports.com/83047.html,Midfielder,"Aug 27, 1984","Peterborough, England",1.73m,England
soccer/www.skysports.com/8865.html,Midfielder,"Jul 28, 1981","Wallsend,England",1.89m,England
soccer/www.skysports.com/98621.html,Attacking Midfielder,"Jul 09, 1985","Stevenage,England","1,75m",England
soccer/www.skysports.com/72281.html,Midfielder,"Mar 28, 1982","San Sebastian,Spain",1.76m,
soccer/www.skysports.com/135901.html,Utility,,,,
soccer/www.skysports.com/6551.html,Defender,"Apr 18, 1979","Hartismere, England",1.85m,England
soccer/www.skysports.com/8717.html,Striker,"Jan 30, 1981","Macclesfield, England",2.02m,England
